question,correct_answer
What is 643 minus 541?,102
What is 663 minus 222?,441
What is 405 minus 386?,19
What is 749 minus 239?,510
What is 690 minus 315?,375
What is 568 minus 462?,106
What is 498 minus 811?,-313
What is 369 minus 669?,-300
What is 742 minus 826?,-84
What is 385 minus 748?,-363
What is 866 minus 841?,25
What is 742 minus 588?,154
What is 496 minus 141?,355
What is 967 minus 212?,755
What is 828 minus 760?,68
What is 189 minus 541?,-352
What is 609 minus 451?,158
What is 245 minus 948?,-703
What is 471 minus 376?,95
What is 935 minus 894?,41
What is 127 minus 393?,-266
What is 911 minus 379?,532
What is 522 minus 899?,-377
What is 248 minus 545?,-297
What is 827 minus 117?,710
What is 561 minus 657?,-96
What is 233 minus 548?,-315
What is 442 minus 971?,-529
What is 154 minus 862?,-708
What is 980 minus 281?,699
What is 778 minus 464?,314
What is 838 minus 297?,541
What is 198 minus 254?,-56
What is 114 minus 913?,-799
What is 365 minus 535?,-170
What is 821 minus 883?,-62
What is 321 minus 153?,168
What is 192 minus 536?,-344
What is 134 minus 683?,-549
What is 969 minus 242?,727
What is 295 minus 299?,-4
What is 890 minus 548?,342
What is 243 minus 763?,-520
What is 247 minus 742?,-495
What is 429 minus 988?,-559
What is 417 minus 917?,-500
What is 283 minus 869?,-586
What is 365 minus 779?,-414
What is 448 minus 296?,152
What is 717 minus 114?,603
What is 595 minus 123?,472
What is 819 minus 814?,5
What is 762 minus 137?,625
What is 108 minus 951?,-843
What is 235 minus 329?,-94
What is 367 minus 959?,-592
What is 461 minus 527?,-66
What is 415 minus 396?,19
What is 310 minus 753?,-443
What is 360 minus 143?,217
What is 591 minus 917?,-326
What is 440 minus 596?,-156
What is 231 minus 295?,-64
What is 574 minus 987?,-413
What is 124 minus 602?,-478
What is 608 minus 743?,-135
What is 869 minus 472?,397
What is 797 minus 169?,628
What is 557 minus 761?,-204
What is 159 minus 551?,-392
What is 269 minus 418?,-149
What is 486 minus 315?,171
What is 718 minus 957?,-239
What is 850 minus 578?,272
What is 669 minus 648?,21
What is 498 minus 890?,-392
What is 485 minus 685?,-200
What is 457 minus 832?,-375
What is 152 minus 460?,-308
What is 514 minus 551?,-37
What is 222 minus 992?,-770
What is 738 minus 601?,137
What is 644 minus 157?,487
What is 981 minus 641?,340
What is 532 minus 176?,356
What is 612 minus 277?,335
What is 271 minus 411?,-140
What is 342 minus 298?,44
What is 686 minus 241?,445
What is 345 minus 492?,-147
What is 244 minus 579?,-335
What is 943 minus 280?,663
What is 821 minus 486?,335
What is 565 minus 727?,-162
What is 241 minus 380?,-139
What is 568 minus 358?,210
What is 625 minus 138?,487
What is 251 minus 671?,-420
What is 934 minus 872?,62
What is 376 minus 723?,-347
What is 670 minus 212?,458
What is 395 minus 255?,140
What is 957 minus 126?,831
What is 323 minus 748?,-425
What is 369 minus 926?,-557
What is 866 minus 806?,60
What is 775 minus 187?,588
What is 152 minus 150?,2
What is 918 minus 803?,115
What is 662 minus 880?,-218
What is 312 minus 670?,-358
What is 225 minus 836?,-611
What is 922 minus 894?,28
What is 214 minus 853?,-639
What is 428 minus 460?,-32
What is 414 minus 142?,272
What is 385 minus 141?,244
What is 5239 minus 5536?,-297
What is 5151 minus 8619?,-3468
What is 7457 minus 2964?,4493
What is 2573 minus 9643?,-7070
What is 7155 minus 2853?,4302
What is 8129 minus 9432?,-1303
What is 4564 minus 9472?,-4908
What is 6910 minus 9245?,-2335
What is 8440 minus 8733?,-293
What is 3643 minus 2434?,1209
What is 6032 minus 4813?,1219
What is 1796 minus 2859?,-1063
What is 3220 minus 1368?,1852
What is 7926 minus 7993?,-67
What is 1965 minus 6927?,-4962
What is 6030 minus 1892?,4138
What is 2337 minus 2842?,-505
What is 2594 minus 7022?,-4428
What is 7732 minus 3941?,3791
What is 2033 minus 8569?,-6536
What is 9165 minus 2633?,6532
What is 5879 minus 2543?,3336
What is 3577 minus 6992?,-3415
What is 7529 minus 2466?,5063
What is 9465 minus 7395?,2070
What is 4831 minus 3061?,1770
What is 9996 minus 7818?,2178
What is 7145 minus 6400?,745
What is 3058 minus 8289?,-5231
What is 9637 minus 1811?,7826
What is 3390 minus 3285?,105
What is 6445 minus 6325?,120
What is 9288 minus 5121?,4167
What is 2888 minus 4798?,-1910
What is 4319 minus 7241?,-2922
What is 9276 minus 4880?,4396
What is 8397 minus 3788?,4609
What is 9071 minus 6963?,2108
What is 1713 minus 7770?,-6057
What is 6216 minus 2115?,4101
What is 7405 minus 5102?,2303
What is 3055 minus 3786?,-731
What is 8606 minus 1738?,6868
What is 7314 minus 9589?,-2275
What is 6698 minus 4484?,2214
What is 3916 minus 5753?,-1837
What is 9926 minus 3781?,6145
What is 5770 minus 9649?,-3879
What is 1007 minus 5324?,-4317
What is 8949 minus 3696?,5253
What is 8609 minus 9900?,-1291
What is 5141 minus 8147?,-3006
What is 6386 minus 5325?,1061
What is 6216 minus 6843?,-627
What is 9928 minus 9568?,360
What is 6608 minus 9580?,-2972
What is 4879 minus 6312?,-1433
What is 3224 minus 7846?,-4622
What is 7114 minus 5168?,1946
What is 3578 minus 7854?,-4276
What is 1502 minus 7896?,-6394
What is 2104 minus 6030?,-3926
What is 2826 minus 9932?,-7106
What is 5307 minus 2322?,2985
What is 1211 minus 5862?,-4651
What is 6217 minus 5569?,648
What is 9483 minus 2849?,6634
What is 5983 minus 6744?,-761
What is 5252 minus 8049?,-2797
What is 1974 minus 5487?,-3513
What is 3661 minus 3101?,560
What is 4114 minus 2796?,1318
What is 4807 minus 1143?,3664
What is 3871 minus 4369?,-498
What is 3797 minus 1018?,2779
What is 6764 minus 9054?,-2290
What is 2253 minus 8746?,-6493
What is 6065 minus 7571?,-1506
What is 4018 minus 3895?,123
What is 4068 minus 9905?,-5837
What is 5862 minus 6152?,-290
What is 2189 minus 1084?,1105
What is 1140 minus 1904?,-764
What is 2844 minus 1650?,1194
What is 5282 minus 8502?,-3220
What is 4354 minus 4863?,-509
What is 6473 minus 7541?,-1068
What is 4462 minus 3761?,701
What is 8496 minus 1286?,7210
What is 6263 minus 9029?,-2766
What is 2240 minus 6924?,-4684
What is 9910 minus 3926?,5984
What is 2429 minus 8468?,-6039
What is 4381 minus 4962?,-581
What is 6553 minus 8779?,-2226
What is 8767 minus 6970?,1797
What is 1351 minus 9482?,-8131
What is 1369 minus 4505?,-3136
What is 9978 minus 8482?,1496
What is 3995 minus 2224?,1771
What is 1916 minus 3554?,-1638
What is 9203 minus 3150?,6053
What is 5835 minus 2796?,3039
What is 6133 minus 1309?,4824
What is 8252 minus 4925?,3327
What is 2754 minus 3242?,-488
What is 8010 minus 8407?,-397
What is 2265 minus 3515?,-1250
What is 9796 minus 6816?,2980
What is 8055 minus 9389?,-1334
What is 5378 minus 9154?,-3776
What is 8304 minus 9584?,-1280
What is 5805 minus 5419?,386
What is 4595 minus 6733?,-2138
What is 7615 minus 5507?,2108
What is 2619 minus 3032?,-413
What is 6237 minus 9448?,-3211
What is 4826 minus 6609?,-1783
What is 6365 minus 2054?,4311
What is 2863 minus 2100?,763
What is 7279 minus 5713?,1566
What is 9410 minus 1205?,8205
What is 4961 minus 8792?,-3831
What is 7985 minus 5977?,2008
What is 1998 minus 1255?,743
What is 6045 minus 4655?,1390
What is 5743 minus 6979?,-1236
What is 3697 minus 4903?,-1206
What is 2034 minus 8062?,-6028
What is 4943 minus 1513?,3430
What is 4725 minus 7138?,-2413
What is 9436 minus 7815?,1621
What is 9179 minus 5310?,3869
What is 1278 minus 3091?,-1813
What is 7039 minus 3894?,3145
What is 3250 minus 4308?,-1058
What is 6975 minus 3560?,3415
What is 2443 minus 4517?,-2074
What is 1382 minus 5386?,-4004
What is 7513 minus 3356?,4157
What is 1000 minus 7219?,-6219
What is 1270 minus 2681?,-1411
What is 6417 minus 4796?,1621
What is 5627 minus 2961?,2666
What is 9476 minus 3540?,5936
What is 5991 minus 6819?,-828
What is 6861 minus 5984?,877
What is 5072 minus 7268?,-2196
What is 3065 minus 2782?,283
What is 4144 minus 9182?,-5038
What is 7822 minus 7183?,639
What is 3125 minus 5480?,-2355
What is 6582 minus 7568?,-986
What is 1820 minus 3304?,-1484
What is 2146 minus 9625?,-7479
What is 5581 minus 9160?,-3579
What is 9450 minus 6326?,3124
What is 5038 minus 9350?,-4312
What is 7532 minus 6535?,997
What is 4836 minus 3835?,1001
What is 9862 minus 2996?,6866
What is 7611 minus 6871?,740
What is 8202 minus 5461?,2741
What is 5156 minus 7097?,-1941
What is 5287 minus 5974?,-687
What is 8421 minus 8130?,291
What is 5589 minus 9296?,-3707
What is 9208 minus 7005?,2203
What is 5481 minus 6531?,-1050
What is 3861 minus 9384?,-5523
What is 5806 minus 4971?,835
What is 5138 minus 1118?,4020
What is 3032 minus 2704?,328
What is 2833 minus 1329?,1504
What is 4156 minus 9780?,-5624
What is 4249 minus 9166?,-4917
What is 9807 minus 6717?,3090
What is 5570 minus 3307?,2263
What is 2349 minus 3920?,-1571
What is 7428 minus 4975?,2453
What is 9857 minus 2511?,7346
What is 2581 minus 1986?,595
What is 6697 minus 2661?,4036
What is 5637 minus 5905?,-268
What is 2413 minus 1133?,1280
What is 4442 minus 1587?,2855
What is 9126 minus 3401?,5725
What is 2421 minus 3225?,-804
What is 5697 minus 9373?,-3676
What is 8413 minus 5247?,3166
What is 3907 minus 3808?,99
What is 6909 minus 8315?,-1406
What is 5442 minus 7414?,-1972
What is 2310 minus 3119?,-809
What is 8111 minus 8460?,-349
What is 3628 minus 2318?,1310
What is 3614 minus 6151?,-2537
What is 1540 minus 7561?,-6021
What is 2512 minus 5166?,-2654
What is 8077 minus 3879?,4198
What is 99135 minus 35195?,63940
What is 33090 minus 96430?,-63340
What is 30639 minus 19824?,10815
What is 49840 minus 36044?,13796
What is 17950 minus 78297?,-60347
What is 86173 minus 57470?,28703
What is 68801 minus 24559?,44242
What is 66526 minus 44958?,21568
What is 33351 minus 72156?,-38805
What is 62430 minus 69791?,-7361
What is 11136 minus 77425?,-66289
What is 97118 minus 99461?,-2343
What is 34175 minus 41083?,-6908
What is 47321 minus 25483?,21838
What is 65756 minus 16808?,48948
What is 96265 minus 16441?,79824
What is 75049 minus 69195?,5854
What is 58612 minus 52177?,6435
What is 19933 minus 21314?,-1381
What is 13991 minus 65007?,-51016
What is 31927 minus 28792?,3135
What is 43950 minus 65812?,-21862
What is 56376 minus 51787?,4589
What is 51489 minus 13170?,38319
What is 37518 minus 76443?,-38925
What is 14004 minus 77953?,-63949
What is 41037 minus 33283?,7754
What is 67099 minus 19075?,48024
What is 49608 minus 12424?,37184
What is 93199 minus 23247?,69952
What is 60023 minus 24644?,35379
What is 97908 minus 89324?,8584
What is 67526 minus 60230?,7296
What is 68076 minus 48229?,19847
What is 23740 minus 45373?,-21633
What is 27276 minus 24831?,2445
What is 84291 minus 64629?,19662
What is 90681 minus 39200?,51481
What is 56361 minus 35565?,20796
What is 26511 minus 21057?,5454
What is 20612 minus 90674?,-70062
What is 15520 minus 15713?,-193
What is 54457 minus 71418?,-16961
What is 99061 minus 66632?,32429
What is 93179 minus 67503?,25676
What is 45334 minus 33254?,12080
What is 45434 minus 96134?,-50700
What is 58316 minus 18306?,40010
What is 94596 minus 46965?,47631
What is 87111 minus 17251?,69860
What is 43360 minus 54291?,-10931
What is 38475 minus 16890?,21585
What is 17039 minus 95357?,-78318
What is 99411 minus 90037?,9374
What is 83610 minus 27282?,56328
What is 77542 minus 75753?,1789
What is 61801 minus 65921?,-4120
What is 62184 minus 73949?,-11765
What is 95997 minus 94768?,1229
What is 61922 minus 51937?,9985
What is 63518 minus 95202?,-31684
What is 92633 minus 30184?,62449
What is 77386 minus 70394?,6992
What is 92904 minus 80937?,11967
What is 74232 minus 63467?,10765
What is 88797 minus 38752?,50045
What is 42510 minus 64167?,-21657
What is 35146 minus 33662?,1484
What is 39614 minus 10119?,29495
What is 23199 minus 22454?,745
What is 35712 minus 94083?,-58371
What is 43669 minus 31138?,12531
What is 80201 minus 85833?,-5632
What is 78322 minus 63283?,15039
What is 44167 minus 11871?,32296
What is 38253 minus 28276?,9977
What is 45899 minus 12189?,33710
What is 58365 minus 27478?,30887
What is 25441 minus 45089?,-19648
What is 42159 minus 11904?,30255
What is 82508 minus 47470?,35038
What is 62133 minus 30507?,31626
What is 56744 minus 59473?,-2729
What is 46996 minus 94223?,-47227
What is 95550 minus 58255?,37295
What is 98907 minus 94007?,4900
What is 83599 minus 74087?,9512
What is 63032 minus 87615?,-24583
What is 10852 minus 41441?,-30589
What is 31251 minus 12344?,18907
What is 92339 minus 38235?,54104
What is 26535 minus 83156?,-56621
What is 42021 minus 21751?,20270
What is 26501 minus 23212?,3289
What is 68838 minus 89093?,-20255
What is 79691 minus 45601?,34090
What is 53457 minus 43747?,9710
What is 54508 minus 71940?,-17432
What is 51606 minus 39715?,11891
What is 26074 minus 93954?,-67880
What is 97405 minus 30118?,67287
What is 62777 minus 58462?,4315
What is 34610 minus 54479?,-19869
What is 35105 minus 24443?,10662
What is 57858 minus 76522?,-18664
What is 54813 minus 50457?,4356
What is 92577 minus 54981?,37596
What is 10677 minus 85950?,-75273
What is 59624 minus 68145?,-8521
What is 66862 minus 66213?,649
What is 46477 minus 95046?,-48569
What is 97611 minus 99914?,-2303
What is 14984 minus 84806?,-69822
What is 46719 minus 43681?,3038
What is 30839 minus 97286?,-66447
What is 95972 minus 72677?,23295
What is 63935 minus 33079?,30856
What is 90852 minus 48427?,42425
What is 93227 minus 46954?,46273
What is 56973 minus 65828?,-8855
What is 70723 minus 54735?,15988
What is 27478 minus 97544?,-70066
What is 54544 minus 46045?,8499
What is 24375 minus 15029?,9346
What is 98988 minus 58890?,40098
What is 31474 minus 33446?,-1972
What is 78960 minus 48505?,30455
What is 52128 minus 48094?,4034
What is 26920 minus 10005?,16915
What is 85034 minus 76838?,8196
What is 78531 minus 15336?,63195
What is 60851 minus 84857?,-24006
What is 51089 minus 82819?,-31730
What is 58566 minus 89545?,-30979
What is 12778 minus 60293?,-47515
What is 37019 minus 65731?,-28712
What is 66601 minus 85324?,-18723
What is 48362 minus 80220?,-31858
What is 87601 minus 93664?,-6063
What is 21603 minus 75738?,-54135
What is 48838 minus 19093?,29745
What is 80539 minus 65451?,15088
What is 34306 minus 63551?,-29245
What is 80868 minus 45239?,35629
What is 15427 minus 93330?,-77903
What is 71906 minus 72939?,-1033
What is 81967 minus 78802?,3165
What is 41312 minus 20762?,20550
What is 44097 minus 71387?,-27290
What is 18249 minus 53210?,-34961
What is 25785 minus 63641?,-37856
What is 36312 minus 78975?,-42663
What is 82201 minus 56077?,26124
What is 13000 minus 39955?,-26955
What is 53902 minus 38982?,14920
What is 35461 minus 28859?,6602
What is 28796 minus 47757?,-18961
What is 69859 minus 32604?,37255
What is 85665 minus 56308?,29357
What is 38576 minus 72623?,-34047
What is 90917 minus 90119?,798
What is 22159 minus 25252?,-3093
What is 27128 minus 53270?,-26142
What is 98449 minus 83366?,15083
What is 63463 minus 45837?,17626
What is 38682 minus 42266?,-3584
What is 40354 minus 62247?,-21893
What is 88737 minus 76593?,12144
What is 84040 minus 41298?,42742
What is 34261 minus 20344?,13917
What is 61531 minus 10722?,50809
What is 60579 minus 40322?,20257
What is 49599 minus 65845?,-16246
What is 55667 minus 27104?,28563
What is 39764 minus 32151?,7613
What is 26431 minus 91162?,-64731
What is 20629 minus 43930?,-23301
What is 51256 minus 50844?,412
What is 42300 minus 74034?,-31734
What is 50112 minus 66680?,-16568
What is 59293 minus 44891?,14402
What is 68934 minus 36376?,32558
What is 29929 minus 83028?,-53099
What is 49097 minus 86540?,-37443
What is 81226 minus 75266?,5960
What is 22792 minus 95272?,-72480
What is 96838 minus 11893?,84945
What is 26738 minus 51562?,-24824
What is 60667 minus 53864?,6803
What is 73107 minus 61905?,11202
What is 98172 minus 77695?,20477
What is 12408 minus 92088?,-79680
What is 31912 minus 40916?,-9004
What is 87238 minus 45284?,41954
What is 52881 minus 36998?,15883
What is 81524 minus 11297?,70227
What is 74327 minus 50314?,24013
What is 96083 minus 36639?,59444
What is 52068 minus 27676?,24392
What is 24883 minus 65712?,-40829
What is 593949 minus 550373?,43576
What is 387931 minus 613252?,-225321
What is 336714 minus 554258?,-217544
What is 903169 minus 886271?,16898
What is 182239 minus 584201?,-401962
What is 988764 minus 119355?,869409
What is 715842 minus 196775?,519067
What is 257845 minus 833214?,-575369
What is 365955 minus 962415?,-596460
What is 375990 minus 948374?,-572384
What is 709836 minus 128218?,581618
What is 612292 minus 971371?,-359079
What is 794613 minus 907729?,-113116
What is 478552 minus 709849?,-231297
What is 308947 minus 490658?,-181711
What is 115947 minus 602142?,-486195
What is 649166 minus 652496?,-3330
What is 604492 minus 761985?,-157493
What is 574532 minus 317518?,257014
What is 755596 minus 685670?,69926
What is 501503 minus 709916?,-208413
What is 809479 minus 916593?,-107114
What is 671035 minus 139075?,531960
What is 970229 minus 414971?,555258
What is 292351 minus 355965?,-63614
What is 611287 minus 484357?,126930
What is 830382 minus 324776?,505606
What is 774482 minus 144583?,629899
What is 813857 minus 104795?,709062
What is 864948 minus 774628?,90320
What is 326057 minus 668409?,-342352
What is 427590 minus 650088?,-222498
What is 424635 minus 718180?,-293545
What is 415931 minus 425578?,-9647
What is 344746 minus 725321?,-380575
What is 112493 minus 401891?,-289398
What is 460027 minus 843419?,-383392
What is 267672 minus 717809?,-450137
What is 359417 minus 847707?,-488290
What is 235165 minus 665548?,-430383
What is 437711 minus 220759?,216952
What is 710460 minus 972334?,-261874
What is 993051 minus 576544?,416507
What is 640631 minus 917482?,-276851
What is 746513 minus 714778?,31735
What is 494764 minus 203527?,291237
What is 301871 minus 126774?,175097
What is 798794 minus 808608?,-9814
What is 606322 minus 366187?,240135
What is 908111 minus 831969?,76142
What is 927727 minus 990762?,-63035
What is 935150 minus 199538?,735612
What is 360762 minus 204058?,156704
What is 580352 minus 786521?,-206169
What is 458544 minus 473651?,-15107
What is 597113 minus 249771?,347342
What is 322691 minus 706564?,-383873
What is 811333 minus 764544?,46789
What is 589142 minus 970993?,-381851
What is 382311 minus 916563?,-534252
What is 513561 minus 196964?,316597
What is 362453 minus 724531?,-362078
What is 797988 minus 566908?,231080
What is 296446 minus 755574?,-459128
What is 779273 minus 115746?,663527
What is 754862 minus 932723?,-177861
What is 236797 minus 901637?,-664840
What is 538641 minus 480497?,58144
What is 593864 minus 967774?,-373910
What is 238037 minus 903257?,-665220
What is 777484 minus 664466?,113018
What is 928212 minus 868122?,60090
What is 771412 minus 221318?,550094
What is 593401 minus 653021?,-59620
What is 900820 minus 491361?,409459
What is 143273 minus 635347?,-492074
What is 675568 minus 228520?,447048
What is 565560 minus 669188?,-103628
What is 898164 minus 280450?,617714
What is 701649 minus 291904?,409745
What is 521105 minus 470597?,50508
What is 347000 minus 937667?,-590667
What is 405453 minus 287125?,118328
What is 408379 minus 179682?,228697
What is 127577 minus 955379?,-827802
What is 593602 minus 206887?,386715
What is 719843 minus 788851?,-69008
What is 289951 minus 128914?,161037
What is 951441 minus 853104?,98337
What is 192851 minus 417096?,-224245
What is 375083 minus 535444?,-160361
What is 542575 minus 363866?,178709
What is 583544 minus 158086?,425458
What is 657187 minus 362712?,294475
What is 354716 minus 187533?,167183
What is 598624 minus 701553?,-102929
What is 392714 minus 764669?,-371955
What is 668555 minus 928458?,-259903
What is 766400 minus 483658?,282742
What is 467706 minus 905776?,-438070
What is 541724 minus 400550?,141174
What is 303288 minus 940183?,-636895
What is 385811 minus 402411?,-16600
What is 933518 minus 151300?,782218
What is 976126 minus 800488?,175638
What is 272380 minus 394897?,-122517
What is 580676 minus 907212?,-326536
What is 243084 minus 877345?,-634261
What is 317366 minus 743969?,-426603
What is 459147 minus 369211?,89936
What is 843065 minus 862439?,-19374
What is 274095 minus 987798?,-713703
What is 403477 minus 150465?,253012
What is 454131 minus 510888?,-56757
What is 832464 minus 502263?,330201
What is 169995 minus 487184?,-317189
What is 751646 minus 329641?,422005
What is 772584 minus 452059?,320525
What is 359950 minus 948679?,-588729
What is 426487 minus 892085?,-465598
What is 896329 minus 387019?,509310
What is 158894 minus 711196?,-552302
What is 488255 minus 764164?,-275909
What is 688839 minus 262231?,426608
What is 565719 minus 554735?,10984
What is 256717 minus 532321?,-275604
What is 368572 minus 324162?,44410
What is 609393 minus 953697?,-344304
What is 919412 minus 254219?,665193
What is 311691 minus 446616?,-134925
What is 627939 minus 166283?,461656
What is 964081 minus 966251?,-2170
What is 134464 minus 860019?,-725555
What is 307313 minus 438858?,-131545
What is 799286 minus 980761?,-181475
What is 829169 minus 862757?,-33588
What is 414438 minus 303707?,110731
What is 718397 minus 563317?,155080
What is 858422 minus 168390?,690032
What is 703731 minus 363778?,339953
What is 582591 minus 432276?,150315
What is 129792 minus 617038?,-487246
What is 589534 minus 960059?,-370525
What is 794767 minus 797995?,-3228
What is 871164 minus 235031?,636133
What is 134271 minus 822033?,-687762
What is 840945 minus 179068?,661877
What is 412007 minus 915203?,-503196
What is 563361 minus 907582?,-344221
What is 283095 minus 950409?,-667314
What is 994759 minus 277036?,717723
What is 813373 minus 485618?,327755
What is 888400 minus 246140?,642260
What is 722140 minus 795134?,-72994
What is 275875 minus 783014?,-507139
What is 692049 minus 777747?,-85698
What is 403396 minus 212416?,190980
What is 473495 minus 515199?,-41704
What is 554957 minus 964431?,-409474
What is 608102 minus 236717?,371385
What is 336714 minus 733508?,-396794
What is 917878 minus 494696?,423182
What is 572490 minus 311396?,261094
What is 564343 minus 972921?,-408578
What is 997517 minus 331801?,665716
What is 656628 minus 362522?,294106
What is 619141 minus 249522?,369619
What is 818138 minus 331815?,486323
What is 817976 minus 122925?,695051
What is 208330 minus 133865?,74465
What is 535706 minus 565389?,-29683
What is 721836 minus 241534?,480302
What is 405163 minus 805903?,-400740
What is 424503 minus 479187?,-54684
What is 317889 minus 722567?,-404678
What is 502953 minus 215761?,287192
What is 679450 minus 117865?,561585
What is 394906 minus 936275?,-541369
What is 276173 minus 595690?,-319517
What is 721337 minus 493164?,228173
What is 883099 minus 720872?,162227
What is 509728 minus 471227?,38501
What is 312212 minus 914450?,-602238
What is 643856 minus 296910?,346946
What is 344254 minus 860572?,-516318
What is 211670 minus 994096?,-782426
What is 309843 minus 974763?,-664920
What is 578110 minus 414791?,163319
What is 301666 minus 475536?,-173870
What is 660067 minus 347513?,312554
What is 608881 minus 622527?,-13646
What is 322596 minus 122897?,199699
What is 523311 minus 813847?,-290536
What is 126220 minus 388335?,-262115
What is 247706 minus 131604?,116102
What is 927753 minus 763535?,164218
What is 321005 minus 274971?,46034
What is 453433 minus 251845?,201588
What is 918099 minus 660627?,257472
What is 721306 minus 819314?,-98008
What is 9719343 minus 9483894?,235449
What is 6774175 minus 9572473?,-2798298
What is 1281685 minus 6728465?,-5446780
What is 6849381 minus 2083833?,4765548
What is 7774465 minus 8177135?,-402670
What is 4774962 minus 4095448?,679514
What is 5856366 minus 2907584?,2948782
What is 1887495 minus 6153283?,-4265788
What is 2072917 minus 7647639?,-5574722
What is 7731929 minus 1047991?,6683938
What is 6247467 minus 8769290?,-2521823
What is 5008938 minus 2049397?,2959541
What is 8295192 minus 4732906?,3562286
What is 6698435 minus 5897909?,800526
What is 6411779 minus 8302209?,-1890430
What is 4744687 minus 2306710?,2437977
What is 7441418 minus 6680242?,761176
What is 8753618 minus 2907338?,5846280
What is 9361059 minus 8246254?,1114805
What is 7790997 minus 2320025?,5470972
What is 1722855 minus 9296620?,-7573765
What is 5492731 minus 8990155?,-3497424
What is 9470318 minus 1299597?,8170721
What is 1687070 minus 5275088?,-3588018
What is 8481945 minus 4967681?,3514264
What is 4115112 minus 2167336?,1947776
What is 2473804 minus 7109258?,-4635454
What is 9767751 minus 2997323?,6770428
What is 2072601 minus 4281715?,-2209114
What is 9265930 minus 1415174?,7850756
What is 3486408 minus 4611438?,-1125030
What is 6809375 minus 1736198?,5073177
What is 9484541 minus 3622570?,5861971
What is 6717383 minus 2607176?,4110207
What is 4345504 minus 9359051?,-5013547
What is 4948865 minus 5407765?,-458900
What is 5442086 minus 6393096?,-951010
What is 9120111 minus 3027347?,6092764
What is 8335899 minus 2235185?,6100714
What is 3264205 minus 2182080?,1082125
What is 5190774 minus 9786320?,-4595546
What is 8819926 minus 1035247?,7784679
What is 3052640 minus 6558069?,-3505429
What is 1180438 minus 5925058?,-4744620
What is 4001161 minus 4755986?,-754825
What is 4284283 minus 2173219?,2111064
What is 3215156 minus 8220657?,-5005501
What is 6551192 minus 9704445?,-3153253
What is 9298510 minus 9155771?,142739
What is 4423132 minus 6816384?,-2393252
What is 9247123 minus 4803433?,4443690
What is 5643476 minus 1115020?,4528456
What is 8237637 minus 9209968?,-972331
What is 6236009 minus 4858130?,1377879
What is 6112898 minus 8168048?,-2055150
What is 4581020 minus 7502998?,-2921978
What is 5903635 minus 6530883?,-627248
What is 8971254 minus 2217726?,6753528
What is 1378627 minus 2372019?,-993392
What is 6198866 minus 7128837?,-929971
What is 8991009 minus 1318531?,7672478
What is 4527577 minus 3756761?,770816
What is 7808728 minus 3674367?,4134361
What is 8991672 minus 2353429?,6638243
What is 5881164 minus 5695869?,185295
What is 6182607 minus 5472951?,709656
What is 4337050 minus 1822154?,2514896
What is 2790575 minus 7864962?,-5074387
What is 8848970 minus 4593191?,4255779
What is 3787575 minus 9646186?,-5858611
What is 2273102 minus 4380553?,-2107451
What is 2348652 minus 5539182?,-3190530
What is 5321833 minus 1456785?,3865048
What is 9727130 minus 1538110?,8189020
What is 1669235 minus 4782449?,-3113214
What is 3622458 minus 2307379?,1315079
What is 2331146 minus 4600231?,-2269085
What is 7137358 minus 3015480?,4121878
What is 8737040 minus 7709422?,1027618
What is 8290187 minus 3379341?,4910846
What is 1134216 minus 9626210?,-8491994
What is 1432525 minus 3080512?,-1647987
What is 5542819 minus 9482429?,-3939610
What is 2802673 minus 9820931?,-7018258
What is 9610594 minus 9612134?,-1540
What is 7196224 minus 9319562?,-2123338
What is 2987864 minus 7328361?,-4340497
What is 4772644 minus 7572956?,-2800312
What is 5035615 minus 2861388?,2174227
What is 2520243 minus 9016283?,-6496040
What is 9562289 minus 6881698?,2680591
What is 6688207 minus 2168224?,4519983
What is 3838617 minus 2349832?,1488785
What is 5816058 minus 4792119?,1023939
What is 9653898 minus 7932549?,1721349
What is 7567637 minus 1578128?,5989509
What is 1449931 minus 5926646?,-4476715
What is 5410535 minus 8916222?,-3505687
What is 5334135 minus 6830953?,-1496818
What is 6402262 minus 7252815?,-850553
What is 9611701 minus 4064141?,5547560
What is 5902231 minus 6074865?,-172634
What is 3647316 minus 5243101?,-1595785
What is 9671200 minus 1024000?,8647200
What is 5113903 minus 4276902?,837001
What is 8331261 minus 4787594?,3543667
What is 2473217 minus 3693556?,-1220339
What is 3603994 minus 3649570?,-45576
What is 7476972 minus 6153360?,1323612
What is 7646490 minus 9839248?,-2192758
What is 4673951 minus 6767221?,-2093270
What is 6447468 minus 9616331?,-3168863
What is 6596044 minus 9975915?,-3379871
What is 9570483 minus 2343544?,7226939
What is 2115192 minus 4114746?,-1999554
What is 7378405 minus 2894667?,4483738
What is 9766493 minus 7347048?,2419445
What is 9060017 minus 6887957?,2172060
What is 3254373 minus 5890088?,-2635715
What is 4169284 minus 1739237?,2430047
What is 7646513 minus 6496928?,1149585
What is 6400484 minus 5777179?,623305
What is 7899884 minus 1563854?,6336030
What is 1029956 minus 1207139?,-177183
What is 8277312 minus 8515418?,-238106
What is 8173616 minus 5150099?,3023517
What is 2514542 minus 5867637?,-3353095
What is 5828478 minus 8835904?,-3007426
What is 2129445 minus 2383259?,-253814
What is 6326718 minus 2678992?,3647726
What is 1007808 minus 8021127?,-7013319
What is 2426251 minus 1294278?,1131973
What is 2515696 minus 8780307?,-6264611
