question,answer,filtered_answer,correct_answer,is_correct
What year was Ruth Laredo born?,-,-,1937,-
What year was Steve Largent born?,-,-,1954,-
What year was Ali Larijani born?,-,-,1958,-
What year was Don Larsen born?,-,-,1929,-
What year was Jonathan Larson born?,-,-,1960,-
What year was Tommy Lasorda born?,-,-,1927,-
What year was Gerard Latortue born?,-,-,1934,-
What year was Ronald S Lauder born?,-,-,1944,-
What year was Cyndi Lauper born?,-,-,1953,-
What year was Ralph Lauren born?,-,-,1939,-
What year was Arthur Laurents born?,-,-,1918,-
What year was Frank R Lautenberg born?,-,-,1924,-
What year was Roberto Lavagna born?,-,-,1942,-
What year was Linda Lavin born?,-,-,1937,-
What year was Peter Laviolette born?,-,-,1964,-
What year was Bernard F Law born?,-,-,1931,-
What year was Jude Law born?,-,-,1972,-
What year was Francis L Lawrence born?,-,-,1937,-
What year was Jacob Lawrence born?,-,-,1917,-
What year was Martin Lawrence born?,-,-,1965,-
What year was Kenneth L Lay born?,-,-,1942,-
What year was Scott Layden born?,-,-,1959,-
What year was Rick A Lazio born?,-,-,1958,-
What year was John Le Carre born?,-,-,1931,-
What year was Marie Reine Le Gougne born?,-,-,1961,-
What year was Jean-Marie Le Pen born?,-,-,1928,-
What year was Charlie LeDuff born?,-,-,1966,-
What year was Samuel J LeFrak born?,-,-,1918,-
What year was Sol LeWitt born?,-,-,1928,-
What year was Jim Leach born?,-,-,1942,-
What year was Ryan Leaf born?,-,-,1976,-
What year was Patrick J Leahy born?,-,-,1940,-
What year was Norman Lear born?,-,-,1922,-
What year was Denis Leary born?,-,-,1957,-
What year was Michael O Leavitt born?,-,-,1951,-
What year was Bennett S Lebow born?,-,-,1938,-
What year was Ricky Ledee born?,-,-,1973,-
What year was Heath Ledger born?,-,-,1979,-
What year was Ang Lee born?,-,-,1954,-
What year was Bill Lann Lee born?,-,-,1949,-
What year was Chang-Rae Lee born?,-,-,1965,-
What year was Jennifer 8 Lee born?,-,-,1976,-
What year was Peggy Lee born?,-,-,1920,-
What year was Robert E Lee born?,-,-,1807,-
What year was Spike Lee born?,-,-,1957,-
What year was Stan Lee born?,-,-,1922,-
What year was Wen Ho Lee born?,-,-,1939,-
What year was Nicholas W Leeson born?,-,-,1967,-
What year was Brian Leetch born?,-,-,1968,-
What year was Joan Humphrey Lefkow born?,-,-,1944,-
What year was John Leguizamo born?,-,-,1964,-
What year was Tom Lehman born?,-,-,1959,-
What year was Christopher Lehmann-Haupt born?,-,-,1934,-
What year was Jim Lehrer born?,-,-,1934,-
What year was Annie Leibovitz born?,-,-,1949,-
What year was Franz S Leichter born?,-,-,1930,-
What year was Jennifer Jason Leigh born?,-,-,1962,-
What year was Mike Leigh born?,-,-,1943,-
What year was Warren Leight born?,-,-,1957,-
What year was Matt Leinart born?,-,-,1983,-
What year was Al Leiter born?,-,-,1965,-
What year was Brad Leithauser born?,-,-,1953,-
What year was Peter Leko born?,-,-,1979,-
What year was Jacques Lemaire born?,-,-,1945,-
What year was Claude Lemieux born?,-,-,1965,-
What year was Mario Lemieux born?,-,-,1965,-
What year was Jack Lemmon born?,-,-,1925,-
What year was Ute Lemper born?,-,-,1963,-
What year was Vladimir Lenin born?,-,-,1870,-
What year was John Lennon born?,-,-,1940,-
What year was Jay Leno born?,-,-,1950,-
What year was Elmore Leonard born?,-,-,1925,-
What year was Justin Leonard born?,-,-,1972,-
What year was Sugar Ray Leonard born?,-,-,1956,-
What year was David Leonhardt born?,-,-,1973,-
What year was Robert Lepage born?,-,-,1957,-
What year was William S Lerach born?,-,-,1946,-
What year was Alan Jay Lerner born?,-,-,1918,-
What year was Warner Leroy born?,-,-,1935,-
What year was Lisa Leslie born?,-,-,1972,-
What year was Lawrence Lessig born?,-,-,1961,-
What year was Doris Lessing born?,-,-,1919,-
What year was Jonathan Lethem born?,-,-,1964,-
What year was David Letterman born?,-,-,1947,-
What year was Tracy Letts born?,-,-,1965,-
What year was Katrina Leung born?,-,-,1954,-
What year was Primo Levi born?,-,-,1919,-
What year was Carl Levin born?,-,-,1934,-
What year was Gerald M Levin born?,-,-,1939,-
What year was Ira Levin born?,-,-,1929,-
What year was Richard C Levin born?,-,-,1947,-
What year was James Levine born?,-,-,1943,-
What year was Randy L Levine born?,-,-,1955,-
What year was Barry Levinson born?,-,-,1942,-
What year was Arthur Jr Levitt born?,-,-,1931,-
What year was Chandra Ann Levy born?,-,-,1977,-
What year was Clifford J Levy born?,-,-,1967,-
What year was Harold O Levy born?,-,-,1952,-
What year was Leon Levy born?,-,-,1925,-
What year was Monica S Lewinsky born?,-,-,1973,-
What year was Anthony Lewis born?,-,-,1927,-
What year was Carl Lewis born?,-,-,1961,-
What year was Flora Lewis born?,-,-,1922,-
What year was Jerry Lewis born?,-,-,1926,-
What year was Lennox Lewis born?,-,-,1965,-
What year was Meriwether Lewis born?,-,-,1774,-
What year was Jim Leyland born?,-,-,1944,-
What year was Jim Leyritz born?,-,-,1963,-
What year was Richard Li born?,-,-,1966,-
What year was I Lewis Jr Libby born?,-,-,1950,-
What year was Daniel Libeskind born?,-,-,1946,-
What year was Eric Lichtblau born?,-,-,1965,-
What year was Roy Lichtenstein born?,-,-,1923,-
What year was Cory Lidle born?,-,-,1972,-
What year was Avigdor Lieberman born?,-,-,1958,-
What year was Joseph I Lieberman born?,-,-,1942,-
What year was Robert Jay Lifton born?,-,-,1926,-
What year was Gyorgy Ligeti born?,-,-,1923,-
What year was Rush Limbaugh born?,-,-,1951,-
What year was Maya Lin born?,-,-,1959,-
What year was Guillermo Linares born?,-,-,1951,-
What year was Abbey Lincoln born?,-,-,1930,-
What year was Abraham Lincoln born?,-,-,1809,-
What year was Michael Lind born?,-,-,1962,-
What year was Anne Morrow Lindbergh born?,-,-,1906,-
What year was Charles A Lindbergh born?,-,-,1902,-
What year was Anna Lindh born?,-,-,1957,-
What year was John Walker Lindh born?,-,-,1981,-
What year was Eric Lindros born?,-,-,1973,-
What year was John V Lindsay born?,-,-,1921,-
What year was David Lindsay-Abaire born?,-,-,1969,-
What year was Lawrence B Lindsey born?,-,-,1954,-
What year was Laura Linney born?,-,-,1964,-
What year was Tara Lipinski born?,-,-,1982,-
What year was Jonathan Lippman born?,-,-,1945,-
What year was Deborah E Lipstadt born?,-,-,1947,-
What year was Robert Lipsyte born?,-,-,1938,-
What year was Adam Liptak born?,-,-,1960,-
What year was Gordon Lish born?,-,-,1934,-
What year was Franz Liszt born?,-,-,1811,-
What year was John Lithgow born?,-,-,1945,-
What year was Andrew Litton born?,-,-,1959,-
What year was Alexander V Litvinenko born?,-,-,1962,-
What year was John C Liu born?,-,-,1967,-
What year was Robert L Livingston born?,-,-,1943,-
What year was Ken Livingstone born?,-,-,1945,-
What year was Tzipi Livni born?,-,-,1958,-
What year was Andrew Lloyd Webber born?,-,-,1948,-
What year was Graeme Lloyd born?,-,-,1967,-
What year was Ken Loach born?,-,-,1936,-
What year was Rebecca Lobo born?,-,-,1973,-
What year was Gary Locke born?,-,-,1950,-
What year was Joe Lockhart born?,-,-,1959,-
What year was Keith Lockhart born?,-,-,1959,-
What year was Nadine Lockwood born?,-,-,1991,-
What year was Bill Lockyer born?,-,-,1941,-
What year was Frank Loesser born?,-,-,1910,-
What year was Kenny Lofton born?,-,-,1967,-
What year was Lindsay Lohan born?,-,-,1986,-
What year was Kenneth Lonergan born?,-,-,1962,-
What year was Phillip Lopate born?,-,-,1943,-
What year was Andres Manuel Lopez Obrador born?,-,-,1953,-
What year was Awilda Lopez born?,-,-,1989,-
What year was Jennifer Lopez born?,-,-,1969,-
What year was Frank Lorenzo born?,-,-,1940,-
What year was Tegla Loroupe born?,-,-,1973,-
What year was Lucille Lortel born?,-,-,1900,-
What year was Trent Lott born?,-,-,1941,-
What year was Greg Louganis born?,-,-,1960,-
What year was Abner Louima born?,-,-,1966,-
What year was Joe Louis born?,-,-,1914,-
What year was Glenn C Loury born?,-,-,1948,-
What year was Joe Lovano born?,-,-,1952,-
What year was Courtney Love born?,-,-,1964,-
What year was Davis III Love born?,-,-,1964,-
What year was Lyle Lovett born?,-,-,1957,-
What year was Ron Low born?,-,-,1950,-
What year was Nita M Lowey born?,-,-,1937,-
What year was Glenn D Lowry born?,-,-,1954,-
What year was Patti LuPone born?,-,-,1949,-
What year was Ruud Lubbers born?,-,-,1939,-
What year was Lar Lubovitch born?,-,-,1943,-
What year was Craig Lucas born?,-,-,1951,-
What year was George Lucas born?,-,-,1944,-
What year was Ray Lucas born?,-,-,1972,-
What year was Charles Ludlam born?,-,-,1943,-
What year was Robert Ludlum born?,-,-,1927,-
What year was Eugene A Ludwig born?,-,-,1946,-
What year was Richard G Lugar born?,-,-,1932,-
What year was Baz Luhrmann born?,-,-,1962,-
What year was John Lukacs born?,-,-,1924,-
What year was D Wayne Lukas born?,-,-,1935,-
What year was Aleksandr G Lukashenko born?,-,-,1954,-
What year was Sidney Lumet born?,-,-,1924,-
What year was Henrik Lundqvist born?,-,-,1982,-
What year was Daniel E Lungren born?,-,-,1946,-
What year was Frank Luntz born?,-,-,1962,-
What year was Alison Lurie born?,-,-,1926,-
What year was Edward N Luttwak born?,-,-,1942,-
What year was Yuri Luzhkov born?,-,-,1936,-
What year was David Lynch born?,-,-,1946,-
What year was Gerard E Lynch born?,-,-,1951,-
What year was Jessica Lynch born?,-,-,1983,-
What year was Adrian Lyne born?,-,-,1941,-
What year was Henry J Lyons born?,-,-,1942,-
What year was Fiorello H la Guardia born?,-,-,1882,-
What year was Tony la Russa born?,-,-,1944,-
What year was Yo-Yo Ma born?,-,-,1955,-
What year was Peter Maas born?,-,-,1929,-
What year was Lorin Maazel born?,-,-,1930,-
What year was Ray Mabus born?,-,-,1948,-
What year was Shirley MacLaine born?,-,-,1934,-
What year was Frank J Macchiarola born?,-,-,1941,-
What year was Sirio Maccioni born?,-,-,1932,-
What year was John J Mack born?,-,-,1944,-
What year was Stan Mack born?,-,-,1936,-
What year was Bob Mackie born?,-,-,1940,-
What year was Cameron Mackintosh born?,-,-,1946,-
What year was Harry Macklowe born?,-,-,1937,-
What year was William H Macy born?,-,-,1949,-
What year was Tommy Maddox born?,-,-,1971,-
What year was Greg Maddux born?,-,-,1966,-
What year was Bernard L Madoff born?,-,-,1938,-
What year was Ira C Magaziner born?,-,-,1947,-
What year was Jeff Maggert born?,-,-,1964,-
What year was Bill Maher born?,-,-,1956,-
What year was Gustav Mahler born?,-,-,1860,-
What year was Roger M Mahony born?,-,-,1936,-
What year was Jamil Mahuad born?,-,-,1949,-
What year was Hermann Maier born?,-,-,1972,-
What year was Norman Mailer born?,-,-,1923,-
What year was Ali Hassan al- Majid born?,-,-,1941,-
What year was Iva Majoli born?,-,-,1977,-
What year was John Major born?,-,-,1943,-
What year was Janet Malcolm born?,-,-,1934,-
What year was Nuri Kamal al- Maliki born?,-,-,1950,-
What year was John Malkovich born?,-,-,1953,-
What year was Louis Malle born?,-,-,1932,-
What year was Thomas Mallon born?,-,-,1951,-
What year was John C Malone born?,-,-,1941,-
What year was Karl Malone born?,-,-,1963,-
What year was Carolyn B Maloney born?,-,-,1946,-
What year was James H Maloney born?,-,-,1948,-
What year was John Lee Malvo born?,-,-,1985,-
What year was David Mamet born?,-,-,1947,-
What year was William Manchester born?,-,-,1922,-
What year was Nelson Mandela born?,-,-,1918,-
What year was Winnie Mandela born?,-,-,1936,-
What year was Michael Mandelbaum born?,-,-,1946,-
What year was Peter Mandelson born?,-,-,1953,-
What year was Edouard Manet born?,-,-,1832,-
What year was Eric Mangini born?,-,-,1971,-
What year was Barry Manilow born?,-,-,1943,-
What year was N Gregory Mankiw born?,-,-,1958,-
What year was Sally Mann born?,-,-,1951,-
What year was Thomas Mann born?,-,-,1875,-
What year was Eli Manning born?,-,-,1981,-
What year was Peyton Manning born?,-,-,1976,-
What year was Charles Manson born?,-,-,1934,-
What year was Joe Mantegna born?,-,-,1947,-
What year was Joe Mantello born?,-,-,1962,-
What year was Mickey Mantle born?,-,-,1931,-
What year was Thomas J Manton born?,-,-,1932,-
What year was Jerry Manuel born?,-,-,1953,-
What year was Wellington Mara born?,-,-,1916,-
What year was Diego Maradona born?,-,-,1960,-
What year was Stephon Marbury born?,-,-,1977,-
What year was Ferdinand E Marcos born?,-,-,1917,-
What year was Andrea Marcovicci born?,-,-,1948,-
What year was Stanley Marcus born?,-,-,1905,-
What year was Martin Margiela born?,-,-,1957,-
What year was Donald Margulies born?,-,-,1954,-
What year was Dan Marino born?,-,-,1961,-
What year was Roger Maris born?,-,-,1934,-
What year was Steve Mariucci born?,-,-,1955,-
What year was Edward J Markey born?,-,-,1946,-
What year was John Markoff born?,-,-,1949,-
What year was Marty Markowitz born?,-,-,1945,-
What year was Bob Marley born?,-,-,1945,-
What year was Ali Saleh Kahlah al- Marri born?,-,-,1966,-
What year was Branford Marsalis born?,-,-,1960,-
What year was Wynton Marsalis born?,-,-,1961,-
What year was Anthony D Marshall born?,-,-,1924,-
What year was Garry Marshall born?,-,-,1934,-
What year was Rob Marshall born?,-,-,1960,-
What year was Thurgood Marshall born?,-,-,1908,-
What year was Agnes Martin born?,-,-,1912,-
What year was Casey Martin born?,-,-,1972,-
What year was Curtis Martin born?,-,-,1973,-
What year was Dean Martin born?,-,-,1917,-
What year was John S Jr Martin born?,-,-,1935,-
What year was Kenyon Martin born?,-,-,1977,-
What year was Paul Martin born?,-,-,1938,-
What year was Ricky Martin born?,-,-,1971,-
What year was Steve Martin born?,-,-,1945,-
What year was Todd Martin born?,-,-,1970,-
What year was Conchita Martinez born?,-,-,1972,-
What year was Pedro Martinez born?,-,-,1971,-
What year was Tino Martinez born?,-,-,1967,-
What year was Peter Martins born?,-,-,1946,-
What year was Shigeki Maruyama born?,-,-,1969,-
What year was Groucho Marx born?,-,-,1890,-
What year was Karl Marx born?,-,-,1818,-
What year was Jamal Mashburn born?,-,-,1972,-
What year was Aslan Maskhadov born?,-,-,1951,-
What year was Janet Maslin born?,-,-,1949,-
What year was Bobbie Ann Mason born?,-,-,1940,-
What year was Jackie Mason born?,-,-,1931,-
What year was Abu Hamza al- Masri born?,-,-,1958,-
What year was Jules Massenet born?,-,-,1842,-
What year was Joseph C Massino born?,-,-,1943,-
What year was Ahmed Shah Massoud born?,-,-,1953,-
What year was Marcello Mastroianni born?,-,-,1924,-
What year was Kurt Masur born?,-,-,1927,-
What year was Mary Matalin born?,-,-,1953,-
What year was Clint Mathis born?,-,-,1976,-
What year was Henri Matisse born?,-,-,1869,-
What year was Richard P Matsch born?,-,-,1930,-
What year was Hideki Matsui born?,-,-,1974,-
What year was Kazuo Matsui born?,-,-,1975,-
What year was Daisuke Matsuzaka born?,-,-,1980,-
What year was Lothar Matthaus born?,-,-,1961,-
What year was Chris Matthews born?,-,-,1945,-
What year was Peter Matthiessen born?,-,-,1927,-
What year was Karita Mattila born?,-,-,1960,-
What year was Don Mattingly born?,-,-,1961,-
What year was Amelie Mauresmo born?,-,-,1979,-
What year was Roslynn R Mauskopf born?,-,-,1957,-
What year was Peter Max born?,-,-,1937,-
What year was Elaine May born?,-,-,1932,-
What year was Joyce Maynard born?,-,-,1953,-
What year was Ricardo Mayorga born?,-,-,1973,-
What year was Willie Mays born?,-,-,1931,-
What year was Thabo Mbeki born?,-,-,1942,-
What year was Terry McAuliffe born?,-,-,1957,-
What year was Ed McBain born?,-,-,1926,-
What year was Barry R McCaffrey born?,-,-,1942,-
What year was Cindy McCain born?,-,-,1954,-
What year was John McCain born?,-,-,1936,-
What year was H Carl McCall born?,-,-,1935,-
What year was Theodore E McCarrick born?,-,-,1930,-
What year was Carolyn McCarthy born?,-,-,1944,-
What year was Cormac McCarthy born?,-,-,1933,-
What year was Joseph R McCarthy born?,-,-,1908,-
What year was Linda McCartney born?,-,-,1941,-
What year was Paul McCartney born?,-,-,1942,-
What year was Stella McCartney born?,-,-,1971,-
What year was Tim McCarver born?,-,-,1941,-
What year was Betsy McCaughey Ross born?,-,-,1948,-
What year was Craig O McCaw born?,-,-,1949,-
What year was Stanley A McChrystal born?,-,-,1954,-
What year was Mark B McClellan born?,-,-,1963,-
What year was Scott McClellan born?,-,-,1968,-
What year was Bill McCollum born?,-,-,1944,-
What year was Matthew McConaughey born?,-,-,1969,-
What year was Mitch McConnell born?,-,-,1942,-
What year was William C McCool born?,-,-,1961,-
What year was John B McCormack born?,-,-,1935,-
What year was Frank McCourt born?,-,-,1930,-
What year was David McCullough born?,-,-,1933,-
What year was Alice McDermott born?,-,-,1953,-
What year was Martin McDonagh born?,-,-,1970,-
What year was Audra McDonald born?,-,-,1970,-
What year was William J McDonough born?,-,-,1934,-
What year was Frances McDormand born?,-,-,1957,-
What year was James B McDougal born?,-,-,1940,-
What year was Susan McDougal born?,-,-,1955,-
What year was Antonio McDyess born?,-,-,1974,-
What year was John McEnroe born?,-,-,1959,-
What year was Patrick McEnroe born?,-,-,1966,-
What year was Ian McEwan born?,-,-,1948,-
What year was Robert D McFadden born?,-,-,1937,-
What year was Shug McGaughey born?,-,-,1951,-
What year was George S McGovern born?,-,-,1922,-
What year was Tracy McGrady born?,-,-,1979,-
What year was James E McGreevey born?,-,-,1957,-
What year was Ewan McGregor born?,-,-,1971,-
What year was Martin McGuinness born?,-,-,1950,-
What year was Mark McGwire born?,-,-,1963,-
What year was James T McHugh born?,-,-,1932,-
What year was Jay McInerney born?,-,-,1955,-
What year was Ian McKellen born?,-,-,1939,-
What year was Bill McKibben born?,-,-,1960,-
What year was David D McKiernan born?,-,-,1950,-
What year was Jesse McKinley born?,-,-,1970,-
What year was Gene C McKinney born?,-,-,1950,-
What year was Larry McMurtry born?,-,-,1936,-
What year was Donovan McNabb born?,-,-,1976,-
What year was Steve McNair born?,-,-,1973,-
What year was Terrence McNally born?,-,-,1938,-
What year was Robert S McNamara born?,-,-,1916,-
What year was Conor McPherson born?,-,-,1971,-
What year was Alexander McQueen born?,-,-,1969,-
What year was Marty McSorley born?,-,-,1963,-
What year was Des Mcanuff born?,-,-,1952,-
What year was Joe Mcilvaine born?,-,-,1947,-
What year was Marian Mcpartland born?,-,-,1918,-
What year was Timothy James Mcveigh born?,-,-,1968,-
What year was Walter Russell Mead born?,-,-,1952,-
What year was Rocco Mediate born?,-,-,1962,-
What year was Dmitri A Medvedev born?,-,-,1965,-
What year was Charles L Mee born?,-,-,1938,-
What year was Martin T Meehan born?,-,-,1956,-
What year was Abdelbaset Ali Mohmed al- Megrahi born?,-,-,1952,-
What year was Ken Mehlman born?,-,-,1966,-
What year was Baitullah Mehsud born?,-,-,1974,-
What year was Zarin Mehta born?,-,-,1938,-
What year was Zubin Mehta born?,-,-,1936,-
What year was Richard Meier born?,-,-,1934,-
What year was Souad Mekhennet born?,-,-,1978,-
What year was John Mellencamp born?,-,-,1951,-
What year was Paul Mellon born?,-,-,1907,-
What year was Herman Melville born?,-,-,1819,-
What year was Louis Menand born?,-,-,1952,-
What year was Rigoberta Menchu born?,-,-,1959,-
What year was Felix Mendelssohn born?,-,-,1809,-
What year was Sam Mendes born?,-,-,1965,-
What year was Ramiro Mendoza born?,-,-,1972,-
What year was Carlos Saul Menem born?,-,-,1930,-
What year was Lyle Menendez born?,-,-,1968,-
What year was Robert Menendez born?,-,-,1954,-
What year was Thomas M Menino born?,-,-,1942,-
What year was Alan Menken born?,-,-,1949,-
What year was Suzy Menkes born?,-,-,1943,-
What year was Gian Carlo Menotti born?,-,-,1911,-
What year was Idina Menzel born?,-,-,1971,-
What year was Francis Mer born?,-,-,1939,-
What year was Johnny Mercer born?,-,-,1909,-
What year was Ray Mercer born?,-,-,1961,-
What year was Ismail Merchant born?,-,-,1936,-
What year was Angela Merkel born?,-,-,1954,-
What year was Daphne Merkin born?,-,-,1954,-
What year was David Merrick born?,-,-,1911,-
What year was Khaled Meshal born?,-,-,1956,-
What year was Olivier Messiaen born?,-,-,1908,-
What year was Jean-Marie Messier born?,-,-,1956,-
What year was Mark Messier born?,-,-,1961,-
What year was Ruth W Messinger born?,-,-,1940,-
What year was Claire Messud born?,-,-,1966,-
What year was Pat Metheny born?,-,-,1954,-
What year was Danny Meyer born?,-,-,1958,-
What year was Kweisi Mfume born?,-,-,1948,-
What year was George Michael born?,-,-,1963,-
What year was Lorne Michaels born?,-,-,1944,-
What year was Roberto Micheletti born?,-,-,1943,-
What year was Phil Mickelson born?,-,-,1970,-
What year was Thomas Middelhoff born?,-,-,1953,-
What year was Bette Midler born?,-,-,1945,-
What year was Harriet E Miers born?,-,-,1945,-
What year was Barbara A Mikulski born?,-,-,1936,-
What year was Mike Milbury born?,-,-,1952,-
What year was Jack Miles born?,-,-,1942,-
What year was Michael R Milken born?,-,-,1946,-
What year was Arthur Miller born?,-,-,1915,-
What year was Bode Miller born?,-,-,1977,-
What year was Dennis Miller born?,-,-,1953,-
What year was Gifford Miller born?,-,-,1969,-
What year was Laura Miller born?,-,-,1958,-
What year was Leszek Miller born?,-,-,1946,-
What year was Mark Crispin Miller born?,-,-,1949,-
What year was Marvin Miller born?,-,-,1917,-
What year was Reggie Miller born?,-,-,1965,-
What year was Sue Miller born?,-,-,1943,-
What year was Zell Miller born?,-,-,1932,-
What year was Richard P Mills born?,-,-,1944,-
What year was A A Milne born?,-,-,1882,-
What year was Czeslaw Milosz born?,-,-,1911,-
What year was John Milton born?,-,-,1608,-
What year was Omar Minaya born?,-,-,1958,-
What year was Norman Y Mineta born?,-,-,1931,-
What year was Anthony Minghella born?,-,-,1954,-
What year was Liza Minnelli born?,-,-,1946,-
What year was Rick Mirer born?,-,-,1970,-
What year was Joan Miro born?,-,-,1893,-
What year was Helen Mirren born?,-,-,1945,-
What year was Brian Stokes Mitchell born?,-,-,1957,-
What year was Elvis Mitchell born?,-,-,1958,-
What year was George J Mitchell born?,-,-,1933,-
What year was Joni Mitchell born?,-,-,1943,-
What year was Margaret Mitchell born?,-,-,1900,-
What year was Issey Miyake born?,-,-,1938,-
What year was Kiichi Miyazawa born?,-,-,1919,-
What year was Isaac Mizrahi born?,-,-,1961,-
What year was Joe Moakley born?,-,-,1927,-
What year was Art Modell born?,-,-,1925,-
What year was Amedeo Modigliani born?,-,-,1884,-
What year was Shaul Mofaz born?,-,-,1948,-
What year was Mahathir Mohamad born?,-,-,1925,-
What year was Khalid Shaikh Mohammed born?,-,-,1965,-
What year was Guy V Molinari born?,-,-,1928,-
What year was Susan Molinari born?,-,-,1958,-
What year was Walter F Mondale born?,-,-,1928,-
What year was Robert Mondavi born?,-,-,1913,-
What year was Raul Mondesi born?,-,-,1971,-
What year was Piet Mondrian born?,-,-,1872,-
What year was Claude Monet born?,-,-,1840,-
What year was Meredith Monk born?,-,-,1942,-
What year was Thelonious Monk born?,-,-,1917,-
What year was Marilyn Monroe born?,-,-,1926,-
What year was Hiram Monserrate born?,-,-,1967,-
What year was Joe Montana born?,-,-,1956,-
What year was Yves Montand born?,-,-,1921,-
What year was Vladimiro Montesinos born?,-,-,1946,-
What year was Claudio Monteverdi born?,-,-,1567,-
What year was Colin Montgomerie born?,-,-,1963,-
What year was Tim Montgomery born?,-,-,1975,-
What year was Mario Monti born?,-,-,1943,-
What year was Rick Moody born?,-,-,1961,-
What year was Sun Myung Moon born?,-,-,1920,-
What year was Warren Moon born?,-,-,1956,-
What year was Leslie Moonves born?,-,-,1949,-
What year was Demi Moore born?,-,-,1962,-
What year was Julianne Moore born?,-,-,1960,-
What year was Lorrie Moore born?,-,-,1957,-
What year was Mary Tyler Moore born?,-,-,1936,-
What year was Michael Moore born?,-,-,1954,-
What year was Roy S Moore born?,-,-,1947,-
What year was Michael Moorer born?,-,-,1967,-
What year was Dan Morales born?,-,-,1956,-
What year was Evo Morales born?,-,-,1959,-
What year was Justina Morales born?,-,-,1987,-
What year was Ethan Mordden born?,-,-,1949,-
What year was Yitzhak Mordechai born?,-,-,1944,-
What year was Gil Morgan born?,-,-,1946,-
What year was Gretchen Morgenson born?,-,-,1956,-
What year was Robert M Morgenthau born?,-,-,1919,-
What year was Alanis Morissette born?,-,-,1974,-
What year was Dick Morris born?,-,-,1946,-
What year was Errol Morris born?,-,-,1948,-
What year was Tommy Morrison born?,-,-,1969,-
What year was Toni Morrison born?,-,-,1931,-
What year was Gerard Mortier born?,-,-,1943,-
What year was John Mortimer born?,-,-,1923,-
What year was Robert A Mosbacher born?,-,-,1927,-
What year was Carol Moseley-Braun born?,-,-,1947,-
What year was Robert Moses born?,-,-,1888,-
What year was Eva S Moskowitz born?,-,-,1964,-
What year was Shane Mosley born?,-,-,1971,-
What year was Walter Mosley born?,-,-,1952,-
What year was Randy Moss born?,-,-,1977,-
What year was Santana Moss born?,-,-,1979,-
What year was Guillermo Mota born?,-,-,1973,-
What year was Constance Baker Motley born?,-,-,1921,-
What year was Alonzo Mourning born?,-,-,1970,-
What year was Amr Moussa born?,-,-,1936,-
What year was Zacarias Moussaoui born?,-,-,1968,-
What year was Mir Hussein Moussavi born?,-,-,1942,-
What year was Carlos Moya born?,-,-,1976,-
What year was Bill Moyers born?,-,-,1934,-
What year was Daniel Patrick Moynihan born?,-,-,1927,-
What year was Wolfgang Amadeus Mozart born?,-,-,1756,-
What year was Angelo R Mozilo born?,-,-,1938,-
What year was Hosni Mubarak born?,-,-,1928,-
What year was John Muckler born?,-,-,1934,-
What year was Robert S III Mueller born?,-,-,1944,-
What year was Robert Mugabe born?,-,-,1924,-
What year was John Allen Muhammad born?,-,-,1960,-
What year was Khalid Abdul Muhammad born?,-,-,1948,-
What year was Michael B Mukasey born?,-,-,1941,-
What year was Alan R Mulally born?,-,-,1945,-
What year was Anne M Mulcahy born?,-,-,1952,-
What year was Michael G Mullen born?,-,-,1946,-
What year was Edvard Munch born?,-,-,1863,-
What year was Alice Munro born?,-,-,1931,-
What year was Haruki Murakami born?,-,-,1949,-
What year was Takashi Murakami born?,-,-,1962,-
What year was Iris Murdoch born?,-,-,1919,-
What year was Lachlan Murdoch born?,-,-,1971,-
What year was Rupert Murdoch born?,-,-,1931,-
What year was Frank H Murkowski born?,-,-,1933,-
What year was Eddie Murphy born?,-,-,1961,-
What year was Bill Murray born?,-,-,1950,-
What year was Eddie Murray born?,-,-,1956,-
What year was Patty Murray born?,-,-,1950,-
What year was John P Murtha born?,-,-,1932,-
What year was Herbert Muschamp born?,-,-,1947,-
What year was Yoweri K Museveni born?,-,-,1944,-
What year was Ronnie Musgrove born?,-,-,1956,-
What year was Pervez Musharraf born?,-,-,1943,-
What year was Mike Mussina born?,-,-,1968,-
What year was Benito Mussolini born?,-,-,1883,-
What year was Thomas Muster born?,-,-,1967,-
What year was Riccardo Muti born?,-,-,1941,-
What year was Dikembe Mutombo born?,-,-,1966,-
What year was Anne-Sophie Mutter born?,-,-,1963,-
What year was Levy Mwanawasa born?,-,-,1948,-
What year was Richard B Myers born?,-,-,1942,-
What year was Anastasia Myskina born?,-,-,1981,-
What year was Vladimir Nabokov born?,-,-,1899,-
What year was Joseph P Nacchio born?,-,-,1949,-
What year was Rafael Nadal born?,-,-,1986,-
What year was Ralph Nader born?,-,-,1934,-
What year was Jerrold Nadler born?,-,-,1947,-
What year was Kent Nagano born?,-,-,1951,-
What year was C Ray Nagin born?,-,-,1956,-
What year was Adam Nagourney born?,-,-,1954,-
What year was Ali Al- Naimi born?,-,-,1935,-
What year was V S Naipaul born?,-,-,1932,-
What year was Mira Nair born?,-,-,1957,-
What year was David Nalbandian born?,-,-,1982,-
What year was Joe Namath born?,-,-,1943,-
What year was Janet Napolitano born?,-,-,1957,-
What year was Robert L Nardelli born?,-,-,1948,-
What year was Sylvia Nasar born?,-,-,1947,-
What year was Hassan Mustafa Osama Nasr born?,-,-,1963,-
What year was Hassan Nasrallah born?,-,-,1960,-
What year was Jacques A Nasser born?,-,-,1947,-
What year was Judith Nathan born?,-,-,1954,-
