,statement,label,city,country,correct_country,question,question_with_answer
5700,The city of Valya Kuzmyna is in Ukraine.,1,Valya Kuzmyna,Ukraine,Ukraine,In which country is the city of Valya Kuzmyna located?,In which country is the city of Valya Kuzmyna located? Ukraine.
5701,The city of Lennestadt is in Germany.,1,Lennestadt,Germany,Germany,In which country is the city of Lennestadt located?,In which country is the city of Lennestadt located? Germany.
5702,The city of Anonkro is in Côte d'Ivoire.,1,Anonkro,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Anonkro located?,In which country is the city of Anonkro located? Côte d'Ivoire.
5703,The city of Ksawerow is in Poland.,1,Ksawerow,Poland,Poland,In which country is the city of Ksawerow located?,In which country is the city of Ksawerow located? Poland.
5704,The city of Vallesaccarda is in Italy.,1,Vallesaccarda,Italy,Italy,In which country is the city of Vallesaccarda located?,In which country is the city of Vallesaccarda located? Italy.
5705,The city of Chiuiesti is in Romania.,1,Chiuiesti,Romania,Romania,In which country is the city of Chiuiesti located?,In which country is the city of Chiuiesti located? Romania.
5706,The city of Marantao is in Philippines.,1,Marantao,Philippines,Philippines,In which country is the city of Marantao located?,In which country is the city of Marantao located? Philippines.
5707,The city of Bennett Springs is in Australia.,1,Bennett Springs,Australia,Australia,In which country is the city of Bennett Springs located?,In which country is the city of Bennett Springs located? Australia.
5708,The city of Yakoucun is in China.,1,Yakoucun,China,China,In which country is the city of Yakoucun located?,In which country is the city of Yakoucun located? China.
5709,The city of Malmbaeck is in Sweden.,1,Malmbaeck,Sweden,Sweden,In which country is the city of Malmbaeck located?,In which country is the city of Malmbaeck located? Sweden.
5710,The city of Vyazniki is in Russian Federation.,1,Vyazniki,Russian Federation,Russian Federation,In which country is the city of Vyazniki located?,In which country is the city of Vyazniki located? Russian Federation.
5711,The city of Jamtara is in India.,1,Jamtara,India,India,In which country is the city of Jamtara located?,In which country is the city of Jamtara located? India.
5712,The city of Zevio is in Italy.,1,Zevio,Italy,Italy,In which country is the city of Zevio located?,In which country is the city of Zevio located? Italy.
5713,The city of Niquero is in Cuba.,1,Niquero,Cuba,Cuba,In which country is the city of Niquero located?,In which country is the city of Niquero located? Cuba.
5714,The city of Slavonski Kobas is in Croatia.,1,Slavonski Kobas,Croatia,Croatia,In which country is the city of Slavonski Kobas located?,In which country is the city of Slavonski Kobas located? Croatia.
5715,The city of Capracotta is in Italy.,1,Capracotta,Italy,Italy,In which country is the city of Capracotta located?,In which country is the city of Capracotta located? Italy.
5716,The city of Mackovec is in Croatia.,1,Mackovec,Croatia,Croatia,In which country is the city of Mackovec located?,In which country is the city of Mackovec located? Croatia.
5717,The city of Audun-le-Roman is in France.,1,Audun-le-Roman,France,France,In which country is the city of Audun-le-Roman located?,In which country is the city of Audun-le-Roman located? France.
5718,The city of Pine Valley is in United States.,1,Pine Valley,United States,United States,In which country is the city of Pine Valley located?,In which country is the city of Pine Valley located? United States.
5719,The city of Botevgrad is in Bulgaria.,1,Botevgrad,Bulgaria,Bulgaria,In which country is the city of Botevgrad located?,In which country is the city of Botevgrad located? Bulgaria.
5720,The city of Intipuca is in El Salvador.,1,Intipuca,El Salvador,El Salvador,In which country is the city of Intipuca located?,In which country is the city of Intipuca located? El Salvador.
5721,The city of Lytham St Annes is in United Kingdom.,1,Lytham St Annes,United Kingdom,United Kingdom,In which country is the city of Lytham St Annes located?,In which country is the city of Lytham St Annes located? United Kingdom.
5722,The city of Tacir is in Turkey.,1,Tacir,Turkey,Turkey,In which country is the city of Tacir located?,In which country is the city of Tacir located? Turkey.
5723,The city of Maharagama is in Sri Lanka.,1,Maharagama,Sri Lanka,Sri Lanka,In which country is the city of Maharagama located?,In which country is the city of Maharagama located? Sri Lanka.
5724,The city of Charnay is in France.,1,Charnay,France,France,In which country is the city of Charnay located?,In which country is the city of Charnay located? France.
5725,The city of Eau Claire is in United States.,1,Eau Claire,United States,United States,In which country is the city of Eau Claire located?,In which country is the city of Eau Claire located? United States.
5726,The city of Buttigliera d'Asti is in Italy.,1,Buttigliera d'Asti,Italy,Italy,In which country is the city of Buttigliera d'Asti located?,In which country is the city of Buttigliera d'Asti located? Italy.
5727,The city of Roperuelos del Paramo is in Spain.,1,Roperuelos del Paramo,Spain,Spain,In which country is the city of Roperuelos del Paramo located?,In which country is the city of Roperuelos del Paramo located? Spain.
5728,The city of Northwest Harwich is in United States.,1,Northwest Harwich,United States,United States,In which country is the city of Northwest Harwich located?,In which country is the city of Northwest Harwich located? United States.
5729,The city of Bad Abbach is in Germany.,1,Bad Abbach,Germany,Germany,In which country is the city of Bad Abbach located?,In which country is the city of Bad Abbach located? Germany.
5730,The city of Barnack is in United Kingdom.,1,Barnack,United Kingdom,United Kingdom,In which country is the city of Barnack located?,In which country is the city of Barnack located? United Kingdom.
5731,The city of Pederobba is in Italy.,1,Pederobba,Italy,Italy,In which country is the city of Pederobba located?,In which country is the city of Pederobba located? Italy.
5732,The city of Freneuse is in France.,1,Freneuse,France,France,In which country is the city of Freneuse located?,In which country is the city of Freneuse located? France.
5733,The city of El Casar is in Spain.,1,El Casar,Spain,Spain,In which country is the city of El Casar located?,In which country is the city of El Casar located? Spain.
5734,The city of Grebenau is in Germany.,1,Grebenau,Germany,Germany,In which country is the city of Grebenau located?,In which country is the city of Grebenau located? Germany.
5735,The city of Valencay is in France.,1,Valencay,France,France,In which country is the city of Valencay located?,In which country is the city of Valencay located? France.
5736,The city of Niquelandia is in Brazil.,1,Niquelandia,Brazil,Brazil,In which country is the city of Niquelandia located?,In which country is the city of Niquelandia located? Brazil.
5737,The city of Niihama is in Japan.,1,Niihama,Japan,Japan,In which country is the city of Niihama located?,In which country is the city of Niihama located? Japan.
5738,The city of Tlamatoca is in Mexico.,1,Tlamatoca,Mexico,Mexico,In which country is the city of Tlamatoca located?,In which country is the city of Tlamatoca located? Mexico.
5739,The city of Colomi is in Bolivia.,1,Colomi,Bolivia,Bolivia,In which country is the city of Colomi located?,In which country is the city of Colomi located? Bolivia.
5740,The city of Lapoblacion is in Spain.,1,Lapoblacion,Spain,Spain,In which country is the city of Lapoblacion located?,In which country is the city of Lapoblacion located? Spain.
5741,The city of Erlau is in Germany.,1,Erlau,Germany,Germany,In which country is the city of Erlau located?,In which country is the city of Erlau located? Germany.
5742,The city of Rowlands Gill is in United Kingdom.,1,Rowlands Gill,United Kingdom,United Kingdom,In which country is the city of Rowlands Gill located?,In which country is the city of Rowlands Gill located? United Kingdom.
5743,The city of Machans Beach is in Australia.,1,Machans Beach,Australia,Australia,In which country is the city of Machans Beach located?,In which country is the city of Machans Beach located? Australia.
5744,The city of Behchoko is in Canada.,1,Behchoko,Canada,Canada,In which country is the city of Behchoko located?,In which country is the city of Behchoko located? Canada.
5745,The city of Tiszadada is in Hungary.,1,Tiszadada,Hungary,Hungary,In which country is the city of Tiszadada located?,In which country is the city of Tiszadada located? Hungary.
5746,The city of Mostoles is in Spain.,1,Mostoles,Spain,Spain,In which country is the city of Mostoles located?,In which country is the city of Mostoles located? Spain.
5747,The city of Mirebalais is in Haiti.,1,Mirebalais,Haiti,Haiti,In which country is the city of Mirebalais located?,In which country is the city of Mirebalais located? Haiti.
5748,The city of Acoapa is in Mexico.,1,Acoapa,Mexico,Mexico,In which country is the city of Acoapa located?,In which country is the city of Acoapa located? Mexico.
5749,The city of Valverde de Valdelacasa is in Spain.,1,Valverde de Valdelacasa,Spain,Spain,In which country is the city of Valverde de Valdelacasa located?,In which country is the city of Valverde de Valdelacasa located? Spain.
5750,The city of Etang-sur-Arroux is in France.,1,Etang-sur-Arroux,France,France,In which country is the city of Etang-sur-Arroux located?,In which country is the city of Etang-sur-Arroux located? France.
5751,The city of Buberos is in Spain.,1,Buberos,Spain,Spain,In which country is the city of Buberos located?,In which country is the city of Buberos located? Spain.
5752,The city of Pedro Escobedo is in Mexico.,1,Pedro Escobedo,Mexico,Mexico,In which country is the city of Pedro Escobedo located?,In which country is the city of Pedro Escobedo located? Mexico.
5753,The city of Pajapita is in Guatemala.,1,Pajapita,Guatemala,Guatemala,In which country is the city of Pajapita located?,In which country is the city of Pajapita located? Guatemala.
5754,The city of Puerto Cisnes is in Chile.,1,Puerto Cisnes,Chile,Chile,In which country is the city of Puerto Cisnes located?,In which country is the city of Puerto Cisnes located? Chile.
5755,The city of Saint-Ambroix is in France.,1,Saint-Ambroix,France,France,In which country is the city of Saint-Ambroix located?,In which country is the city of Saint-Ambroix located? France.
5756,The city of Keystone Heights is in United States.,1,Keystone Heights,United States,United States,In which country is the city of Keystone Heights located?,In which country is the city of Keystone Heights located? United States.
5757,The city of La Partida is in Mexico.,1,La Partida,Mexico,Mexico,In which country is the city of La Partida located?,In which country is the city of La Partida located? Mexico.
5758,The city of Parks is in United States.,1,Parks,United States,United States,In which country is the city of Parks located?,In which country is the city of Parks located? United States.
5759,The city of Sugarcreek Police Dept is in United States.,1,Sugarcreek Police Dept,United States,United States,In which country is the city of Sugarcreek Police Dept located?,In which country is the city of Sugarcreek Police Dept located? United States.
5760,The city of Bateria is in Philippines.,1,Bateria,Philippines,Philippines,In which country is the city of Bateria located?,In which country is the city of Bateria located? Philippines.
5761,The city of Punta Pena is in Panama.,1,Punta Pena,Panama,Panama,In which country is the city of Punta Pena located?,In which country is the city of Punta Pena located? Panama.
5762,The city of Schwarzenborn is in Germany.,1,Schwarzenborn,Germany,Germany,In which country is the city of Schwarzenborn located?,In which country is the city of Schwarzenborn located? Germany.
5763,The city of Landisville is in United States.,1,Landisville,United States,United States,In which country is the city of Landisville located?,In which country is the city of Landisville located? United States.
5764,The city of Mezzolara is in Italy.,1,Mezzolara,Italy,Italy,In which country is the city of Mezzolara located?,In which country is the city of Mezzolara located? Italy.
5765,The city of El Nido is in Philippines.,1,El Nido,Philippines,Philippines,In which country is the city of El Nido located?,In which country is the city of El Nido located? Philippines.
5766,The city of Mandok is in Hungary.,1,Mandok,Hungary,Hungary,In which country is the city of Mandok located?,In which country is the city of Mandok located? Hungary.
5767,The city of Harlington is in United Kingdom.,1,Harlington,United Kingdom,United Kingdom,In which country is the city of Harlington located?,In which country is the city of Harlington located? United Kingdom.
5768,The city of Badia Tedalda is in Italy.,1,Badia Tedalda,Italy,Italy,In which country is the city of Badia Tedalda located?,In which country is the city of Badia Tedalda located? Italy.
5769,The city of Borovikha is in Russian Federation.,1,Borovikha,Russian Federation,Russian Federation,In which country is the city of Borovikha located?,In which country is the city of Borovikha located? Russian Federation.
5770,The city of Boadilla del Camino is in Spain.,1,Boadilla del Camino,Spain,Spain,In which country is the city of Boadilla del Camino located?,In which country is the city of Boadilla del Camino located? Spain.
5771,The city of Punta Arena is in Mexico.,1,Punta Arena,Mexico,Mexico,In which country is the city of Punta Arena located?,In which country is the city of Punta Arena located? Mexico.
5772,The city of Guanajuatillo is in Mexico.,1,Guanajuatillo,Mexico,Mexico,In which country is the city of Guanajuatillo located?,In which country is the city of Guanajuatillo located? Mexico.
5773,The city of Abercynon is in United Kingdom.,1,Abercynon,United Kingdom,United Kingdom,In which country is the city of Abercynon located?,In which country is the city of Abercynon located? United Kingdom.
5774,The city of Nonio is in Italy.,1,Nonio,Italy,Italy,In which country is the city of Nonio located?,In which country is the city of Nonio located? Italy.
5775,The city of Loxstedt is in Germany.,1,Loxstedt,Germany,Germany,In which country is the city of Loxstedt located?,In which country is the city of Loxstedt located? Germany.
5776,The city of Stalbridge is in United Kingdom.,1,Stalbridge,United Kingdom,United Kingdom,In which country is the city of Stalbridge located?,In which country is the city of Stalbridge located? United Kingdom.
5777,The city of Duncannon is in United States.,1,Duncannon,United States,United States,In which country is the city of Duncannon located?,In which country is the city of Duncannon located? United States.
5778,The city of Meghri is in Armenia.,1,Meghri,Armenia,Armenia,In which country is the city of Meghri located?,In which country is the city of Meghri located? Armenia.
5779,The city of Glimakra is in Sweden.,1,Glimakra,Sweden,Sweden,In which country is the city of Glimakra located?,In which country is the city of Glimakra located? Sweden.
5780,The city of Siverek is in Turkey.,1,Siverek,Turkey,Turkey,In which country is the city of Siverek located?,In which country is the city of Siverek located? Turkey.
5781,The city of Gozon is in Côte d'Ivoire.,1,Gozon,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Gozon located?,In which country is the city of Gozon located? Côte d'Ivoire.
5782,The city of Pampa del Indio is in Argentina.,1,Pampa del Indio,Argentina,Argentina,In which country is the city of Pampa del Indio located?,In which country is the city of Pampa del Indio located? Argentina.
5783,The city of Balibagan Oeste is in Philippines.,1,Balibagan Oeste,Philippines,Philippines,In which country is the city of Balibagan Oeste located?,In which country is the city of Balibagan Oeste located? Philippines.
5784,The city of Binonga is in Philippines.,1,Binonga,Philippines,Philippines,In which country is the city of Binonga located?,In which country is the city of Binonga located? Philippines.
5785,The city of Camichin de Jauja is in Mexico.,1,Camichin de Jauja,Mexico,Mexico,In which country is the city of Camichin de Jauja located?,In which country is the city of Camichin de Jauja located? Mexico.
5786,The city of Hajnowka is in Poland.,1,Hajnowka,Poland,Poland,In which country is the city of Hajnowka located?,In which country is the city of Hajnowka located? Poland.
5787,The city of Orsogna is in Italy.,1,Orsogna,Italy,Italy,In which country is the city of Orsogna located?,In which country is the city of Orsogna located? Italy.
5788,The city of Totalan is in Spain.,1,Totalan,Spain,Spain,In which country is the city of Totalan located?,In which country is the city of Totalan located? Spain.
5789,The city of Dumalaguing is in Philippines.,1,Dumalaguing,Philippines,Philippines,In which country is the city of Dumalaguing located?,In which country is the city of Dumalaguing located? Philippines.
5790,The city of Phalempin is in France.,1,Phalempin,France,France,In which country is the city of Phalempin located?,In which country is the city of Phalempin located? France.
5791,The city of Dimboola is in Australia.,1,Dimboola,Australia,Australia,In which country is the city of Dimboola located?,In which country is the city of Dimboola located? Australia.
5792,The city of Ponton dell'Elce is in Italy.,1,Ponton dell'Elce,Italy,Italy,In which country is the city of Ponton dell'Elce located?,In which country is the city of Ponton dell'Elce located? Italy.
5793,The city of Naremburn is in Australia.,1,Naremburn,Australia,Australia,In which country is the city of Naremburn located?,In which country is the city of Naremburn located? Australia.
5794,The city of Ikot Ekpene is in Nigeria.,1,Ikot Ekpene,Nigeria,Nigeria,In which country is the city of Ikot Ekpene located?,In which country is the city of Ikot Ekpene located? Nigeria.
5795,The city of Carneys Point is in United States.,1,Carneys Point,United States,United States,In which country is the city of Carneys Point located?,In which country is the city of Carneys Point located? United States.
5796,The city of Bayt 'Amrah is in West Bank and Gaza Strip.,1,Bayt 'Amrah,West Bank and Gaza Strip,West Bank and Gaza Strip,In which country is the city of Bayt 'Amrah located?,In which country is the city of Bayt 'Amrah located? West Bank and Gaza Strip.
5797,The city of Cazin is in Bosnia and Herzegovina.,1,Cazin,Bosnia and Herzegovina,Bosnia and Herzegovina,In which country is the city of Cazin located?,In which country is the city of Cazin located? Bosnia and Herzegovina.
5798,The city of Chak Eighty Three Twelve L is in Pakistan.,1,Chak Eighty Three Twelve L,Pakistan,Pakistan,In which country is the city of Chak Eighty Three Twelve L located?,In which country is the city of Chak Eighty Three Twelve L located? Pakistan.
5799,The city of Sackets Harbor is in United States.,1,Sackets Harbor,United States,United States,In which country is the city of Sackets Harbor located?,In which country is the city of Sackets Harbor located? United States.
5800,The city of Mlynary is in Poland.,1,Mlynary,Poland,Poland,In which country is the city of Mlynary located?,In which country is the city of Mlynary located? Poland.
5801,"The city of Yangju is in Korea, Republic of.",1,Yangju,"Korea, Republic of","Korea, Republic of",In which country is the city of Yangju located?,"In which country is the city of Yangju located? Korea, Republic of."
5802,The city of Sant'Agata di Puglia is in Italy.,1,Sant'Agata di Puglia,Italy,Italy,In which country is the city of Sant'Agata di Puglia located?,In which country is the city of Sant'Agata di Puglia located? Italy.
5803,The city of San Leoncio Jamaya is in Mexico.,1,San Leoncio Jamaya,Mexico,Mexico,In which country is the city of San Leoncio Jamaya located?,In which country is the city of San Leoncio Jamaya located? Mexico.
5804,The city of Zelenoborsk is in Russian Federation.,1,Zelenoborsk,Russian Federation,Russian Federation,In which country is the city of Zelenoborsk located?,In which country is the city of Zelenoborsk located? Russian Federation.
5805,The city of Ouatigbeu is in Côte d'Ivoire.,1,Ouatigbeu,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Ouatigbeu located?,In which country is the city of Ouatigbeu located? Côte d'Ivoire.
5806,The city of Mirzec is in Poland.,1,Mirzec,Poland,Poland,In which country is the city of Mirzec located?,In which country is the city of Mirzec located? Poland.
5807,The city of Bahnhof Reken is in Germany.,1,Bahnhof Reken,Germany,Germany,In which country is the city of Bahnhof Reken located?,In which country is the city of Bahnhof Reken located? Germany.
5808,The city of Penas Chatas is in Panama.,1,Penas Chatas,Panama,Panama,In which country is the city of Penas Chatas located?,In which country is the city of Penas Chatas located? Panama.
5809,The city of Mount Richon is in Australia.,1,Mount Richon,Australia,Australia,In which country is the city of Mount Richon located?,In which country is the city of Mount Richon located? Australia.
5810,The city of Olgiate Comasco is in Italy.,1,Olgiate Comasco,Italy,Italy,In which country is the city of Olgiate Comasco located?,In which country is the city of Olgiate Comasco located? Italy.
5811,The city of Seitenstetten Markt is in Austria.,1,Seitenstetten Markt,Austria,Austria,In which country is the city of Seitenstetten Markt located?,In which country is the city of Seitenstetten Markt located? Austria.
5812,The city of Hadrut is in Azerbaijan.,1,Hadrut,Azerbaijan,Azerbaijan,In which country is the city of Hadrut located?,In which country is the city of Hadrut located? Azerbaijan.
5813,The city of Ambohitseheno is in Madagascar.,1,Ambohitseheno,Madagascar,Madagascar,In which country is the city of Ambohitseheno located?,In which country is the city of Ambohitseheno located? Madagascar.
5814,The city of Shichuan is in China.,1,Shichuan,China,China,In which country is the city of Shichuan located?,In which country is the city of Shichuan located? China.
5815,The city of Cieplowody is in Poland.,1,Cieplowody,Poland,Poland,In which country is the city of Cieplowody located?,In which country is the city of Cieplowody located? Poland.
5816,The city of Burns Harbor is in United States.,1,Burns Harbor,United States,United States,In which country is the city of Burns Harbor located?,In which country is the city of Burns Harbor located? United States.
5817,The city of N'Gattakro is in Côte d'Ivoire.,1,N'Gattakro,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of N'Gattakro located?,In which country is the city of N'Gattakro located? Côte d'Ivoire.
5818,The city of Rozhyshche is in Ukraine.,1,Rozhyshche,Ukraine,Ukraine,In which country is the city of Rozhyshche located?,In which country is the city of Rozhyshche located? Ukraine.
5819,The city of Mouldsworth is in United Kingdom.,1,Mouldsworth,United Kingdom,United Kingdom,In which country is the city of Mouldsworth located?,In which country is the city of Mouldsworth located? United Kingdom.
5820,The city of Sordevolo is in Italy.,1,Sordevolo,Italy,Italy,In which country is the city of Sordevolo located?,In which country is the city of Sordevolo located? Italy.
5821,The city of Omurtag is in Bulgaria.,1,Omurtag,Bulgaria,Bulgaria,In which country is the city of Omurtag located?,In which country is the city of Omurtag located? Bulgaria.
5822,The city of Zeigler is in United States.,1,Zeigler,United States,United States,In which country is the city of Zeigler located?,In which country is the city of Zeigler located? United States.
5823,The city of Gweta is in Botswana.,1,Gweta,Botswana,Botswana,In which country is the city of Gweta located?,In which country is the city of Gweta located? Botswana.
5824,The city of Octavio Paz is in Mexico.,1,Octavio Paz,Mexico,Mexico,In which country is the city of Octavio Paz located?,In which country is the city of Octavio Paz located? Mexico.
5825,The city of Winchelsea is in Australia.,1,Winchelsea,Australia,Australia,In which country is the city of Winchelsea located?,In which country is the city of Winchelsea located? Australia.
5826,The city of Pietraroja is in Italy.,1,Pietraroja,Italy,Italy,In which country is the city of Pietraroja located?,In which country is the city of Pietraroja located? Italy.
5827,The city of Torrelodones is in Spain.,1,Torrelodones,Spain,Spain,In which country is the city of Torrelodones located?,In which country is the city of Torrelodones located? Spain.
5828,The city of Siloah is in Jamaica.,1,Siloah,Jamaica,Jamaica,In which country is the city of Siloah located?,In which country is the city of Siloah located? Jamaica.
5829,The city of Zagor'ye is in Russian Federation.,1,Zagor'ye,Russian Federation,Russian Federation,In which country is the city of Zagor'ye located?,In which country is the city of Zagor'ye located? Russian Federation.
5830,The city of Monkey Bay is in Malawi.,1,Monkey Bay,Malawi,Malawi,In which country is the city of Monkey Bay located?,In which country is the city of Monkey Bay located? Malawi.
5831,The city of Ashbury is in Australia.,1,Ashbury,Australia,Australia,In which country is the city of Ashbury located?,In which country is the city of Ashbury located? Australia.
5832,The city of Yeboueblessou is in Côte d'Ivoire.,1,Yeboueblessou,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Yeboueblessou located?,In which country is the city of Yeboueblessou located? Côte d'Ivoire.
5833,The city of Rodigo is in Italy.,1,Rodigo,Italy,Italy,In which country is the city of Rodigo located?,In which country is the city of Rodigo located? Italy.
5834,The city of Dridu is in Romania.,1,Dridu,Romania,Romania,In which country is the city of Dridu located?,In which country is the city of Dridu located? Romania.
5835,The city of Bledouagui is in Côte d'Ivoire.,1,Bledouagui,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Bledouagui located?,In which country is the city of Bledouagui located? Côte d'Ivoire.
5836,The city of Calonne-sur-la-Lys is in France.,1,Calonne-sur-la-Lys,France,France,In which country is the city of Calonne-sur-la-Lys located?,In which country is the city of Calonne-sur-la-Lys located? France.
5837,The city of Bonea is in Italy.,1,Bonea,Italy,Italy,In which country is the city of Bonea located?,In which country is the city of Bonea located? Italy.
5838,The city of Meneni is in Côte d'Ivoire.,1,Meneni,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Meneni located?,In which country is the city of Meneni located? Côte d'Ivoire.
5839,The city of Hedge End is in United Kingdom.,1,Hedge End,United Kingdom,United Kingdom,In which country is the city of Hedge End located?,In which country is the city of Hedge End located? United Kingdom.
5840,The city of Montegalda is in Italy.,1,Montegalda,Italy,Italy,In which country is the city of Montegalda located?,In which country is the city of Montegalda located? Italy.
5841,The city of Heqian is in China.,1,Heqian,China,China,In which country is the city of Heqian located?,In which country is the city of Heqian located? China.
5842,The city of Herculian is in Romania.,1,Herculian,Romania,Romania,In which country is the city of Herculian located?,In which country is the city of Herculian located? Romania.
5843,The city of Pind Dadan Khan is in Pakistan.,1,Pind Dadan Khan,Pakistan,Pakistan,In which country is the city of Pind Dadan Khan located?,In which country is the city of Pind Dadan Khan located? Pakistan.
5844,The city of Nartkala is in Russian Federation.,1,Nartkala,Russian Federation,Russian Federation,In which country is the city of Nartkala located?,In which country is the city of Nartkala located? Russian Federation.
5845,The city of Cornu de Sus is in Romania.,1,Cornu de Sus,Romania,Romania,In which country is the city of Cornu de Sus located?,In which country is the city of Cornu de Sus located? Romania.
5846,The city of Oarja Sat is in Romania.,1,Oarja Sat,Romania,Romania,In which country is the city of Oarja Sat located?,In which country is the city of Oarja Sat located? Romania.
5847,The city of Pambuhan is in Philippines.,1,Pambuhan,Philippines,Philippines,In which country is the city of Pambuhan located?,In which country is the city of Pambuhan located? Philippines.
5848,The city of Bray-sur-Somme is in France.,1,Bray-sur-Somme,France,France,In which country is the city of Bray-sur-Somme located?,In which country is the city of Bray-sur-Somme located? France.
5849,The city of Ryland Heights is in United States.,1,Ryland Heights,United States,United States,In which country is the city of Ryland Heights located?,In which country is the city of Ryland Heights located? United States.
5850,The city of Antessano is in Italy.,1,Antessano,Italy,Italy,In which country is the city of Antessano located?,In which country is the city of Antessano located? Italy.
5851,The city of Rapallo is in Italy.,1,Rapallo,Italy,Italy,In which country is the city of Rapallo located?,In which country is the city of Rapallo located? Italy.
5852,The city of Dobrzyn nad Wisla is in Poland.,1,Dobrzyn nad Wisla,Poland,Poland,In which country is the city of Dobrzyn nad Wisla located?,In which country is the city of Dobrzyn nad Wisla located? Poland.
5853,The city of Osteria is in Italy.,1,Osteria,Italy,Italy,In which country is the city of Osteria located?,In which country is the city of Osteria located? Italy.
5854,The city of Kenbridge is in United States.,1,Kenbridge,United States,United States,In which country is the city of Kenbridge located?,In which country is the city of Kenbridge located? United States.
5855,The city of Flueelen is in Switzerland.,1,Flueelen,Switzerland,Switzerland,In which country is the city of Flueelen located?,In which country is the city of Flueelen located? Switzerland.
5856,The city of Simoca is in Argentina.,1,Simoca,Argentina,Argentina,In which country is the city of Simoca located?,In which country is the city of Simoca located? Argentina.
5857,The city of Askeaton is in Ireland.,1,Askeaton,Ireland,Ireland,In which country is the city of Askeaton located?,In which country is the city of Askeaton located? Ireland.
5858,The city of Kilyazi is in Azerbaijan.,1,Kilyazi,Azerbaijan,Azerbaijan,In which country is the city of Kilyazi located?,In which country is the city of Kilyazi located? Azerbaijan.
5859,The city of Sandberg is in Germany.,1,Sandberg,Germany,Germany,In which country is the city of Sandberg located?,In which country is the city of Sandberg located? Germany.
5860,The city of l'Antiga Esquerra de l'Eixample is in Spain.,1,l'Antiga Esquerra de l'Eixample,Spain,Spain,In which country is the city of l'Antiga Esquerra de l'Eixample located?,In which country is the city of l'Antiga Esquerra de l'Eixample located? Spain.
5861,The city of Lanouee is in France.,1,Lanouee,France,France,In which country is the city of Lanouee located?,In which country is the city of Lanouee located? France.
5862,The city of Frosinone is in Italy.,1,Frosinone,Italy,Italy,In which country is the city of Frosinone located?,In which country is the city of Frosinone located? Italy.
5863,The city of East Haven is in United States.,1,East Haven,United States,United States,In which country is the city of East Haven located?,In which country is the city of East Haven located? United States.
5864,The city of Cloz is in Italy.,1,Cloz,Italy,Italy,In which country is the city of Cloz located?,In which country is the city of Cloz located? Italy.
5865,The city of Youghal is in Ireland.,1,Youghal,Ireland,Ireland,In which country is the city of Youghal located?,In which country is the city of Youghal located? Ireland.
5866,The city of Louis Trichardt is in South Africa.,1,Louis Trichardt,South Africa,South Africa,In which country is the city of Louis Trichardt located?,In which country is the city of Louis Trichardt located? South Africa.
5867,The city of Korotou is in Côte d'Ivoire.,1,Korotou,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Korotou located?,In which country is the city of Korotou located? Côte d'Ivoire.
5868,The city of Inebolu is in Turkey.,1,Inebolu,Turkey,Turkey,In which country is the city of Inebolu located?,In which country is the city of Inebolu located? Turkey.
5869,The city of Port Wentworth is in United States.,1,Port Wentworth,United States,United States,In which country is the city of Port Wentworth located?,In which country is the city of Port Wentworth located? United States.
5870,The city of Alausi is in Ecuador.,1,Alausi,Ecuador,Ecuador,In which country is the city of Alausi located?,In which country is the city of Alausi located? Ecuador.
5871,The city of Kirton is in United Kingdom.,1,Kirton,United Kingdom,United Kingdom,In which country is the city of Kirton located?,In which country is the city of Kirton located? United Kingdom.
5872,The city of Wertach is in Germany.,1,Wertach,Germany,Germany,In which country is the city of Wertach located?,In which country is the city of Wertach located? Germany.
5873,The city of New Pitsligo is in United Kingdom.,1,New Pitsligo,United Kingdom,United Kingdom,In which country is the city of New Pitsligo located?,In which country is the city of New Pitsligo located? United Kingdom.
5874,The city of Boa Viagem is in Brazil.,1,Boa Viagem,Brazil,Brazil,In which country is the city of Boa Viagem located?,In which country is the city of Boa Viagem located? Brazil.
5875,The city of Mayngaran is in Philippines.,1,Mayngaran,Philippines,Philippines,In which country is the city of Mayngaran located?,In which country is the city of Mayngaran located? Philippines.
5876,The city of Bolokhovo is in Russian Federation.,1,Bolokhovo,Russian Federation,Russian Federation,In which country is the city of Bolokhovo located?,In which country is the city of Bolokhovo located? Russian Federation.
5877,The city of Furstenstein is in Germany.,1,Furstenstein,Germany,Germany,In which country is the city of Furstenstein located?,In which country is the city of Furstenstein located? Germany.
5878,The city of Los Saucos is in Mexico.,1,Los Saucos,Mexico,Mexico,In which country is the city of Los Saucos located?,In which country is the city of Los Saucos located? Mexico.
5879,The city of Bohi is in Côte d'Ivoire.,1,Bohi,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Bohi located?,In which country is the city of Bohi located? Côte d'Ivoire.
5880,The city of Albertstadt is in Germany.,1,Albertstadt,Germany,Germany,In which country is the city of Albertstadt located?,In which country is the city of Albertstadt located? Germany.
