,statement,label,city,country,correct_country,question,question_with_answer
709,The city of Lidice is in Panama.,1,Lidice,Panama,Panama,In which country is the city of Lidice located?,In which country is the city of Lidice located? Panama.
710,The city of Gaoniang is in China.,1,Gaoniang,China,China,In which country is the city of Gaoniang located?,In which country is the city of Gaoniang located? China.
711,The city of Porto Azzurro is in Italy.,1,Porto Azzurro,Italy,Italy,In which country is the city of Porto Azzurro located?,In which country is the city of Porto Azzurro located? Italy.
712,The city of Porto Judeu is in Portugal.,1,Porto Judeu,Portugal,Portugal,In which country is the city of Porto Judeu located?,In which country is the city of Porto Judeu located? Portugal.
713,The city of Gerbeviller is in France.,1,Gerbeviller,France,France,In which country is the city of Gerbeviller located?,In which country is the city of Gerbeviller located? France.
714,The city of Rollbach is in Germany.,1,Rollbach,Germany,Germany,In which country is the city of Rollbach located?,In which country is the city of Rollbach located? Germany.
715,The city of La Chapelle-sur-Crecy is in France.,1,La Chapelle-sur-Crecy,France,France,In which country is the city of La Chapelle-sur-Crecy located?,In which country is the city of La Chapelle-sur-Crecy located? France.
716,The city of Lambrama is in Peru.,1,Lambrama,Peru,Peru,In which country is the city of Lambrama located?,In which country is the city of Lambrama located? Peru.
717,The city of Frassinelle Polesine is in Italy.,1,Frassinelle Polesine,Italy,Italy,In which country is the city of Frassinelle Polesine located?,In which country is the city of Frassinelle Polesine located? Italy.
718,The city of Pennapiedimonte is in Italy.,1,Pennapiedimonte,Italy,Italy,In which country is the city of Pennapiedimonte located?,In which country is the city of Pennapiedimonte located? Italy.
719,The city of Manson is in United States.,1,Manson,United States,United States,In which country is the city of Manson located?,In which country is the city of Manson located? United States.
720,The city of Hain-Gruendau is in Germany.,1,Hain-Gruendau,Germany,Germany,In which country is the city of Hain-Gruendau located?,In which country is the city of Hain-Gruendau located? Germany.
721,The city of Kohimarama is in New Zealand.,1,Kohimarama,New Zealand,New Zealand,In which country is the city of Kohimarama located?,In which country is the city of Kohimarama located? New Zealand.
722,The city of La Grande is in United States.,1,La Grande,United States,United States,In which country is the city of La Grande located?,In which country is the city of La Grande located? United States.
723,The city of Ladon is in France.,1,Ladon,France,France,In which country is the city of Ladon located?,In which country is the city of Ladon located? France.
724,The city of Schoetz is in Switzerland.,1,Schoetz,Switzerland,Switzerland,In which country is the city of Schoetz located?,In which country is the city of Schoetz located? Switzerland.
725,The city of Romford is in United Kingdom.,1,Romford,United Kingdom,United Kingdom,In which country is the city of Romford located?,In which country is the city of Romford located? United Kingdom.
726,The city of Castel Mella is in Italy.,1,Castel Mella,Italy,Italy,In which country is the city of Castel Mella located?,In which country is the city of Castel Mella located? Italy.
727,The city of San Jose is in Belize.,1,San Jose,Belize,Belize,In which country is the city of San Jose located?,In which country is the city of San Jose located? Belize.
728,The city of Tepeustu is in Turkey.,1,Tepeustu,Turkey,Turkey,In which country is the city of Tepeustu located?,In which country is the city of Tepeustu located? Turkey.
729,The city of Haripur is in Pakistan.,1,Haripur,Pakistan,Pakistan,In which country is the city of Haripur located?,In which country is the city of Haripur located? Pakistan.
730,The city of Chak One Hundred Twenty-one Nine Left is in Pakistan.,1,Chak One Hundred Twenty-one Nine Left,Pakistan,Pakistan,In which country is the city of Chak One Hundred Twenty-one Nine Left located?,In which country is the city of Chak One Hundred Twenty-one Nine Left located? Pakistan.
731,The city of Lower King is in Australia.,1,Lower King,Australia,Australia,In which country is the city of Lower King located?,In which country is the city of Lower King located? Australia.
732,The city of Zaragoza is in Mexico.,1,Zaragoza,Mexico,Mexico,In which country is the city of Zaragoza located?,In which country is the city of Zaragoza located? Mexico.
733,The city of Claypole is in United Kingdom.,1,Claypole,United Kingdom,United Kingdom,In which country is the city of Claypole located?,In which country is the city of Claypole located? United Kingdom.
734,The city of Kelvin Grove is in New Zealand.,1,Kelvin Grove,New Zealand,New Zealand,In which country is the city of Kelvin Grove located?,In which country is the city of Kelvin Grove located? New Zealand.
735,The city of Farciennes is in Belgium.,1,Farciennes,Belgium,Belgium,In which country is the city of Farciennes located?,In which country is the city of Farciennes located? Belgium.
736,The city of Phu Ly is in Viet Nam.,1,Phu Ly,Viet Nam,Viet Nam,In which country is the city of Phu Ly located?,In which country is the city of Phu Ly located? Viet Nam.
737,The city of Bad Lobenstein is in Germany.,1,Bad Lobenstein,Germany,Germany,In which country is the city of Bad Lobenstein located?,In which country is the city of Bad Lobenstein located? Germany.
738,"The city of San Fernando de Apure is in Venezuela, Bolivarian Rep. of.",1,San Fernando de Apure,"Venezuela, Bolivarian Rep. of","Venezuela, Bolivarian Rep. of",In which country is the city of San Fernando de Apure located?,"In which country is the city of San Fernando de Apure located? Venezuela, Bolivarian Rep. of."
739,The city of De Drait is in Netherlands.,1,De Drait,Netherlands,Netherlands,In which country is the city of De Drait located?,In which country is the city of De Drait located? Netherlands.
740,The city of Mora is in Puerto Rico.,1,Mora,Puerto Rico,Puerto Rico,In which country is the city of Mora located?,In which country is the city of Mora located? Puerto Rico.
741,The city of Aquiles Serdan is in Mexico.,1,Aquiles Serdan,Mexico,Mexico,In which country is the city of Aquiles Serdan located?,In which country is the city of Aquiles Serdan located? Mexico.
742,The city of Grossarl is in Austria.,1,Grossarl,Austria,Austria,In which country is the city of Grossarl located?,In which country is the city of Grossarl located? Austria.
743,The city of Bernardin is in Austria.,1,Bernardin,Austria,Austria,In which country is the city of Bernardin located?,In which country is the city of Bernardin located? Austria.
744,The city of Werrington County is in Australia.,1,Werrington County,Australia,Australia,In which country is the city of Werrington County located?,In which country is the city of Werrington County located? Australia.
745,The city of Pervomayskoye is in Ukraine.,1,Pervomayskoye,Ukraine,Ukraine,In which country is the city of Pervomayskoye located?,In which country is the city of Pervomayskoye located? Ukraine.
746,The city of Puerto Casma is in Peru.,1,Puerto Casma,Peru,Peru,In which country is the city of Puerto Casma located?,In which country is the city of Puerto Casma located? Peru.
747,The city of Popovo is in Russian Federation.,1,Popovo,Russian Federation,Russian Federation,In which country is the city of Popovo located?,In which country is the city of Popovo located? Russian Federation.
748,The city of Tyndall is in United States.,1,Tyndall,United States,United States,In which country is the city of Tyndall located?,In which country is the city of Tyndall located? United States.
749,The city of San Esteban de Gormaz is in Spain.,1,San Esteban de Gormaz,Spain,Spain,In which country is the city of San Esteban de Gormaz located?,In which country is the city of San Esteban de Gormaz located? Spain.
750,The city of Cornedo Vicentino is in Italy.,1,Cornedo Vicentino,Italy,Italy,In which country is the city of Cornedo Vicentino located?,In which country is the city of Cornedo Vicentino located? Italy.
751,The city of Inami is in Japan.,1,Inami,Japan,Japan,In which country is the city of Inami located?,In which country is the city of Inami located? Japan.
752,The city of Huetor Vega is in Spain.,1,Huetor Vega,Spain,Spain,In which country is the city of Huetor Vega located?,In which country is the city of Huetor Vega located? Spain.
753,The city of Kouroudoufla is in Côte d'Ivoire.,1,Kouroudoufla,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Kouroudoufla located?,In which country is the city of Kouroudoufla located? Côte d'Ivoire.
754,The city of Datong is in China.,1,Datong,China,China,In which country is the city of Datong located?,In which country is the city of Datong located? China.
755,The city of Cardenajimeno is in Spain.,1,Cardenajimeno,Spain,Spain,In which country is the city of Cardenajimeno located?,In which country is the city of Cardenajimeno located? Spain.
756,The city of Iiyama is in Japan.,1,Iiyama,Japan,Japan,In which country is the city of Iiyama located?,In which country is the city of Iiyama located? Japan.
757,The city of Obdach is in Austria.,1,Obdach,Austria,Austria,In which country is the city of Obdach located?,In which country is the city of Obdach located? Austria.
758,The city of Saint Andrews is in United Kingdom.,1,Saint Andrews,United Kingdom,United Kingdom,In which country is the city of Saint Andrews located?,In which country is the city of Saint Andrews located? United Kingdom.
759,The city of Giacciano con Baruchella is in Italy.,1,Giacciano con Baruchella,Italy,Italy,In which country is the city of Giacciano con Baruchella located?,In which country is the city of Giacciano con Baruchella located? Italy.
760,The city of Samboal is in Spain.,1,Samboal,Spain,Spain,In which country is the city of Samboal located?,In which country is the city of Samboal located? Spain.
761,The city of Mamontovka is in Russian Federation.,1,Mamontovka,Russian Federation,Russian Federation,In which country is the city of Mamontovka located?,In which country is the city of Mamontovka located? Russian Federation.
762,The city of Decatur is in United States.,1,Decatur,United States,United States,In which country is the city of Decatur located?,In which country is the city of Decatur located? United States.
763,The city of Palos Park is in United States.,1,Palos Park,United States,United States,In which country is the city of Palos Park located?,In which country is the city of Palos Park located? United States.
764,The city of Woodbury is in United States.,1,Woodbury,United States,United States,In which country is the city of Woodbury located?,In which country is the city of Woodbury located? United States.
765,The city of Village Saint George is in United States.,1,Village Saint George,United States,United States,In which country is the city of Village Saint George located?,In which country is the city of Village Saint George located? United States.
766,The city of San Pedro Tetitlan is in Mexico.,1,San Pedro Tetitlan,Mexico,Mexico,In which country is the city of San Pedro Tetitlan located?,In which country is the city of San Pedro Tetitlan located? Mexico.
767,The city of Casselman is in Canada.,1,Casselman,Canada,Canada,In which country is the city of Casselman located?,In which country is the city of Casselman located? Canada.
768,The city of Auvelais is in Belgium.,1,Auvelais,Belgium,Belgium,In which country is the city of Auvelais located?,In which country is the city of Auvelais located? Belgium.
769,The city of Addison is in United States.,1,Addison,United States,United States,In which country is the city of Addison located?,In which country is the city of Addison located? United States.
770,"The city of Rujewa is in Tanzania, United Republic of.",1,Rujewa,"Tanzania, United Republic of","Tanzania, United Republic of",In which country is the city of Rujewa located?,"In which country is the city of Rujewa located? Tanzania, United Republic of."
771,The city of Perilla de Castro is in Spain.,1,Perilla de Castro,Spain,Spain,In which country is the city of Perilla de Castro located?,In which country is the city of Perilla de Castro located? Spain.
772,The city of Soddy-Daisy is in United States.,1,Soddy-Daisy,United States,United States,In which country is the city of Soddy-Daisy located?,In which country is the city of Soddy-Daisy located? United States.
773,The city of Navalvillar de Pela is in Spain.,1,Navalvillar de Pela,Spain,Spain,In which country is the city of Navalvillar de Pela located?,In which country is the city of Navalvillar de Pela located? Spain.
774,The city of Greenmount is in Australia.,1,Greenmount,Australia,Australia,In which country is the city of Greenmount located?,In which country is the city of Greenmount located? Australia.
775,The city of Wagenhoff is in Germany.,1,Wagenhoff,Germany,Germany,In which country is the city of Wagenhoff located?,In which country is the city of Wagenhoff located? Germany.
776,The city of San Isidro is in Philippines.,1,San Isidro,Philippines,Philippines,In which country is the city of San Isidro located?,In which country is the city of San Isidro located? Philippines.
777,The city of Likino-Dulevo is in Russian Federation.,1,Likino-Dulevo,Russian Federation,Russian Federation,In which country is the city of Likino-Dulevo located?,In which country is the city of Likino-Dulevo located? Russian Federation.
778,The city of Khanna is in India.,1,Khanna,India,India,In which country is the city of Khanna located?,In which country is the city of Khanna located? India.
779,The city of Krosno is in Poland.,1,Krosno,Poland,Poland,In which country is the city of Krosno located?,In which country is the city of Krosno located? Poland.
780,The city of Jaigaon is in India.,1,Jaigaon,India,India,In which country is the city of Jaigaon located?,In which country is the city of Jaigaon located? India.
781,The city of Upper Burnie is in Australia.,1,Upper Burnie,Australia,Australia,In which country is the city of Upper Burnie located?,In which country is the city of Upper Burnie located? Australia.
782,The city of Oberleichtersbach is in Germany.,1,Oberleichtersbach,Germany,Germany,In which country is the city of Oberleichtersbach located?,In which country is the city of Oberleichtersbach located? Germany.
783,The city of Colonia Rincon Viejo is in Mexico.,1,Colonia Rincon Viejo,Mexico,Mexico,In which country is the city of Colonia Rincon Viejo located?,In which country is the city of Colonia Rincon Viejo located? Mexico.
784,The city of Chalus is in France.,1,Chalus,France,France,In which country is the city of Chalus located?,In which country is the city of Chalus located? France.
785,The city of Nedoboyvtsi is in Ukraine.,1,Nedoboyvtsi,Ukraine,Ukraine,In which country is the city of Nedoboyvtsi located?,In which country is the city of Nedoboyvtsi located? Ukraine.
786,The city of Bocsig is in Romania.,1,Bocsig,Romania,Romania,In which country is the city of Bocsig located?,In which country is the city of Bocsig located? Romania.
787,The city of Szentkiraly is in Hungary.,1,Szentkiraly,Hungary,Hungary,In which country is the city of Szentkiraly located?,In which country is the city of Szentkiraly located? Hungary.
788,The city of Vaala is in Finland.,1,Vaala,Finland,Finland,In which country is the city of Vaala located?,In which country is the city of Vaala located? Finland.
789,The city of Cerveteri is in Italy.,1,Cerveteri,Italy,Italy,In which country is the city of Cerveteri located?,In which country is the city of Cerveteri located? Italy.
790,The city of Saint Simon Mills is in United States.,1,Saint Simon Mills,United States,United States,In which country is the city of Saint Simon Mills located?,In which country is the city of Saint Simon Mills located? United States.
791,The city of Canyon Rim is in United States.,1,Canyon Rim,United States,United States,In which country is the city of Canyon Rim located?,In which country is the city of Canyon Rim located? United States.
792,The city of Zoutkamp is in Netherlands.,1,Zoutkamp,Netherlands,Netherlands,In which country is the city of Zoutkamp located?,In which country is the city of Zoutkamp located? Netherlands.
793,The city of Chapin is in United States.,1,Chapin,United States,United States,In which country is the city of Chapin located?,In which country is the city of Chapin located? United States.
794,The city of Alap is in Hungary.,1,Alap,Hungary,Hungary,In which country is the city of Alap located?,In which country is the city of Alap located? Hungary.
795,The city of Montecalvo Versiggia is in Italy.,1,Montecalvo Versiggia,Italy,Italy,In which country is the city of Montecalvo Versiggia located?,In which country is the city of Montecalvo Versiggia located? Italy.
796,The city of Spaske is in Ukraine.,1,Spaske,Ukraine,Ukraine,In which country is the city of Spaske located?,In which country is the city of Spaske located? Ukraine.
797,The city of Badolato Marina is in Italy.,1,Badolato Marina,Italy,Italy,In which country is the city of Badolato Marina located?,In which country is the city of Badolato Marina located? Italy.
798,The city of Klonhtoug is in Myanmar.,1,Klonhtoug,Myanmar,Myanmar,In which country is the city of Klonhtoug located?,In which country is the city of Klonhtoug located? Myanmar.
799,The city of Oromocto is in Canada.,1,Oromocto,Canada,Canada,In which country is the city of Oromocto located?,In which country is the city of Oromocto located? Canada.
800,The city of Freienwill is in Germany.,1,Freienwill,Germany,Germany,In which country is the city of Freienwill located?,In which country is the city of Freienwill located? Germany.
801,The city of Comana de Sus is in Romania.,1,Comana de Sus,Romania,Romania,In which country is the city of Comana de Sus located?,In which country is the city of Comana de Sus located? Romania.
802,The city of Belgern is in Germany.,1,Belgern,Germany,Germany,In which country is the city of Belgern located?,In which country is the city of Belgern located? Germany.
803,The city of Argir is in Faeroe Islands.,1,Argir,Faeroe Islands,Faeroe Islands,In which country is the city of Argir located?,In which country is the city of Argir located? Faeroe Islands.
804,The city of Beavercreek is in United States.,1,Beavercreek,United States,United States,In which country is the city of Beavercreek located?,In which country is the city of Beavercreek located? United States.
805,The city of Trekhgornyy is in Russian Federation.,1,Trekhgornyy,Russian Federation,Russian Federation,In which country is the city of Trekhgornyy located?,In which country is the city of Trekhgornyy located? Russian Federation.
806,The city of Luzarches is in France.,1,Luzarches,France,France,In which country is the city of Luzarches located?,In which country is the city of Luzarches located? France.
807,The city of Cervatto is in Italy.,1,Cervatto,Italy,Italy,In which country is the city of Cervatto located?,In which country is the city of Cervatto located? Italy.
808,The city of Tamandaro is in Mexico.,1,Tamandaro,Mexico,Mexico,In which country is the city of Tamandaro located?,In which country is the city of Tamandaro located? Mexico.
809,The city of Parker is in United States.,1,Parker,United States,United States,In which country is the city of Parker located?,In which country is the city of Parker located? United States.
810,The city of Veverska Bityska is in Czech Republic.,1,Veverska Bityska,Czech Republic,Czech Republic,In which country is the city of Veverska Bityska located?,In which country is the city of Veverska Bityska located? Czech Republic.
811,The city of Babyn is in Ukraine.,1,Babyn,Ukraine,Ukraine,In which country is the city of Babyn located?,In which country is the city of Babyn located? Ukraine.
812,The city of Meliton Albanez Dominguez is in Mexico.,1,Meliton Albanez Dominguez,Mexico,Mexico,In which country is the city of Meliton Albanez Dominguez located?,In which country is the city of Meliton Albanez Dominguez located? Mexico.
813,The city of Rajaori is in India.,1,Rajaori,India,India,In which country is the city of Rajaori located?,In which country is the city of Rajaori located? India.
814,The city of Mogapi is in Botswana.,1,Mogapi,Botswana,Botswana,In which country is the city of Mogapi located?,In which country is the city of Mogapi located? Botswana.
815,The city of Mali Zvornik is in Serbia.,1,Mali Zvornik,Serbia,Serbia,In which country is the city of Mali Zvornik located?,In which country is the city of Mali Zvornik located? Serbia.
816,The city of Atina is in Italy.,1,Atina,Italy,Italy,In which country is the city of Atina located?,In which country is the city of Atina located? Italy.
817,The city of Eschbach is in France.,1,Eschbach,France,France,In which country is the city of Eschbach located?,In which country is the city of Eschbach located? France.
818,The city of Wahagnies is in France.,1,Wahagnies,France,France,In which country is the city of Wahagnies located?,In which country is the city of Wahagnies located? France.
819,The city of Santiago de Surco is in Peru.,1,Santiago de Surco,Peru,Peru,In which country is the city of Santiago de Surco located?,In which country is the city of Santiago de Surco located? Peru.
820,The city of Kamsar is in Guinea.,1,Kamsar,Guinea,Guinea,In which country is the city of Kamsar located?,In which country is the city of Kamsar located? Guinea.
821,The city of Sint Laurens is in Netherlands.,1,Sint Laurens,Netherlands,Netherlands,In which country is the city of Sint Laurens located?,In which country is the city of Sint Laurens located? Netherlands.
822,The city of Jakartovice is in Czech Republic.,1,Jakartovice,Czech Republic,Czech Republic,In which country is the city of Jakartovice located?,In which country is the city of Jakartovice located? Czech Republic.
823,The city of Okahao is in Namibia.,1,Okahao,Namibia,Namibia,In which country is the city of Okahao located?,In which country is the city of Okahao located? Namibia.
824,The city of Cantalejo is in Spain.,1,Cantalejo,Spain,Spain,In which country is the city of Cantalejo located?,In which country is the city of Cantalejo located? Spain.
825,The city of Gaolou is in China.,1,Gaolou,China,China,In which country is the city of Gaolou located?,In which country is the city of Gaolou located? China.
826,The city of Waldneukirchen is in Austria.,1,Waldneukirchen,Austria,Austria,In which country is the city of Waldneukirchen located?,In which country is the city of Waldneukirchen located? Austria.
827,The city of Fara in Sabina is in Italy.,1,Fara in Sabina,Italy,Italy,In which country is the city of Fara in Sabina located?,In which country is the city of Fara in Sabina located? Italy.
828,The city of Bikassi is in Côte d'Ivoire.,1,Bikassi,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Bikassi located?,In which country is the city of Bikassi located? Côte d'Ivoire.
829,The city of Balapur is in India.,1,Balapur,India,India,In which country is the city of Balapur located?,In which country is the city of Balapur located? India.
830,The city of Churachandpur is in India.,1,Churachandpur,India,India,In which country is the city of Churachandpur located?,In which country is the city of Churachandpur located? India.
831,The city of Vorwerk is in Germany.,1,Vorwerk,Germany,Germany,In which country is the city of Vorwerk located?,In which country is the city of Vorwerk located? Germany.
832,The city of Chapallal Grande is in Mexico.,1,Chapallal Grande,Mexico,Mexico,In which country is the city of Chapallal Grande located?,In which country is the city of Chapallal Grande located? Mexico.
833,The city of Hrozyntsi is in Ukraine.,1,Hrozyntsi,Ukraine,Ukraine,In which country is the city of Hrozyntsi located?,In which country is the city of Hrozyntsi located? Ukraine.
834,The city of Jevisovice is in Czech Republic.,1,Jevisovice,Czech Republic,Czech Republic,In which country is the city of Jevisovice located?,In which country is the city of Jevisovice located? Czech Republic.
835,The city of Artlenburg is in Germany.,1,Artlenburg,Germany,Germany,In which country is the city of Artlenburg located?,In which country is the city of Artlenburg located? Germany.
836,The city of West Park is in United States.,1,West Park,United States,United States,In which country is the city of West Park located?,In which country is the city of West Park located? United States.
837,The city of Torchiarolo is in Italy.,1,Torchiarolo,Italy,Italy,In which country is the city of Torchiarolo located?,In which country is the city of Torchiarolo located? Italy.
838,The city of Zorawina is in Poland.,1,Zorawina,Poland,Poland,In which country is the city of Zorawina located?,In which country is the city of Zorawina located? Poland.
839,The city of Jastrzebia Gora is in Poland.,1,Jastrzebia Gora,Poland,Poland,In which country is the city of Jastrzebia Gora located?,In which country is the city of Jastrzebia Gora located? Poland.
840,The city of Casole d'Elsa is in Italy.,1,Casole d'Elsa,Italy,Italy,In which country is the city of Casole d'Elsa located?,In which country is the city of Casole d'Elsa located? Italy.
841,The city of Saurimo is in Angola.,1,Saurimo,Angola,Angola,In which country is the city of Saurimo located?,In which country is the city of Saurimo located? Angola.
842,The city of Roscoe is in United States.,1,Roscoe,United States,United States,In which country is the city of Roscoe located?,In which country is the city of Roscoe located? United States.
843,The city of Richtenberg is in Germany.,1,Richtenberg,Germany,Germany,In which country is the city of Richtenberg located?,In which country is the city of Richtenberg located? Germany.
844,The city of Shivani Pisa is in India.,1,Shivani Pisa,India,India,In which country is the city of Shivani Pisa located?,In which country is the city of Shivani Pisa located? India.
845,The city of Danderhall is in United Kingdom.,1,Danderhall,United Kingdom,United Kingdom,In which country is the city of Danderhall located?,In which country is the city of Danderhall located? United Kingdom.
846,The city of Khelyulya is in Russian Federation.,1,Khelyulya,Russian Federation,Russian Federation,In which country is the city of Khelyulya located?,In which country is the city of Khelyulya located? Russian Federation.
847,The city of San Carlos Autopan is in Mexico.,1,San Carlos Autopan,Mexico,Mexico,In which country is the city of San Carlos Autopan located?,In which country is the city of San Carlos Autopan located? Mexico.
848,The city of Brojce is in Poland.,1,Brojce,Poland,Poland,In which country is the city of Brojce located?,In which country is the city of Brojce located? Poland.
849,The city of Linden is in Guyana.,1,Linden,Guyana,Guyana,In which country is the city of Linden located?,In which country is the city of Linden located? Guyana.
850,The city of Nasriganj is in India.,1,Nasriganj,India,India,In which country is the city of Nasriganj located?,In which country is the city of Nasriganj located? India.
851,The city of Elgin is in United States.,1,Elgin,United States,United States,In which country is the city of Elgin located?,In which country is the city of Elgin located? United States.
852,The city of Poppenricht is in Germany.,1,Poppenricht,Germany,Germany,In which country is the city of Poppenricht located?,In which country is the city of Poppenricht located? Germany.
853,The city of Leichhardt is in Australia.,1,Leichhardt,Australia,Australia,In which country is the city of Leichhardt located?,In which country is the city of Leichhardt located? Australia.
854,The city of Scandolara Ripa d'Oglio is in Italy.,1,Scandolara Ripa d'Oglio,Italy,Italy,In which country is the city of Scandolara Ripa d'Oglio located?,In which country is the city of Scandolara Ripa d'Oglio located? Italy.
855,The city of Mendes is in Brazil.,1,Mendes,Brazil,Brazil,In which country is the city of Mendes located?,In which country is the city of Mendes located? Brazil.
856,The city of Cambutal is in Panama.,1,Cambutal,Panama,Panama,In which country is the city of Cambutal located?,In which country is the city of Cambutal located? Panama.
857,The city of Ambohidratrimo is in Madagascar.,1,Ambohidratrimo,Madagascar,Madagascar,In which country is the city of Ambohidratrimo located?,In which country is the city of Ambohidratrimo located? Madagascar.
858,The city of Montelupo Albese is in Italy.,1,Montelupo Albese,Italy,Italy,In which country is the city of Montelupo Albese located?,In which country is the city of Montelupo Albese located? Italy.
859,The city of Ozelonacaxtla is in Mexico.,1,Ozelonacaxtla,Mexico,Mexico,In which country is the city of Ozelonacaxtla located?,In which country is the city of Ozelonacaxtla located? Mexico.
860,The city of Casteldidone is in Italy.,1,Casteldidone,Italy,Italy,In which country is the city of Casteldidone located?,In which country is the city of Casteldidone located? Italy.
861,The city of Lonar is in India.,1,Lonar,India,India,In which country is the city of Lonar located?,In which country is the city of Lonar located? India.
862,The city of Balje is in Germany.,1,Balje,Germany,Germany,In which country is the city of Balje located?,In which country is the city of Balje located? Germany.
863,The city of Bulzesti is in Romania.,1,Bulzesti,Romania,Romania,In which country is the city of Bulzesti located?,In which country is the city of Bulzesti located? Romania.
864,The city of Torrecuadradilla is in Spain.,1,Torrecuadradilla,Spain,Spain,In which country is the city of Torrecuadradilla located?,In which country is the city of Torrecuadradilla located? Spain.
865,The city of Shaowu is in China.,1,Shaowu,China,China,In which country is the city of Shaowu located?,In which country is the city of Shaowu located? China.
866,The city of al-Kum is in West Bank and Gaza Strip.,1,al-Kum,West Bank and Gaza Strip,West Bank and Gaza Strip,In which country is the city of al-Kum located?,In which country is the city of al-Kum located? West Bank and Gaza Strip.
867,The city of Mernda is in Australia.,1,Mernda,Australia,Australia,In which country is the city of Mernda located?,In which country is the city of Mernda located? Australia.
868,The city of Ban Sam Chuk is in Thailand.,1,Ban Sam Chuk,Thailand,Thailand,In which country is the city of Ban Sam Chuk located?,In which country is the city of Ban Sam Chuk located? Thailand.
869,The city of Landiras is in France.,1,Landiras,France,France,In which country is the city of Landiras located?,In which country is the city of Landiras located? France.
870,The city of Nueva Santa Rosa is in Guatemala.,1,Nueva Santa Rosa,Guatemala,Guatemala,In which country is the city of Nueva Santa Rosa located?,In which country is the city of Nueva Santa Rosa located? Guatemala.
871,The city of Rayong is in Thailand.,1,Rayong,Thailand,Thailand,In which country is the city of Rayong located?,In which country is the city of Rayong located? Thailand.
872,The city of San Francisco is in Mexico.,1,San Francisco,Mexico,Mexico,In which country is the city of San Francisco located?,In which country is the city of San Francisco located? Mexico.
873,The city of Asson is in France.,1,Asson,France,France,In which country is the city of Asson located?,In which country is the city of Asson located? France.
874,The city of Abbiategrasso is in Italy.,1,Abbiategrasso,Italy,Italy,In which country is the city of Abbiategrasso located?,In which country is the city of Abbiategrasso located? Italy.
875,The city of Brenouille is in France.,1,Brenouille,France,France,In which country is the city of Brenouille located?,In which country is the city of Brenouille located? France.
876,The city of Pasuquin is in Philippines.,1,Pasuquin,Philippines,Philippines,In which country is the city of Pasuquin located?,In which country is the city of Pasuquin located? Philippines.
877,The city of Steyning is in United Kingdom.,1,Steyning,United Kingdom,United Kingdom,In which country is the city of Steyning located?,In which country is the city of Steyning located? United Kingdom.
878,The city of Ciudad Gustavo Diaz Ordaz is in Mexico.,1,Ciudad Gustavo Diaz Ordaz,Mexico,Mexico,In which country is the city of Ciudad Gustavo Diaz Ordaz located?,In which country is the city of Ciudad Gustavo Diaz Ordaz located? Mexico.
879,The city of Landscheid is in Germany.,1,Landscheid,Germany,Germany,In which country is the city of Landscheid located?,In which country is the city of Landscheid located? Germany.
880,"The city of Taesal-li is in Korea, Republic of.",1,Taesal-li,"Korea, Republic of","Korea, Republic of",In which country is the city of Taesal-li located?,"In which country is the city of Taesal-li located? Korea, Republic of."
881,The city of Shiremanstown is in United States.,1,Shiremanstown,United States,United States,In which country is the city of Shiremanstown located?,In which country is the city of Shiremanstown located? United States.
882,The city of Altenberg is in Germany.,1,Altenberg,Germany,Germany,In which country is the city of Altenberg located?,In which country is the city of Altenberg located? Germany.
883,The city of Leknica is in Poland.,1,Leknica,Poland,Poland,In which country is the city of Leknica located?,In which country is the city of Leknica located? Poland.
884,The city of Koyelga is in Russian Federation.,1,Koyelga,Russian Federation,Russian Federation,In which country is the city of Koyelga located?,In which country is the city of Koyelga located? Russian Federation.
885,The city of Taylor is in United States.,1,Taylor,United States,United States,In which country is the city of Taylor located?,In which country is the city of Taylor located? United States.
886,The city of Bad Schandau is in Germany.,1,Bad Schandau,Germany,Germany,In which country is the city of Bad Schandau located?,In which country is the city of Bad Schandau located? Germany.
887,The city of Eilbek is in Germany.,1,Eilbek,Germany,Germany,In which country is the city of Eilbek located?,In which country is the city of Eilbek located? Germany.
888,The city of Pante Makasar is in Timor-Leste.,1,Pante Makasar,Timor-Leste,Timor-Leste,In which country is the city of Pante Makasar located?,In which country is the city of Pante Makasar located? Timor-Leste.
889,The city of Tab is in Hungary.,1,Tab,Hungary,Hungary,In which country is the city of Tab located?,In which country is the city of Tab located? Hungary.
890,The city of Scharnegoutum is in Netherlands.,1,Scharnegoutum,Netherlands,Netherlands,In which country is the city of Scharnegoutum located?,In which country is the city of Scharnegoutum located? Netherlands.
891,The city of Terryville is in United States.,1,Terryville,United States,United States,In which country is the city of Terryville located?,In which country is the city of Terryville located? United States.
892,The city of Longgang is in China.,1,Longgang,China,China,In which country is the city of Longgang located?,In which country is the city of Longgang located? China.
893,The city of Lovenjoel is in Belgium.,1,Lovenjoel,Belgium,Belgium,In which country is the city of Lovenjoel located?,In which country is the city of Lovenjoel located? Belgium.
894,The city of Sevignac is in France.,1,Sevignac,France,France,In which country is the city of Sevignac located?,In which country is the city of Sevignac located? France.
895,The city of Tumbagaan is in Philippines.,1,Tumbagaan,Philippines,Philippines,In which country is the city of Tumbagaan located?,In which country is the city of Tumbagaan located? Philippines.
