prompt,answer
"""Who wrote the 1989 Booker Prize winning novel """"The Remains of the Day""""?"" Kazuo Ishiguro.",Kazuo Ishiguro
"Chequers, the Prime Minister's country residence, is in which English county? Buckinghamshire.",Buckinghamshire
In which Gilbert and Sullivan opera do fairies take over Parliament? Iolanthe.,Iolanthe
In which early 90's TV series did scientists Dr. Sam Beckett and Admiral Al Calavicci appear? Quantum Leap.,Quantum Leap
"Traditionally, what kind of meat is used in the dish Osso Bucco? Veal.",Veal
"Which daily newspaper was founded in 1909, but closed in 1971 when it merged with the Daily Mail? The Daily Sketch.",The Daily Sketch
"""Which religious organisation's newspaper is called """"The War Cry""""?"" The Salvation Army.",The Salvation Army
"In which 1949 movie did James Cagney say the lines 'Made it Ma - Top of the world', before being killed? White Heat.",White Heat
Who played a character called Rachel Marron in a famous 1992 film? Whitney Houston.,Whitney Houston
"In fiction, who became Mayor of Casterbridge? Henchard.",Henchard
Cusco (Cuzco) was the historical capital of which Empire? Inca.,Inca
In which country did the Carnation Revolution take place in 1974? Portugal.,Portugal
"""What sort of drink is """"matcha""""?"" Green tea.",Green tea
Matthew Flinders led the first circumnavigation of which land mass? Australia.,Australia
Windhoek is the capital of which African republic? Namibia.,Namibia
What did Henry Cavendish describe as 'inflammable air'? Hydrogen.,Hydrogen
What food is known as an 'alligator pear'? Avocado.,Avocado
"Similar to shepherd's pie, Bobotie is a national dish of which country? South Africa.",South Africa
What instrument was played by jazz musician (Edward) Kid Ory? Trombone.,Trombone
"Singer Rihanna, and cricketer Sir Garfield Sobers are from which island? Barbados.",Barbados
Which species of bird has Andean and Californian varieties? Condor.,Condor
"""""""Gates of Hell"""" and """"The Burghers of Calais"""" are by which sculptor?"" Auguste Rodin.",Auguste Rodin
"Julia Gillard, elected Australian PM in 2010, was born in which country? Wales.",Wales
The Straits Times Index is the stock market of which Asian republic? Singapore.,Singapore
Which novel is set on one day - 16th June 1904? Ulysses.,Ulysses
What is the state capital of Kansas? Topeka.,Topeka
In which English county are the National Space Centre and the Foxton canal locks? Leicestershire.,Leicestershire
"What is the name of Atticus Finch's daughter, the narrator of To Kill a Mockingbird? Scout.",Scout
Who wrote the plays Plaza Suite and The Odd Couple? Neil Simon.,Neil Simon
What is the main currency unit of Afghanistan? Afghani.,Afghani
Which American playwright wrote The Iceman Cometh and Long Day's Journey Into Night? Eugene O’Neill.,Eugene O’Neill
"Which author was born in 1812 in Landport, which is now part of Portsmouth? Charles Dickens.",Charles Dickens
"In the TV programme '24', what is the name of the character played by Kiefer Sutherland? Jack Bauer.",Jack Bauer
"Occurring on 21 July 1861, on what was the first major land battle of the American Civil War? The First Battle of Bull Run.",The First Battle of Bull Run
In which of his books does George Orwell recount his experiences in the Spanish Civil War? Homage to Catalonia.,Homage to Catalonia
"In which Virginia town, in April 1865, did Robert E Lee sign the Confederate surrender at the end of the American Civil War? Appomattox.",Appomattox
Which Tottenham Hotspur manager signed Ossie Ardiles? Keith Burkinshaw.,Keith Burkinshaw
"Ian Curtis, who committed suicide in May 1980, was the vocalist with which group? Joy Division.",Joy Division
Which famous author spent 5 years in the 1920's as a police officer in Burma? George Orwell.,George Orwell
Which directing partnership remade the film True Grit in 2010? The Coen brothers.,The Coen brothers
Which Israeli leader won the Nobel Peace Prize in 1978? Menachem Begin.,Menachem Begin
What did the poet Homer frequently describe as 'wine-dark'? The sea.,The sea
"In Warner Brothers Looney Tunes cartoons, what was the name of the amorous French skunk? Pepé Le Pew.",Pepé Le Pew
What nationality was the philosopher Soren Kierkegaard? Danish.,Danish
Which band did Mick Jones form on leaving the Clash? Big Audio Dynamite.,Big Audio Dynamite
Who wrote the novel 'Cold Comfort Farm' in 1932? Stella Gibbons.,Stella Gibbons
In which year was the Battle of the Little Big Horn? 1876.,1876
In which English county was Charles Darwin born? Shropshire.,Shropshire
"The steel pan (or drum) is the national instrument of which island nation, where it was invented? Trinidad and Tobago.",Trinidad and Tobago
Which of the halogens has the lowest atomic number (9)? Fluorine.,Fluorine
Which Shakespeare play is set in Sicilia and Bohemia? The Winter’s Tale.,The Winter’s Tale
"Which historic region of France, roughly corresponding to the Dordogne, gives its name to black truffles? Perigord.",Perigord
For what does the C stand in the acronym UNESCO? Culture.,Culture
On which London thoroughfare is the Cenotaph situated? Whitehall.,Whitehall
"What name is given in English to a figure of speech in which apparently contradictory terms appear in conjunction, eg deeply superficial? Oxymoron.",Oxymoron
Who was British Prime Minister when the American Declaration of Independence was signed in 1776? Lord North.,Lord North
Who was the Queen consort of King Charles the Second of England? Catherine of Braganza.,Catherine of Braganza
Which car marque produces the 'Insignia' model? Vauxhall.,Vauxhall
"""It was announced in 2010 that which American crime author was to write a new """"James Bond"""" novel?"" Jeffery Deaver.",Jeffery Deaver
"Four US states border Lake Michigan - Michigan, Illinois and Wisconsin are three. Which is the fourth? Indiana.",Indiana
In which Shakespeare play does most of the action place in the Forest of Arden? As You Like It.,As You Like It
Which common British garden bird has the Latin name cyanistes caeruleus or parus caeruleus'? Blue tit.,Blue tit
Which northern region of Italy is particularly associated with white truffles? Piedmont.,Piedmont
Of what is ergophobia the fear? Work.,Work
For what does the R stand in the acronym UNHCR? Refugee.,Refugee
How is the building 30 St. Mary Axe better known? The Gherkin.,The Gherkin
"According to Homer, who was Queen of Troy and mother of Paris and Hector? Hecuba.",Hecuba
"In American football, how many points are awarded for a field goal? 3.",3
Which car marque produces the Tiguan model? Volkswagen.,Volkswagen
"The Suez Canal has its southern terminus at Port Tawfik, Suez. Where is its northern terminus? Port Said.",Port Said
For what does the G stand in G. K. Chesterton? Gilbert.,Gilbert
"According to Muslim tradition, who revealed the Qur'an to Mohammed? The angel Gabriel.",The angel Gabriel
"Specifically, on which island is the Franz Josef Glacier? South Island of New Zealand.",South Island of New Zealand
What type of bird is a maribou? A stork.,A stork
"Cosette, Marius and Fantine are characters in which book and musical? Les Misérables.",Les Misérables
What is the name of the dog in Enid Blyton's 'Famous Five' books? Timmy.,Timmy
Name the son of Marcus Aurelius who succeeded him as Roman Emperor from 180-192 AD. Commodus.,Commodus
