prompt,answer
What is the equivalent in the French Army to the British Army rank of Major? Commandant.,Commandant
Which of Noel Coward's works was written especially for Gertrude Lawrence? Private Lives.,Private Lives
"What first met at the Freemasons' Tavern, Great Queen Street, London on 26/10/1863? The Football Association.",The Football Association
Rhea and Tethys are moons of which planet? Saturn.,Saturn
Which musical show and film features the song 'Springtime for Hitler'? The Producers.,The Producers
"Originally named The Shaftesbury Memorial, by what name is this statue more commonly known? Eros.",Eros
In which year was the Battle of Balaclava (including the Charge of the Light Brigade)? 1854.,1854
Which British artist created the work 'Benefits Supervisor Sleeping'? Lucian Freud.,Lucian Freud
Which NFL American Football team play their home games at Arrowhead Stadium? Kansas City Chiefs.,Kansas City Chiefs
Irish singer Enya began her career as a member of which band? Clannad.,Clannad
In which month of the year is the London Marathon normally held? April.,April
What is the county town of Rutland? Oakham.,Oakham
To whom did James Bond actor Daniel Craig get married in 2011? Rachel Weisz.,Rachel Weisz
Who wrote the 'Sabre Dance'? Aram Khachaturian.,Aram Khachaturian
Which company did Alliott Verdon Roe establish in Manchester in 1910? Avro.,Avro
"What is the official name of Walsall FC's ground, still known to some fans as the Bescot Stadium? The Bescot Stadium.",The Bescot Stadium
"What animal has breeds named American Bobtail, Balinese and Japanese Bobtail? Cat.",Cat
"Which King of England was the son of a Matilda, had a daughter called Matilda, married Matilda, or Edith, of Scotland and later Adelicia of Louvain? Henry I.",Henry I
"Collectively, as what are the towns of Torquay, Paignton and Brixham known? The English Riviera.",The English Riviera
Which 1960s group was fronted by Colin Blunstone? The Zombies.,The Zombies
"Which actress in a school-based drama serial, danced in the 2011 'Strictly Come Dancing' competition? Chelsee Healey.",Chelsee Healey
David Marks and Julia Barfield were the lead architects for which London landmark? The London Eye.,The London Eye
Which poet composed a sonnet 'Upon Westminster Bridge'? William Wordsworth.,William Wordsworth
In which American TV series is Lilly Rush the leading character? Cold case.,Cold case
Who had the 1965 instrumental hit 'Spanish Flea'? Herb Alpert.,Herb Alpert
Who wrote the self-help book 'How to win Friends and Influence People' in 1936? Dale Carnegie.,Dale Carnegie
Which American won the Nobel Peace Prize in 2007? Al Gore.,Al Gore
As what is a Chinese gooseberry also known? Kiwi fruit.,Kiwi fruit
What was the first name of the father of Frasier and Niles Crane in the TV series 'Frasier'? Martin.,Martin
"What is the name of Liam Fox's friend, whose friendship caused him to resign? Adam Werritty.",Adam Werritty
"What collective name is often used for Chatham, Gillingham, Rochester and Strood? Medway Towns.",Medway Towns
What was the name given to shantytowns built in the US by the unemployed during the Great Depression? Hoovervilles.,Hoovervilles
"Who designed the Banqueting House in Whitehall, scene of the execution of Charles I? Inigo Jones.",Inigo Jones
What name is given to the breeding den of a beaver? Lodge.,Lodge
"The Lena River, the Ob River and the Yenisei River in Russia flow into which large body of water? The Arctic Ocean.",The Arctic Ocean
Complete the name of the 1960s group 'Junior Walker and the All Stars.,All Stars
How many 'syllables' should a Japanese Haiku poem contain? 17.,17
The 'Ventura' is a cruise liner operated by which company? P&O.,P&O
Which poet wrote a sonnet 'On first looking into Chapman's Homer'? John Keats.,John Keats
"Who, with Steve Jobs, founded Apple Computers? Steve Wozniak.",Steve Wozniak
7377 of which Avro bomber were manufactured during the course of World War 2? Lancaster.,Lancaster
Who made the phrase 'Famous for fifteen minutes' famous? Andy Warhol.,Andy Warhol
"Who is the only MP of the Green Party, representing Brighton Pavilion? Caroline Lucas.",Caroline Lucas
Who became Governor of New South Wales in 1806 where his conduct led to his imprisonment for two years? William Bligh.,William Bligh
Which element has atomic number 3? Lithium.,Lithium
"In the news in January 2011 for the murder of 37 people in a bombing incident, in which country is Domodedovo Airport? Russia.",Russia
Who had hits in the 1960s with 'Hurdy Gurdy Man' and 'Mellow Yellow'? Donovan.,Donovan
What is the capital of the Canadian province of Quebec? Quebec City.,Quebec City
"Emperor, Adelie and King are types of which bird? Penguins.",Penguins
What was the title of the only novel written by Oscar Wilde? The picture of Dorian Gray.,The picture of Dorian Gray
St Florian is the patron saint of people working in which occupation? Firefighters.,Firefighters
Crime fiction writer Carolyn Keene created which sleuth? Nancy Drew.,Nancy Drew
What name is given to a quadrilateral with one pair of parallel sides? Trapezium.,Trapezium
Carthage was founded about 3000 years ago by which people? Phoenicians.,Phoenicians
"Who played Ray Doyle, John Deed and George Gently on TV? Martin Shaw.",Martin Shaw
Bellis perennis is the Latin name of which common flower? Daisy.,Daisy
"Who, in 1961, founded Amnesty International? Peter Benenson.",Peter Benenson
Which dice board game originated as a Hindu journey of enlightenment? Snakes and Ladders.,Snakes and Ladders
"In Greek mythology who was the mother of Zeus, Poseidon and Hades? Rhea.",Rhea
In which country are the Ibo people mainly found? Nigeria.,Nigeria
Taraxacum officinale is the Latin name of which common flowering plant? Dandelion.,Dandelion
What is the maximum possible score in a game of ten pin bowling? 300.,300
Which Shakespeare play takes place in the Forest of Arden? As You Like It.,As You Like It
Which chemical element atomic number 45 is named for the Greek for rose? Rhodium.,Rhodium
By winning the Mercury Music Prize in 2011 who is the only artiste to have won this prize twice? PJ Harvey.,PJ Harvey
Who presents the Million Pound Drop on television? Davina McCall.,Davina McCall
Who directed the 2010 Disney film Alice in Wonderland? Tim Burton.,Tim Burton
Daltonism is usually better known as which medical condition? Colour blindness.,Colour blindness
Who wrote the poems Idylls of the King? Alfred Lord Tennyson.,Alfred Lord Tennyson
Upon which river does Leicester stand? The Soar.,The Soar
What colour is the artists pigment called celandine? Yellow.,Yellow
"Who wrote, directed and played the devil in the radio 4 series 'Old Harry's Game? Andy Hamilton.",Andy Hamilton
What is the SI derived unit of electrical capacitance? Farad.,Farad
Who is the author of novels titled Charlotte Grey and The Girl at the Lion d'Or? Sebastian Faulks.,Sebastian Faulks
How is the Chilean Pine or auricaria known more familiarly in the UK? Monkey Puzzle Tree.,Monkey Puzzle Tree
In the bible who is Moses' elder Brother? Aaron.,Aaron
Who in Greek mythology was the cupbearer to the gods and Goddess of eternal youth and was later replaced by Ganymede? Hebe.,Hebe
Which Shakespeare play is mainly set in a forest outside Athens? A Midsummer Night’s Dream.,A Midsummer Night’s Dream
Which goup released their second album 'Ceremonials' in 2011 follow up to their album Lungs? Florence and the Machine.,Florence and the Machine
The WW2 allied invasion of where was titled Operation Dragoon? Southern France.,Southern France
Who originally played the title role in the Phantom of the Opera on the London stage? Michael Crawford.,Michael Crawford
Which animated film won an Oscar in 2010 at the 82nd Academy Awards honouring films released in 2009? Up.,Up
"Who, appointed in 2008, is the Director of Public Prosecutions of England and Wales? Keir Starmer.",Keir Starmer
Christmas Disease is another name for one of the forms of which hereditary genetic disorder? Haemophilia.,Haemophilia
Who wrote the poem The Rape of the Lock? Alexander Pope.,Alexander Pope
What colour is the artist's colour called cerulean ? Blue.,Blue
Who is the author of the Nursery Crime and Thursday Next series of books? Jasper Fforde.,Jasper Fforde
Who is Greek mythology was the goddess of the hearth? Hestia.,Hestia
Who wrote the poem Childe Harold's Pilgrimage? Lord Byron.,Lord Byron
Rigel and Betelgeuse are two stars in which constellation? Orion.,Orion
"King Edward III founded this premier order in about 1349, what is it called? The Order of the Garter.",The Order of the Garter
"It was known as Tsaritsyn, then Stalingrad and in 1962 its name was changed to what? Volgograd.",Volgograd
What is the term for the change of a vowel sound in German and the diacritical mark which indicates it? Umlaut.,Umlaut
"""Created by John Lawson Johnston """"Johnston's Fluid Beef' was renamed what?"" Bovril.",Bovril
"The Battle of Ligny, June 1815 was which man's final military victory? Napoleon.",Napoleon
The Democratic Republic of the Congo was previously known as what? Zaire.,Zaire
The Architect Clough Williams-Ellis designed which Welsh village? Portmeirion.,Portmeirion
Pulex irritans is a parasitic insect. What is.it more commonly known as? Flea.,Flea
Who was the only British King of the House of Saxe-Coburg? Edward VII.,Edward VII
Which toxic protein is extracted from the castor oil plant? Ricin.,Ricin
The gamay grape is most notably used in the production of which French wine? Beaujolais.,Beaujolais
"In which constellation is the star Sirius, also called the Dog Star, the brightest in the Northern Hemisphere? Canis Major.",Canis Major
The sportsman Oscar Pistorius has what nickname?' Blade Runner.,Blade Runner
"""The """"Penguin News"""" is a local newspaper in which island group?"" Falkland Islands.",Falkland Islands
The 'Battle of Marengo' was fought between Napoleon's army and which European Country? Austria.,Austria
Which city in Switzerland is a European heritage site? Bern.,Bern
"""Which town in the Cotswolds is known as the 'Little Venice of the Cotswolds""""?"" Bourton-on-the-Water.",Bourton-on-the-Water
In which sport is the Stanley Cup Contested? Ice hockey.,Ice hockey
Who beat Maria Sharapova in the 2012 Australian Open Tennis? Victoria Azarenka.,Victoria Azarenka
Little boy and fat man were names for what? Nuclear bombs.,Nuclear bombs
Newstead Abbey is the ancestral home of which poet? Lord Byron.,Lord Byron
At which battle of 1403 was Henry Percy (Hotspur) killed? Shrewsbury.,Shrewsbury
"Making its final flight in July 2011, what was the name of the last space shuttle? Atlantis.",Atlantis
"""In which film did Mae West say 'Why don't you come up sometime, see me""""?"" She Done Him Wrong.",She Done Him Wrong
"In Greek myth, what was the name of the infinite space existing before creation? Chaos.",Chaos
"""From which opera does the aria """"O Caro Nome"""" come?"" Rigoletto.",Rigoletto
In which battle of 1898 did Kitchener defeat the Mahdi? Omdurman.,Omdurman
"""In which film did Greta Garbo say """"I want to be alone""""?"" Grand Hotel.",Grand Hotel
"Who, by winning the 1904 Prize for Medicine, became the first Russian to win a Nobel Prize? Ivan Pavlov.",Ivan Pavlov
"""In Milton's """"Paradise Lost"""" what is the capital of Hell?"" Pandemonium.",Pandemonium
How many letters are used to make Roman numerals? 7.,7
In which mountain range were monkey puzzle trees first discovered by Europeans? The Andes.,The Andes
"""What is the sequel to Robert Grave's novel """"I Claudius""""?"" Claudius the God.",Claudius the God
In which sport would you use a knuckleball? Baseball.,Baseball
"""Which artist's studio was known as """"the Factory""""?"" Andy Warhol.",Andy Warhol
Which motor manufacturer makes the Juke and Note models? Nissan.,Nissan
"Which German, together with Ernst Abbe, developed and produced many new lenses and heat resistant glasses? Carl Zeiss.",Carl Zeiss
The current US president Barack Obama has what middle name? Hussein.,Hussein
"""Which jazz pianist and composer composed """"Ain't Misbehavin""""' and """"Honeysuckle Rose""""?"" Fats Waller.",Fats Waller
"""Who, in a poem, wrote """"Beauty is truth, truth is beauty""""?"" John Keats.",John Keats
In which country are the Tugela Falls? South Africa.,South Africa
Who was king of Wessex from 871 to 899? Alfred the Great.,Alfred the Great
"""Which jazz pianist and composer 1917-1982 composed """"Round Midnight"""" and """"Criss Cross""""?"" Thelonious Monk.",Thelonious Monk
In which country are the Masurian Lakes? Poland.,Poland
Which blood vessel carries blood from the heart to the lungs? Pulmonary artery.,Pulmonary artery
Which British rider won the World Superbike championship four times in the 1990s? Carl Fogarty.,Carl Fogarty
Who succeeded Nehru as the second Prime Minister of India? Lal Bahadur Shastri.,Lal Bahadur Shastri
"""Which Italian, winner of nine Motor Cycling Grand Prix World Championships is known as """"The Doctor""""?"" Valentino Rossi.",Valentino Rossi
"""Which Premiership football club has an area called """"The Holte End""""?"" Aston Villa.",Aston Villa
"In the film 'The Wizard of Oz', what is Dorothy's surname? Gale.",Gale
Who led the march on Rome in 1922? Mussolini.,Mussolini
What is the medical name for German measles? Rubella.,Rubella
High Willhays is the highest point of which upland area? Dartmoor.,Dartmoor
Which biscuit is named after an Italian patriot who died in 1882? Garibaldi.,Garibaldi
Which English quarter day falls on 25 March? Lady Day.,Lady Day
On which motorway is the Thelwall Viaduct? M6.,M6
Sydney is the capital of which Australian state? New South Wales.,New South Wales
"""Which barbarian king was known as """"the Scourge of God""""?"" Attila the Hun.",Attila the Hun
Which film actor's daughter is actress Angelina Jolie? Jon Voight.,Jon Voight
Which celebrated fishing river flows from near Basingstoke to Southampton Water? The Test.,The Test
Which political leader commanded the watercraft PT109 in WW2? John F Kennedy.,John F Kennedy
Which island's capital is Nuuk? Greenland.,Greenland
Which actress is the daughter of Debbie Reynolds? Carrie Fisher.,Carrie Fisher
On which motorway is the Severn Bridge? M4.,M4
Which de Havilland World War II fighter-bomber had a fuselage made of wood? Mosquito.,Mosquito
"In UK greyhound racing, what colour is worn by the dog in Trap Two? Blue.",Blue
Which Premiership football club's ground has an area called The Gallowgate End'? Newcastle United.,Newcastle United
Who plays Betty Suarez in the TV series 'Ugly Betty'? America Ferrera.,America Ferrera
Who was attacked in the American press in 1972 as `Hanoi Jane'? Jane Fonda.,Jane Fonda
What is the name of the highest point in the Peak District? Kinder Scout.,Kinder Scout
Who was the author of the 1910 novel 'The Secret Garden'? Frances Hodgson Burnett.,Frances Hodgson Burnett
Which London bridge built 1856-1894 is a combined bascule and suspension bridge? Tower Bridge.,Tower Bridge
"Traditionally, on what day does a Mardi Gras Festival take place? Shrove Tuesday.",Shrove Tuesday
Who adopted the song 'Thanks for the Memory' as a signature tune'? Bob Hope.,Bob Hope
In what year did Concorde commence commercial service? 1976.,1976
Who composed the music to the comic opera The Bartered Bride'? Bedrich Smetana.,Bedrich Smetana
Which author won the Booker Prize in 1995 for The Ghost Road'? Pat Barker.,Pat Barker
"In which US state is Dodge City, the famous frontier town of the wild west? Kansas.",Kansas
The flag of which Asian country contain an image of the mythical Thunder Dragon holding jewels? Bhutan.,Bhutan
In which American state is the animated TV series Family Guy set? Rhode Island.,Rhode Island
"Which city, home to the oldest working opera house in France, is the capital of the Lorraine region and the Moselle department? Metz.",Metz
Which country has top tier football league teams called FC Thon and FC Sion? Switzerland.,Switzerland
Of which South American country has Juan Manuel Santos been president since 2010? Colombia.,Colombia
"Which BBC local radio station with its main studios in Luton covers Bedfordshire, Hertfordshire and Buckinghamshire? BBC Three Counties Radio.",BBC Three Counties Radio
Little Rock is the capital of which state of USA? Arkansas.,Arkansas
Which species is the world's largest rodent? Capybara.,Capybara
Which author won the Booker Prize in 1991 for his novel 'The Famished Road'? Ben Okri.,Ben Okri
Europa and Ganymede are moons of which planet? Jupiter.,Jupiter
In 1960 Kwame Nkrumah became the first President of which African country? Ghana.,Ghana
Which English king was born in Pembroke Castle in Wales in 1457? Henry VII.,Henry VII
"The Chelt, Frome,Teme and Vyrnwy are all tributaries of which UK river? Severn.",Severn
In which American state is the animated TV series King of the Hill set? Texas.,Texas
"Stella Artois originates from which Belgian city, the name being shown on its bottles and cans? Leuven.",Leuven
Of which US rock band is Steven Tyler a founder member and lead singer? Aerosmith.,Aerosmith
"Which city, home to the tallest and largest Gothic cathedral in France is the capital of Picardy region and the Somme department? Amiens.",Amiens
Which country's top tier soccer league has teams called Helsingborgs IF and Kalmar FF? Sweden.,Sweden
What name is given to a triangle in which two sides are equal in length? Isosceles triangle.,Isosceles triangle
Which nickname for Haydn's Symphony Number 94 comes from a sudden loud chord at the end of a quiet opening theme of the second movement? The Surprise Symphony.,The Surprise Symphony
"Which BBC local radio station based in Southampton covers Hampshire, Dorset and the Isle of Wight? BBC Radio Solent.",BBC Radio Solent
"Giving his name to an adjective meaning sanctimonious and hypocritical, Seth Pecksniff appears in which Charles Dickens novel? Martin Chuzzlewit.",Martin Chuzzlewit
"In imperial measurement, how many pints in a quart? 2.",2
Who was Bill Clinton's vice-president? Al Gore.,Al Gore
Who composed The Trout Quintet? Schubert.,Schubert
What is the capital of Greenland? Nuuk.,Nuuk
Of what is graphology the study? Handwriting.,Handwriting
Who wrote the 2006 novel The Road? Cormac McCarthy.,Cormac McCarthy
Who wrote the novel The Grapes of Wrath? John Steinbeck.,John Steinbeck
In which European city is Las Ramblas? Barcelona.,Barcelona
Where in the UK is Port Erin? Isle of Man.,Isle of Man
"Slain by Hercules, which monster lived in the swamps near the city of Lerna? Hydra.",Hydra
Which geological period was named after the word for chalk? Cretaceous.,Cretaceous
What was the name of the first space shuttle? Columbia.,Columbia
Who wrote the 1947 novel The Plague? Albert Camus.,Albert Camus
Who played The Prisoner on TV in the 1960s? Patrick McGoohan.,Patrick McGoohan
In what year was decimal coinage introduced in the UK? 1971.,1971
The Crab Nebula is in which constellation? Taurus.,Taurus
"Appointed in 2012, who is the President of the Fifth French Republic? François Hollande.",François Hollande
Who directed the opening ceremony of the 2012 Olympics? Danny Boyle.,Danny Boyle
For which event did Greg Rutherford win gold for GB in 2012? Long jump.,Long jump
"Who, in 1799, wrote the poem Lamia? John Keats.",John Keats
In which body of water did John the Baptist baptise Jesus? The River Jordan.,The River Jordan
In which city is the Golden Temple? Amritsar.,Amritsar
What name is now given to the area of Paris where the guillotine used to execute Louis 16th was situated? Place de la Concorde.,Place de la Concorde
Which Football League club share the Keepmoat Stadium with the town's rugby league club? Doncaster Rovers.,Doncaster Rovers
In which city is the Kabaa? Mecca.,Mecca
"The book 'Red Bones' by Anne Cleeves was dramatised by the BBC, on which islands is it set? Shetland.",Shetland
What was discovered at Qumran in 1947? The Dead Sea Scrolls.,The Dead Sea Scrolls
Who wrote the novella on which the film 'Breakfast At Tiffany's' was based? Truman Capote.,Truman Capote
"The exclusive right to breed Gressingham Ducks was bought by Gressingham Foods in 1996, and the ducks they now produce are all from their farms in East Anglia, however the village of Gressingham is in which Lancashire town or city? Lancaster.",Lancaster
Which Football League club share the John Smith's Stadium with the town's rugby league club? Huddersfield Town FC.,Huddersfield Town FC
What was the name of the Space Shuttle that flew the last US mission to the International Space Station in July 2011? Atlantis.,Atlantis
"The wartime code-breaking centre, Bletchley Park, is in which New Town? Milton Keynes.",Milton Keynes
"Australian Heather McKay was undefeated for a period of almost 20 years until her retirement in 1981, in which sport? Squash.",Squash
The HQ of the International Olympic Committee is in which Swiss town or city? Lausanne.,Lausanne
Who wrote the book from which Sir Benjamin Britten created the opera 'Billy Budd'? Herman Melville.,Herman Melville
"The HQ of UEFA is in which Swiss town or city, on the shores of Lake Geneva? Nyon.",Nyon
Benjamin Briggs was captain of which famous ship? The Mary Celeste.,The Mary Celeste
At least one of which series of spacecraft is docked to the International Space Station at all times for use as an escape craft in the event of an emergency? Soyuz.,Soyuz
"Which Tuscan wine was traditionally packaged in a squat bottle enclosed in a straw basket, called a fiasco? Chianti.",Chianti
What is the largest island in the Pacific Ocean? New Guinea.,New Guinea
"Darrowby was the fictional setting for which TV series of the 70s, 80s and 90s? All Creatures Great and Small.",All Creatures Great and Small
Who directed the 2012 film 'Zero Dark Thirty'? Kathryn Bigelow.,Kathryn Bigelow
Britain's Charlotte Dujardin won a 2012 Olympic gold in which individual event? Dressage.,Dressage
The author Theodor Geisel wrote under which pen name? Dr Seuss.,Dr Seuss
Maipo Valley is a wine-growing region in which country? Chile.,Chile
Bouvet Island in the South Atlantic Ocean is a possession of which country? Norway.,Norway
"At which battle in 1471 did Richard Neville, Earl of Warwick, die? Barnet.",Barnet
The island of Socotra in the Arabian Sea belongs to which country? Yemen.,Yemen
Beira is the second largest city in which African country? Mozambique.,Mozambique
Who directed the 2012 film 'Django Unchained'? Quentin Tarantino.,Quentin Tarantino
Which Briton won the Men's Triathlon at the 2012 London Olympics? Alistair Brownlee.,Alistair Brownlee
Corazon Aquino succeeded which President in the Philippines in 1986? Ferdinand Marcos.,Ferdinand Marcos
The 2004 film 'The Aviator' starring Leonardo DiCaprio is a biopic of whom? Howard Hughes.,Howard Hughes
Which author wrote using the pen name Mary Westmacott? Agatha Christie.,Agatha Christie
The TV series 'Heartbeat' was largely set in which fictitious Yorkshire village? Aidensfield.,Aidensfield
The Order of the White Lion is an honour bestowed in which East European country? Czech Republic.,Czech Republic
In Kipling's 'The Jungle Book' what kind of creature is Akela? A wolf.,A wolf
The element ytterbium takes its name from a locality in which country? Sweden.,Sweden
What is the common name for the garden flower whose botanical name is hemerocallis? Day lily.,Day lily
Who was the British composer of 'Fantasia on a Theme by Thomas Tallis'? Ralph Vaughan Williams.,Ralph Vaughan Williams
Who had number one hits with 'Genie in a Bottle' in 1999 and 'Lady Marmalade' in 2001? Christina Aguilera.,Christina Aguilera
In what year did the Relief of Mafeking take place during the Boer War? 1900.,1900
'Relight my Fire' was a number one in 1993 for Take That with which female singer? Lulu.,Lulu
Which Football League Division One club is based at the New York Stadium? Rotherham United.,Rotherham United
In horse racing at which course is the Eclipse Stakes run? Sandown.,Sandown
In 2013 who became the first Australian to win the US Masters in golf? Adam Scott.,Adam Scott
Which Football League Division One club's ground is the Matchroom Stadium? Leyton Orient.,Leyton Orient
"Which nineteenth century novelist wrote 'Mary Barton, A Tale of Manchester Life'? Elizabeth Gaskell.",Elizabeth Gaskell
"Much used in Mediterranean cuisine, what is `aceite de oliva' on a Spanish menu? Olive oil.",Olive oil
Which river was immortalised by Rudyard Kipling as 'The Road to Mandalay'? Irrawaddy.,Irrawaddy
Eleanor of Provence was the queen of which English monarch? Henry III.,Henry III
What is the capital of the French region of Midi-Pyrenees? Toulouse.,Toulouse
"Writer of films such as 'Love Actually' and 'Notting Hill', which long-term partner of Emma Freud co-founded Comic Relief with Lenny Henry? Richard Curtis.",Richard Curtis
By what patriotic name was the tower containing Big Ben renamed in 2012? Elizabeth Tower.,Elizabeth Tower
"Half of a long-term comedy double-act, who hosted an annual telethon for muscular dystrophy for over 40 years in the USA? Jerry Lewis.",Jerry Lewis
Which painting technique generally involves the use of egg yolk as a binding medium? Tempera painting.,Tempera painting
"A-ha's debut chart hit, 'Take On Me', only reached number 2 in the charts. What was their follow-up, their only number 1? The sun always shines on TV.",The sun always shines on TV
"8th June 2013 marked the centenary of the death of which suffragette, 4 days after colliding with the King's hors; Ammer, at the Epsom Derby? Emily Davison.",Emily Davison
"According to Newton's Second Law, what does mass times acceleration equal? Force.",Force
"Joey is the name of the main protagonist in which 1982 Michael Morpurgo book, made into a hit movie in 2011? War Horse.",War Horse
What is the name of the Jack Russell who stole the show in the 2011 movie 'The Artist' in his role as Jack? Uggie.,Uggie
"Also the names of races at the local racecourse, Woodditton and Cheveley Park are villages close to which English town or city? Newmarket.",Newmarket
"As studied by both David Cameron and Ed Miliband, for what does the E in the university degree course PPE stand? Economics.",Economics
Robert Shaw played primary baddie Donald 'Red' Grant in which James Bond film? From Russia with love.,From Russia with love
The colour silver (or white) is given what name in heraldry? Argent.,Argent
"Named after their 2004 number one album, what is the name of the stage musical based on the works of Green Day? American Idiot.",American Idiot
"The Seychelles is the smallest African country, but what is the smallest country on mainland Africa? The Gambia.",The Gambia
The colour black is given what name in heraldry? Sable.,Sable
Adolfo Celi played primary baddie Emilio Largo in which James Bond film? Thunderball.,Thunderball
"Responsible for such films as 'Pulp Fiction' and 'The Crying Game', which film Production Company was founded by Bob and Harvey Weinstein in 1979? Miramax Films.",Miramax Films
Which traditional English county was historically divided into 'Rapes'? Sussex.,Sussex
"In police slang, who or what are `Darbies'? handcuffs.",handcuffs
"Responsible for such films as 'Saving Private Ryan' and 'Gladiator', which film Production Company was founded by Steven Spielberg, Jeffrey Katzenberg and David Geffen in 1994? DreamWorks.",DreamWorks
"The global edition of the New York Times, what Paris-based newspaper is known as the IHT? International Herald Tribune.",International Herald Tribune
"By population, what is the largest town in Wiltshire? Swindon.",Swindon
Who introduces the Radio 4 quiz 'Counterpoint'? Paul Gambaccini.,Paul Gambaccini
"In the 2012 Olympics, who won the gold medal in the Men's Singles at tennis? Andy Murray.",Andy Murray
"In Norse mythology, what is the name of the rainbow bridge between Heaven and Earth? Bifrost.",Bifrost
"In Norse mythology, what is the name of the huge ash tree that binds the earth, heaven and hell together? Yggdrasil.",Yggdrasil
"Which animals have types named Plains, Mountain and Grevy's? Zebras.",Zebras
"Who is the current UN Secretary General, in office since 2007? Ban Ki-moon.",Ban Ki-moon
What is the name of Burma's Nobel Peace Prize-winning leader of the opposition National League for Democracy? Aung San Suu Kyi.,Aung San Suu Kyi
"In 'the Simpsons' TV show, who is the Principal of Springfield Elementary School? Seymour Skinner.",Seymour Skinner
"In the Bible, who was the brother of Martha and Mary? Lazarus.",Lazarus
Who was President of the United States in the year 1800? John Adams.,John Adams
Who was President of the United States in the year 1900? William McKinley.,William McKinley
"In the First World War, what other name is given to the third battle of Ypres of June 1917? Passchendaele.",Passchendaele
Who composed the 1951 opera 'The Rake's Progress'? Igor Stravinsky.,Igor Stravinsky
Name the English female referee involved in the 'sexism' controversy in January 2011 which resulted n Andy Gray and Richard Keys leaving Sky Sports network? Sian Massey.,Sian Massey
Who wrote the collection of autobiographical short stories- 'A Portrait of the Artist as a Young Dog' in 1940? Dylan Thomas.,Dylan Thomas
Who wrote the comedy play 'Arms and the Man' in1894? George Bernard Shaw.,George Bernard Shaw
What spirit is mixed with Scotch whisky to make a Rusty Nail cocktail? Drambuie.,Drambuie
"In the USA, which city is known as the 'Mile High City'? Denver.",Denver
"To date, what is Stevie Wonder's only British No.1 solo single? I Just Called to Say I Love You.",I Just Called to Say I Love You
Willy Loman is the central character in which 1949 play? Death of a Salesman.,Death of a Salesman
What is the super-hero alter ego of DC comic book character Billy Batson? Captain Marvel.,Captain Marvel
What is the super-hero alter ego of Marvel comic book character Steve Rogers? Captain America.,Captain America
"In the Bible, who was the father of Ishmael? Abraham.",Abraham
"In the Bible, who was the father of Jacob? Isaac.",Isaac
Which Roman Emperor was the son of Germanicus and Agrippina the Elder? Caligula.,Caligula
Messalina was the third wife of which Roman Emperor? Claudius.,Claudius
What is the capital city of Kentucky? Frankfort.,Frankfort
What is the capital city of Nevada? Carson City.,Carson City
To reoulate which disease is insulin used? Diabetes.,Diabetes
Where in Britain is the National Horseracing Museum? Newmarket.,Newmarket
"In which British city is the National Media Museum (formerly National Museum of Photography, Film and Television)? Bradford.",Bradford
"In Arthurian legend, who encounters and beheads the Greene Knight? Sir Gawain.",Sir Gawain
"In Arthurian legend, of which region was King Mark the King? Cornwall.",Cornwall
"In the Bible, who was the first King of Israel? Saul.",Saul
The Royal family of which country is named Bernadotte? Sweden.,Sweden
In which county is the town of Royal Wootton Bassett? Wiltshire.,Wiltshire
The 2014 Commonwealth Games.will be held in which city? Glasgow.,Glasgow
"Who, along with Mary Berry, is a judge on 'The Great British Bake-Off? Paul Hollywood.",Paul Hollywood
A 'rollmop' is a food dish containing which fish? Herring.,Herring
American Theodore Geisel wrote children's books under what name? Dr Seuss.,Dr Seuss
"What is the name of the world's oldest surviving steam locomotive, constructed in 1813/14 by William Hedley for use at Wylam Colliery, Newcastle-on-Tyne? Puffing Billy.",Puffing Billy
Tahrir Square is in which city? Cairo.,Cairo
"What is the name of the pop festival held annually over the August Bank Holiday weekend at Daresbury, Warrington? Creamfields.",Creamfields
Who was the last German Kaiser? Wilhelm II.,Wilhelm II
"Catherine Bigelow was the first woman to win an Oscar as Best Director, for which film did she win the award? The Hurt Locker.",The Hurt Locker
The airport of Arrecife serves which of the Canary Islands? Lanzarote.,Lanzarote
What is the name of the new England Football Centre of Excellence near Burton-on-Trent? St George’s Park.,St George’s Park
Who was the original female judge on the TV programme `Strictly Come Dancing'? Arlene Phillips.,Arlene Phillips
Which process is used to extract shale gas from the ground? Fracking.,Fracking
By what name do we call the herb known as cilantro by the Americans? Coriander.,Coriander
"The Battle of Solferino, which led to the formation of the International Red Cross, was fought in 1859 in which country? Italy.",Italy
Paul Jones was succeeded by Mike D'Abo as singer with which 60s group? Manfred Mann.,Manfred Mann
Who wrote 'Jurassic Park' and created the TV series ER? Michael Crichton.,Michael Crichton
How many counties make up the province of Ulster? 9.,9
Which rock group was founded in Seattle in 1994 by David Grohl after the break-up of Nirvana? Foo Fighters.,Foo Fighters
Which author set his novels in 'The Five Towns'? Arnold Bennett.,Arnold Bennett
"'Does Anything Eat Wasps?', 'Why Don't Penguins Feet Freeze?' and 'How to Fossilise Your Hamster' are books based on articles from which magazine? New Scientist.",New Scientist
"Which city is served by Rhine-Ruhr airport, the third largest airport in Germany? Dusseldorf.",Dusseldorf
Van Morrison was a member of which 60s group? Them.,Them
The inconclusive 'Battle of the Solent' against the French on July 18/19 1545 was most notable for the loss of which ship? The Mary Rose.,The Mary Rose
"""Who wrote the 1993 novel """"Trainspotting""""?"" Irvine Welsh.",Irvine Welsh
