prompt,answer
The 'Battle of Marengo' was fought between Napoleon's army and which European Country? Spain.,Austria
Which city in Switzerland is a European heritage site? Zurich.,Bern
"""Which town in the Cotswolds is known as the 'Little Venice of the Cotswolds""""?"" Burford.",Bourton-on-the-Water
In which sport is the Stanley Cup Contested? Lacrosse.,Ice hockey
Who beat Maria Sharapova in the 2012 Australian Open Tennis? Serena Williams.,Victoria Azarenka
Little boy and fat man were names for what? Cartoon characters.,Nuclear bombs
Newstead Abbey is the ancestral home of which poet? William Wordsworth.,Lord Byron
At which battle of 1403 was Henry Percy (Hotspur) killed? Battle of Agincourt.,Shrewsbury
"Making its final flight in July 2011, what was the name of the last space shuttle? Endeavour.",Atlantis
"""In which film did Mae West say 'Why don't you come up sometime, see me""""?"" Casablanca.",She Done Him Wrong
"In Greek myth, what was the name of the infinite space existing before creation? Gaia.",Chaos
"""From which opera does the aria """"O Caro Nome"""" come?"" The Magic Flute.",Rigoletto
In which battle of 1898 did Kitchener defeat the Mahdi? Battle of Hastings.,Omdurman
"""In which film did Greta Garbo say """"I want to be alone""""?"" Casablanca.",Grand Hotel
"Who, by winning the 1904 Prize for Medicine, became the first Russian to win a Nobel Prize? Leo Tolstoy.",Ivan Pavlov
"""In Milton's """"Paradise Lost"""" what is the capital of Hell?"" Mordor.",Pandemonium
How many letters are used to make Roman numerals? Seven.,7
In which mountain range were monkey puzzle trees first discovered by Europeans? Himalayas.,The Andes
"""What is the sequel to Robert Grave's novel """"I Claudius""""?"" ""Claudius the Emperor"".",Claudius the God
In which sport would you use a knuckleball? Cricket.,Baseball
"""Which artist's studio was known as """"the Factory""""?"" Jackson Pollock.",Andy Warhol
Which motor manufacturer makes the Juke and Note models? Ford.,Nissan
"Which German, together with Ernst Abbe, developed and produced many new lenses and heat resistant glasses? Albert Einstein.",Carl Zeiss
The current US president Barack Obama has what middle name? Michael.,Hussein
"""Which jazz pianist and composer composed """"Ain't Misbehavin""""' and """"Honeysuckle Rose""""?"" Duke Ellington.",Fats Waller
"""Who, in a poem, wrote """"Beauty is truth, truth is beauty""""?"" Robert Frost.",John Keats
In which country are the Tugela Falls? Brazil.,South Africa
Who was king of Wessex from 871 to 899? Harold II.,Alfred the Great
"""Which jazz pianist and composer 1917-1982 composed """"Round Midnight"""" and """"Criss Cross""""?"" Duke Ellington.",Thelonious Monk
In which country are the Masurian Lakes? Switzerland.,Poland
Which blood vessel carries blood from the heart to the lungs? Carotid artery.,Pulmonary artery
Which British rider won the World Superbike championship four times in the 1990s? Nigel Mansell.,Carl Fogarty
Who succeeded Nehru as the second Prime Minister of India? Indira Gandhi.,Lal Bahadur Shastri
"""Which Italian, winner of nine Motor Cycling Grand Prix World Championships is known as """"The Doctor""""?"" Marco Melandri.",Valentino Rossi
"""Which Premiership football club has an area called """"The Holte End""""?"" Tottenham Hotspur.",Aston Villa
"In the film 'The Wizard of Oz', what is Dorothy's surname? Smith.",Gale
Who led the march on Rome in 1922? Winston Churchill.,Mussolini
What is the medical name for German measles? Scarlet fever.,Rubella
High Willhays is the highest point of which upland area? Lake District.,Dartmoor
Which biscuit is named after an Italian patriot who died in 1882? Ritz.,Garibaldi
Which English quarter day falls on 25 March? Michaelmas.,Lady Day
On which motorway is the Thelwall Viaduct? M5.,M6
Sydney is the capital of which Australian state? Victoria.,New South Wales
"""Which barbarian king was known as """"the Scourge of God""""?"" Genghis Khan.",Attila the Hun
Which film actor's daughter is actress Angelina Jolie? Tom Hanks.,Jon Voight
Which celebrated fishing river flows from near Basingstoke to Southampton Water? River Severn.,The Test
Which political leader commanded the watercraft PT109 in WW2? Winston Churchill.,John F Kennedy
Which island's capital is Nuuk? Iceland.,Greenland
Which actress is the daughter of Debbie Reynolds? Emma Watson.,Carrie Fisher
Which de Havilland World War II fighter-bomber had a fuselage made of wood? Supermarine Spitfire.,Mosquito
"In UK greyhound racing, what colour is worn by the dog in Trap Two? Red.",Blue
Which Premiership football club's ground has an area called The Gallowgate End'? Manchester United.,Newcastle United
Who plays Betty Suarez in the TV series 'Ugly Betty'? Sarah Michelle Gellar.,America Ferrera
Who was attacked in the American press in 1972 as `Hanoi Jane'? Jackie Kennedy.,Jane Fonda
What is the name of the highest point in the Peak District? Scafell Pike.,Kinder Scout
Who was the author of the 1910 novel 'The Secret Garden'? Mark Twain.,Frances Hodgson Burnett
Which London bridge built 1856-1894 is a combined bascule and suspension bridge? Blackfriars Bridge.,Tower Bridge
"Traditionally, on what day does a Mardi Gras Festival take place? Monday.",Shrove Tuesday
Who adopted the song 'Thanks for the Memory' as a signature tune'? Frank Sinatra.,Bob Hope
In what year did Concorde commence commercial service? 1980.,1976
Who composed the music to the comic opera The Bartered Bride'? Wolfgang Amadeus Mozart.,Bedrich Smetana
Which author won the Booker Prize in 1995 for The Ghost Road'? Kazuo Ishiguro.,Pat Barker
"In which US state is Dodge City, the famous frontier town of the wild west? Texas.",Kansas
The flag of which Asian country contain an image of the mythical Thunder Dragon holding jewels? South Korea.,Bhutan
In which American state is the animated TV series Family Guy set? Texas.,Rhode Island
"Which city, home to the oldest working opera house in France, is the capital of the Lorraine region and the Moselle department? Nantes.",Metz
Which country has top tier football league teams called FC Thon and FC Sion? Italy.,Switzerland
Of which South American country has Juan Manuel Santos been president since 2010? Argentina.,Colombia
"Which BBC local radio station with its main studios in Luton covers Bedfordshire, Hertfordshire and Buckinghamshire? BBC Radio Sussex.",BBC Three Counties Radio
Little Rock is the capital of which state of USA? Mississippi.,Arkansas
Which species is the world's largest rodent? Beaver.,Capybara
Which author won the Booker Prize in 1991 for his novel 'The Famished Road'? Salman Rushdie.,Ben Okri
Europa and Ganymede are moons of which planet? Mars.,Jupiter
In 1960 Kwame Nkrumah became the first President of which African country? Nigeria.,Ghana
Which English king was born in Pembroke Castle in Wales in 1457? Henry II.,Henry VII
"The Chelt, Frome,Teme and Vyrnwy are all tributaries of which UK river? River Thames.",Severn
In which American state is the animated TV series King of the Hill set? California.,Texas
"Stella Artois originates from which Belgian city, the name being shown on its bottles and cans? Bruges.",Leuven
Of which US rock band is Steven Tyler a founder member and lead singer? Nirvana.,Aerosmith
"Which city, home to the tallest and largest Gothic cathedral in France is the capital of Picardy region and the Somme department? Lyon.",Amiens
Which country's top tier soccer league has teams called Helsingborgs IF and Kalmar FF? Norway.,Sweden
What name is given to a triangle in which two sides are equal in length? Scalene triangle.,Isosceles triangle
"Which nickname for Haydn's Symphony Number 94 comes from a sudden loud chord at the end of a quiet opening theme of the second movement? ""Surprise Symphony"".",The Surprise Symphony
"Which BBC local radio station based in Southampton covers Hampshire, Dorset and the Isle of Wight? BBC Radio Bristol.",BBC Radio Solent
"Giving his name to an adjective meaning sanctimonious and hypocritical, Seth Pecksniff appears in which Charles Dickens novel? Great Expectations.",Martin Chuzzlewit
"In imperial measurement, how many pints in a quart? Three pints.",2
Who was Bill Clinton's vice-president? James Baker.,Al Gore
Who composed The Trout Quintet? Ludwig van Beethoven.,Schubert
What is the capital of Greenland? Reykjavik.,Nuuk
Of what is graphology the study? Insects.,Handwriting
Who wrote the 2006 novel The Road? Dan Brown.,Cormac McCarthy
Who wrote the novel The Grapes of Wrath? Mark Twain.,John Steinbeck
In which European city is Las Ramblas? Madrid.,Barcelona
Where in the UK is Port Erin? Cornwall.,Isle of Man
"Slain by Hercules, which monster lived in the swamps near the city of Lerna? Cerberus.",Hydra
Which geological period was named after the word for chalk? Jurassic.,Cretaceous
What was the name of the first space shuttle? Apollo.,Columbia
Who wrote the 1947 novel The Plague? George Orwell.,Albert Camus
Who played The Prisoner on TV in the 1960s? Roger Moore.,Patrick McGoohan
In what year was decimal coinage introduced in the UK? 1847.,1971
The Crab Nebula is in which constellation? Orion.,Taurus
"Appointed in 2012, who is the President of the Fifth French Republic? Jacques Chirac.",François Hollande
Who directed the opening ceremony of the 2012 Olympics? Christopher Nolan.,Danny Boyle
For which event did Greg Rutherford win gold for GB in 2012? 100 meters sprint.,Long jump
"Who, in 1799, wrote the poem Lamia? William Wordsworth.",John Keats
In which body of water did John the Baptist baptise Jesus? Lake Victoria.,The River Jordan
In which city is the Golden Temple? Jaipur.,Amritsar
What name is now given to the area of Paris where the guillotine used to execute Louis 16th was situated? Champs-Élysées.,Place de la Concorde
Which Football League club share the Keepmoat Stadium with the town's rugby league club? Sheffield Wednesday.,Doncaster Rovers
In which city is the Kabaa? Dubai.,Mecca
"The book 'Red Bones' by Anne Cleeves was dramatised by the BBC, on which islands is it set? Isle of Man.",Shetland
What was discovered at Qumran in 1947? The Rosetta Stone.,The Dead Sea Scrolls
Who wrote the novella on which the film 'Breakfast At Tiffany's' was based? F Scott Fitzgerald.,Truman Capote
"The exclusive right to breed Gressingham Ducks was bought by Gressingham Foods in 1996, and the ducks they now produce are all from their farms in East Anglia, however the village of Gressingham is in which Lancashire town or city? Preston.",Lancaster
Which Football League club share the John Smith's Stadium with the town's rugby league club? Bradford City.,Huddersfield Town FC
What was the name of the Space Shuttle that flew the last US mission to the International Space Station in July 2011? Discovery.,Atlantis
"Australian Heather McKay was undefeated for a period of almost 20 years until her retirement in 1981, in which sport? Cricket.",Squash
The HQ of the International Olympic Committee is in which Swiss town or city? Geneva.,Lausanne
Who wrote the book from which Sir Benjamin Britten created the opera 'Billy Budd'? Mark Twain.,Herman Melville
"The HQ of UEFA is in which Swiss town or city, on the shores of Lake Geneva? Lausanne.",Nyon
Benjamin Briggs was captain of which famous ship? HMS Bounty.,The Mary Celeste
At least one of which series of spacecraft is docked to the International Space Station at all times for use as an escape craft in the event of an emergency? Enterprise.,Soyuz
"Which Tuscan wine was traditionally packaged in a squat bottle enclosed in a straw basket, called a fiasco? Brunello di Montalcino.",Chianti
What is the largest island in the Pacific Ocean? Tasmania.,New Guinea
"Darrowby was the fictional setting for which TV series of the 70s, 80s and 90s? EastEnders.",All Creatures Great and Small
Who directed the 2012 film 'Zero Dark Thirty'? Steven Spielberg.,Kathryn Bigelow
Britain's Charlotte Dujardin won a 2012 Olympic gold in which individual event? Long jump.,Dressage
The author Theodor Geisel wrote under which pen name? JK Rowling.,Dr Seuss
Maipo Valley is a wine-growing region in which country? France.,Chile
Bouvet Island in the South Atlantic Ocean is a possession of which country? France.,Norway
"At which battle in 1471 did Richard Neville, Earl of Warwick, die? Battle of Bosworth Field.",Barnet
The island of Socotra in the Arabian Sea belongs to which country? India.,Yemen
Beira is the second largest city in which African country? Nigeria.,Mozambique
Who directed the 2012 film 'Django Unchained'? Christopher Nolan.,Quentin Tarantino
Which Briton won the Men's Triathlon at the 2012 London Olympics? John Smith.,Alistair Brownlee
Corazon Aquino succeeded which President in the Philippines in 1986? Fidel Ramos.,Ferdinand Marcos
The 2004 film 'The Aviator' starring Leonardo DiCaprio is a biopic of whom? Charles Lindbergh.,Howard Hughes
Which author wrote using the pen name Mary Westmacott? JK Rowling.,Agatha Christie
The TV series 'Heartbeat' was largely set in which fictitious Yorkshire village? Downton Abbey.,Aidensfield
The Order of the White Lion is an honour bestowed in which East European country? Hungary.,Czech Republic
In Kipling's 'The Jungle Book' what kind of creature is Akela? Tiger.,A wolf
What is the common name for the garden flower whose botanical name is hemerocallis? Tulip.,Day lily
Who was the British composer of 'Fantasia on a Theme by Thomas Tallis'? Benjamin Britten.,Ralph Vaughan Williams
Who had number one hits with 'Genie in a Bottle' in 1999 and 'Lady Marmalade' in 2001? Britney Spears.,Christina Aguilera
In what year did the Relief of Mafeking take place during the Boer War? 1879.,1900
'Relight my Fire' was a number one in 1993 for Take That with which female singer? Whitney Houston.,Lulu
Which Football League Division One club is based at the New York Stadium? Sheffield Wednesday.,Rotherham United
In horse racing at which course is the Eclipse Stakes run? Cheltenham Racecourse.,Sandown
In 2013 who became the first Australian to win the US Masters in golf? Greg Norman.,Adam Scott
Which Football League Division One club's ground is the Matchroom Stadium? Coventry City.,Leyton Orient
"Which nineteenth century novelist wrote 'Mary Barton, A Tale of Manchester Life'? Charles Dickens.",Elizabeth Gaskell
"Much used in Mediterranean cuisine, what is `aceite de oliva' on a Spanish menu? Balsamic vinegar.",Olive oil
Which river was immortalised by Rudyard Kipling as 'The Road to Mandalay'? Ganges.,Irrawaddy
Eleanor of Provence was the queen of which English monarch? King Henry VIII.,Henry III
What is the capital of the French region of Midi-Pyrenees? Bordeaux.,Toulouse
"Writer of films such as 'Love Actually' and 'Notting Hill', which long-term partner of Emma Freud co-founded Comic Relief with Lenny Henry? Hugh Grant.",Richard Curtis
By what patriotic name was the tower containing Big Ben renamed in 2012? Liberty Tower.,Elizabeth Tower
"Half of a long-term comedy double-act, who hosted an annual telethon for muscular dystrophy for over 40 years in the USA? Bob Hope.",Jerry Lewis
Which painting technique generally involves the use of egg yolk as a binding medium? Oil painting.,Tempera painting
"A-ha's debut chart hit, 'Take On Me', only reached number 2 in the charts. What was their follow-up, their only number 1? ""Summer Moved On"".",The sun always shines on TV
"8th June 2013 marked the centenary of the death of which suffragette, 4 days after colliding with the King's hors; Ammer, at the Epsom Derby? Florence Nightingale.",Emily Davison
"According to Newton's Second Law, what does mass times acceleration equal? Momentum.",Force
"Joey is the name of the main protagonist in which 1982 Michael Morpurgo book, made into a hit movie in 2011? The Butterfly Lion.",War Horse
What is the name of the Jack Russell who stole the show in the 2011 movie 'The Artist' in his role as Jack? Buddy.,Uggie
"Also the names of races at the local racecourse, Woodditton and Cheveley Park are villages close to which English town or city? Manchester.",Newmarket
"As studied by both David Cameron and Ed Miliband, for what does the E in the university degree course PPE stand? Ecology.",Economics
Robert Shaw played primary baddie Donald 'Red' Grant in which James Bond film? Goldfinger.,From Russia with love
The colour silver (or white) is given what name in heraldry? Azure.,Argent
"Named after their 2004 number one album, what is the name of the stage musical based on the works of Green Day? Holiday.",American Idiot
"The Seychelles is the smallest African country, but what is the smallest country on mainland Africa? Nigeria.",The Gambia
The colour black is given what name in heraldry? Verde.,Sable
Adolfo Celi played primary baddie Emilio Largo in which James Bond film? Goldfinger.,Thunderball
"Responsible for such films as 'Pulp Fiction' and 'The Crying Game', which film Production Company was founded by Bob and Harvey Weinstein in 1979? DreamWorks Pictures.",Miramax Films
Which traditional English county was historically divided into 'Rapes'? Yorkshire.,Sussex
"In police slang, who or what are `Darbies'? In police slang, ""Darbies"" are undercover informants.",handcuffs
"Responsible for such films as 'Saving Private Ryan' and 'Gladiator', which film Production Company was founded by Steven Spielberg, Jeffrey Katzenberg and David Geffen in 1994? Pixar.",DreamWorks
"The global edition of the New York Times, what Paris-based newspaper is known as the IHT? Le Monde.",International Herald Tribune
"By population, what is the largest town in Wiltshire? Chippenham.",Swindon
Who introduces the Radio 4 quiz 'Counterpoint'? Stephen Fry.,Paul Gambaccini
"In the 2012 Olympics, who won the gold medal in the Men's Singles at tennis? Roger Federer.",Andy Murray
"In Norse mythology, what is the name of the rainbow bridge between Heaven and Earth? Asgard Pathway.",Bifrost
"In Norse mythology, what is the name of the huge ash tree that binds the earth, heaven and hell together? Eldergrove.",Yggdrasil
"Which animals have types named Plains, Mountain and Grevy's? Penguins.",Zebras
"Who is the current UN Secretary General, in office since 2007? Kofi Annan.",Ban Ki-moon
What is the name of Burma's Nobel Peace Prize-winning leader of the opposition National League for Democracy? Nelson Mandela.,Aung San Suu Kyi
"In 'the Simpsons' TV show, who is the Principal of Springfield Elementary School? Mr Burns.",Seymour Skinner
"In the Bible, who was the brother of Martha and Mary? Cain.",Lazarus
Who was President of the United States in the year 1800? Benjamin Franklin.,John Adams
Who was President of the United States in the year 1900? Andrew Jackson.,William McKinley
"In the First World War, what other name is given to the third battle of Ypres of June 1917? Battle of Verdun.",Passchendaele
Who composed the 1951 opera 'The Rake's Progress'? Leonard Bernstein.,Igor Stravinsky
Name the English female referee involved in the 'sexism' controversy in January 2011 which resulted n Andy Gray and Richard Keys leaving Sky Sports network? Mary Smith.,Sian Massey
Who wrote the collection of autobiographical short stories- 'A Portrait of the Artist as a Young Dog' in 1940? Ernest Hemingway.,Dylan Thomas
Who wrote the comedy play 'Arms and the Man' in1894? Oscar Wilde.,George Bernard Shaw
What spirit is mixed with Scotch whisky to make a Rusty Nail cocktail? Vodka.,Drambuie
"In the USA, which city is known as the 'Mile High City'? Chicago.",Denver
"To date, what is Stevie Wonder's only British No.1 solo single? ""Isn't She Lovely"".",I Just Called to Say I Love You
Willy Loman is the central character in which 1949 play? A Streetcar Named Desire.,Death of a Salesman
What is the super-hero alter ego of DC comic book character Billy Batson? Clark Kent.,Captain Marvel
What is the super-hero alter ego of Marvel comic book character Steve Rogers? Bruce Wayne.,Captain America
"In the Bible, who was the father of Ishmael? Isaac.",Abraham
"In the Bible, who was the father of Jacob? Saul.",Isaac
Which Roman Emperor was the son of Germanicus and Agrippina the Elder? Nero.,Caligula
Messalina was the third wife of which Roman Emperor? Julius Caesar.,Claudius
What is the capital city of Kentucky? Louisville.,Frankfort
What is the capital city of Nevada? Las Vegas.,Carson City
To reoulate which disease is insulin used? Hypertension.,Diabetes
Where in Britain is the National Horseracing Museum? Liverpool.,Newmarket
"In which British city is the National Media Museum (formerly National Museum of Photography, Film and Television)? Manchester.",Bradford
"In Arthurian legend, who encounters and beheads the Greene Knight? Lancelot.",Sir Gawain
"In Arthurian legend, of which region was King Mark the King? Camelot.",Cornwall
"In the Bible, who was the first King of Israel? David.",Saul
The Royal family of which country is named Bernadotte? Belgium.,Sweden
In which county is the town of Royal Wootton Bassett? Dorset.,Wiltshire
The 2014 Commonwealth Games.will be held in which city? Toronto.,Glasgow
"Who, along with Mary Berry, is a judge on 'The Great British Bake-Off? Gordon Ramsay.",Paul Hollywood
A 'rollmop' is a food dish containing which fish? Salmon.,Herring
American Theodore Geisel wrote children's books under what name? Richard Scarry.,Dr Seuss
"What is the name of the world's oldest surviving steam locomotive, constructed in 1813/14 by William Hedley for use at Wylam Colliery, Newcastle-on-Tyne? The Rocket.",Puffing Billy
Tahrir Square is in which city? Beirut.,Cairo
"What is the name of the pop festival held annually over the August Bank Holiday weekend at Daresbury, Warrington? Glastonbury Festival.",Creamfields
Who was the last German Kaiser? Otto von Bismarck.,Wilhelm II
"Catherine Bigelow was the first woman to win an Oscar as Best Director, for which film did she win the award? Inception.",The Hurt Locker
The airport of Arrecife serves which of the Canary Islands? Tenerife.,Lanzarote
What is the name of the new England Football Centre of Excellence near Burton-on-Trent? St James' Park.,St George’s Park
Who was the original female judge on the TV programme `Strictly Come Dancing'? Shirley Temple.,Arlene Phillips
Which process is used to extract shale gas from the ground? Photosynthesis.,Fracking
By what name do we call the herb known as cilantro by the Americans? Basil.,Coriander
"The Battle of Solferino, which led to the formation of the International Red Cross, was fought in 1859 in which country? Spain.",Italy
Paul Jones was succeeded by Mike D'Abo as singer with which 60s group? The Rolling Stones.,Manfred Mann
Who wrote 'Jurassic Park' and created the TV series ER? Stephen King.,Michael Crichton
How many counties make up the province of Ulster? Five.,9
Which rock group was founded in Seattle in 1994 by David Grohl after the break-up of Nirvana? The Rolling Stones.,Foo Fighters
Which author set his novels in 'The Five Towns'? Charles Dickens.,Arnold Bennett
"'Does Anything Eat Wasps?', 'Why Don't Penguins Feet Freeze?' and 'How to Fossilise Your Hamster' are books based on articles from which magazine? Time Magazine.",New Scientist
"Which city is served by Rhine-Ruhr airport, the third largest airport in Germany? Stuttgart.",Dusseldorf
Van Morrison was a member of which 60s group? The Hollies.,Them
The inconclusive 'Battle of the Solent' against the French on July 18/19 1545 was most notable for the loss of which ship? Santa Maria.,The Mary Rose
"""Who wrote the 1993 novel """"Trainspotting""""?"" JK Rowling.",Irvine Welsh
Now a brand of General motors what is oldest active American car make? Ford.,Buick
Who was the drummer with the band Pink Floyd? Ringo Starr.,Nick Mason
Which breed of sheep did Beatrix Potter breed at Hilltop Farm and help to save from extinction? Merino.,Herdwick
"""Who wrote the horror stories """"The Fog"""", """"The Dark"""" and """"The Rats""""?"" Stephen King.",James Herbert
"After the moon, what was the second body in the solar system visited by a spacecraft from earth? Jupiter.",Venus
Founded in 1932 by J.R.D. Tata as Tata Airlines what is it now called? SpiceJet.,Air India
"""What is added to gin to make a """"Gimlet"""" cocktail?"" Tonic water.",Lime
What is the SI unit of conductance? Ohm.,Siemens
What was the Bronze Age civilisation based on Crete? Trojan.,Minoan
"""A """"Tom Collins"""" cocktail consists of gin, soda water, sugar and what other ingredient?"" Cranberry juice.",Lemon
The serial killer Albert de Salvo was given what nickname? The Brooklyn Butcher.,The Boston Strangler
"""Who played Sheriff Sam McCloud in the 1970s TV series """"McCloud""""?"" Clint Eastwood.",Dennis Weaver
"Where, in 1977, did a KLM 747 collide with a Pan Am 747 resulting in nearly six hundred fatalities? JFK Airport.","Tenerife, Spain"
Sacha is a diminutive form of what name? Samuel.,Alexander
The serial killer David Berkowitz was given what nickname? The Night Stalker.,The Son of Sam
Which retailer produces and markets the Kindle eBook? Barnes & Noble.,Amazon
With what is Beurre Noisette flavoured? Rosemary.,Hazelnuts
"Who captained HMS Beagle during Charles Darwin's voyage, and is remembered in the name of a shipping forecast area? James Cook.",Robert FitzRoy
"""Who composed, in 1909, """"A Fantasia on a Theme of Thomas Tallis""""?"" Claude Debussy.",Ralph Vaughan Williams
Inspector Bucket is a policeman in which Charles Dicken's novel? Great Expectations.,Bleak House
Who is the Roman goddess of flowers? Athena.,Flora
Which company makes the Wii games console? Sony.,Nintendo
"""Who, in 1831, composed """"Symphonie Fantastique""""?"" Ludwig van Beethoven.",Hector Berlioz
"""Which actress played the victim in the shower scene in the 1960 film """"Psycho""""?"" Grace Kelly.",Janet Leigh
On what London thoroughfare is the finish of the London marathon? Oxford Street.,The Mall
"In Arthurian legend, which knight accepts a challenge from the Green Knight? Lancelot.",Sir Gawain
"In the Bible, who was the son of Abraham and Hagar? Esau.",Ishmael
"Who is the mother of Finty Williams, the actress who provides the voice of the cartoon character 'Angelina Ballerina'? Emma Thompson.",Judi Dench
Which Hindu deity has the head of an elephant? Hanuman.,Ganesha
In the Gerry Anderson TV series who piloted Stingray? Virgil Tracy.,Troy Tempest
"In which U.S. state were Henry Ford, Magic Johnson and Berry Gordy all born? California.",Michigan
Who had the original 1958 hit with the song 'Magic Moments'? Elvis Presley.,Perry Como
Bradley Walsh hosts which ITV quiz programme? Who Wants to Be a Millionaire?.,The Chase
"In which US city did the Beatles perform their last live concert, in August 1966? Denver.",San Francisco
Which American soul singer had a backing group called the Famous Flames? Ray Charles.,James Brown
Which vitamin is also known as Calciferol? Vitamin C.,Vitamin D
Brooke Magnante wrote a blog and book entitled 'Diary of a Call Girl' under which pseudonym? EL James.,Belle de Jour
What colour is the right hand vertical band on the flag of Afghanistan? Blue.,Green
In what animal form is the Hindu god Hanuman normally depicted? Elephant.,Monkey
What name is shared by cities in Ontario and Bermuda as well as a town near Glasgow? Springfield.,Hamilton
"Which actor played the part of Mike Gambit in the ITV TV series, The New Avengers? Roger Moore.",Gareth Hunt
"In September 2012, which Nobel prizewinner seriously proposed that Tony Blair and George W Bush should be tried in the International Court of Justice for their role in the Iraq war? JK Rowling.",Desmond Tutu
A radioactive form of which element was responsible for the death of the former KGB officer Alexander Litvinenko in 2006? Uranium.,Polonium
Who is the principal host of the BBC TV quiz 'Pointless'? Stephen Fry.,Alexander Armstrong
Teddy Pendergrass was the lead singer of which soul group? The Commodores.,Harold Melvin and the Blue Notes
Seahouses is a town in which county? Cornwall.,Northumberland
Which vitamin is also known as Retinol? Vitamin C.,Vitamin A
"What is the most successful literary work to date of the writer E L James? ""Pride and Prejudice"".",Fifty Shades of Grey
John Travolta's character in 'Grease' had the surname Zuko but what was his first name? Tony.,Danny
What was the up-market fast-food chain started in 1986 by Sinclair Beecham and Julian Metcalfe? Shake Shack.,Pret a Manger
In February 2011 an earthquake killed over 180 people in which New Zealand city? Auckland.,Christchurch
"Ariel, Gillette, Duracell and Oral-B are all brands of which global giant? Unilever.",Procter & Gamble
"Conrad Black, jailed in the USA in 2007 for fraud, was the former publisher of which UK daily newspaper? The Times.",The Daily Telegraph
In which Caribbean country did an earthquake kill thousands in January 2010? Jamaica.,Haiti
Whose first novel in a famous series was 'The Colour of Magic' in 1983? JK Rowling.,Terry Pratchett
Who was sacked as a judge on 'Strictly Come Dancing' in 2009 in favour of a younger panellist? Piers Morgan.,Arlene Phillips
'Into the Woods' is a musical with music and lyrics by which composer? Andrew Lloyd Webber.,Stephen Sondheim
"Thirty years after he painted the Sistine chapel's ceiling, what is the title of the fresco painted by Michelangelo, also in the chapel? ""The Starry Night"".",The Last Judgement
"'Up in the Sky', 'Supersonic' and 'Shakermaker' are three of the tracks on which Oasis album? The Masterplan.",Definitely maybe
Which prominent Mexican painter was married to Frida Kahlo? Salvador Dalí.,Diego Rivera
"Which 1997 album, voted the best ever by readers of Q magazine, contains tracks let Down', 'No Surprises' and 'Paranoid Android'? Nevermind.",OK Computer
Which Football League Two club play home games at the Pirelli Stadium? Crawley Town.,Burton Albion
In which state of the USA is the Badlands National Park? Wyoming.,South Dakota
What is the name of the 'rover' that landed on Mars in August 2012? Beagle 2.,Curiosity
"What TV detective was Pierce Brosnan contracted to play, which meant that he had to refuse the offer to play James Bond in 1986? Hercule Poirot.",Remington Steele
Which goddess in Greek myth helped to guide Odysseus on his way home from the Trojan War? Hera.,Athena
Which country is home to Tooheys beer? Canada.,Australia
What more common name is given to the famous uprising of the Righteous Harmony Society Movement? The Boston Tea Party.,The Boxer Rebellion
Which European country was the first to levy VAT on goods? Italy.,France
Who was Tony Blair's first Foreign Secretary? Robin Hood.,Robin Cook
The larva of the carpet beetle is better known by which common two-word common name? Dust Bunny.,Woolly bear
Greg Heffley is which eponymous character in the Jeff Kinney novels for children? Harry Potter.,Diary of a Wimpy Kid
At which bay in East Sussex did William of Normandy land to start his invasion of England? Dover Bay.,Pevensey Bay
What collective name is given to the stars Dubhe and Merak in Ursa Major? The Archer's Bow.,The Pointers
Which US city was known as Yerba Buena until 1847? Los Angeles.,San Francisco
"How is singer Francesco Castelluccio, born in Newark, New Jersey in 1934 better known? Tony Bennett.",Frankie Valli
"Paul Pond, pop and blues singer and radio presenter is better known by which stage name? Elton John.",Paul Jones
"What is the common name of plants of the genus Galanthus, which is Greek for 'milk flower'? Lily.",Snowdrops
What is the popular name for the flower Strelitzia? Daisy.,Bird of paradise
"Which, once successful hosiery company was set up by Asil Nadir? Hanes.",Polly Peck
Fanny Sunesson was the regular and highly successful caddie for which major golfer between 1990 and 1999? Phil Mickelson.,Nick Faldo
Which of the Mitford sisters married Oswald Mosley and became a fascist? Pamela Mitford.,Diana
"Which is the fifth book of the Old Testament, following Numbers? Proverbs.",Deuteronomy
"Bourbon whisky is produced mostly, though not exclusively, in an area known as Old Bourbon, in which US state? Tennessee.",Kentucky
Which Italian patriot put down the Two Sicilies rebellion in the south of the country prior to the unification of Italy in 1861? Leonardo da Vinci.,Giuseppe Garibaldi
Of which TV series was Geraldine Granger the lead character? The West Wing.,The Vicar of Dibley
"Which village lies to the north of Esthwaite Water, William Wordsworth was educated at the grammar school there? Keswick.",Hawkshead
Which King of England married Catherine of Valois? King Edward III.,Henry V
Downton Abbey is filmed at which stately home? Chatsworth House.,Highclere Castle
The Central Criminal Court is in which London street? Downing Street.,The Old Bailey
Which 1993 treaty established the European Union under its current name? Treaty of Versailles.,Maastricht
Which river forms most of the county boundary between Essex and Suffolk and flows in to the North Sea at Harwich? The Thames.,Stour
In which city is the Prado Art Gallery? Barcelona.,Madrid
"In which year did China resume sovereignty over Hong Kong, Princess Diana die and Tony Blair become Prime Minister? 1995.",1997
What is the first name of the Dickens character Micawber? Eustace.,Wilkins
Which German mathematician developed calculus at about the same time that Isaac Newton did so? Carl Friedrich Gauss.,Gottfried Leibniz
The Royal Courts of Justice is in which London street? Oxford Street.,The Strand
In which city is the Uffizi Art Gallery? Rome.,Florence
